circID	seqnames	start	end	width	type	gene_id	strand	SameGflag	OverGflag	OverGeneID	OverGeneName
cRNA_1877	chr8	68194413	68210917	16505	JNC-JNC	ENSMUSG00000030465.20	-	TRUE	1	NA	NA
cRNA_1878	chr8	78037360	78078301	40942	JNC-JNC	ENSMUSG00000037148.9	-	TRUE	1	NA	NA
cRNA_1879	chr8	78037360	78085263	47904	JNC-JNC	ENSMUSG00000037148.9	-	TRUE	1	NA	NA
cRNA_1880	chr8	79242215	79257787	15573	JNC-JNC	ENSMUSG00000031684.12	+	TRUE	1	NA	NA
cRNA_1881	chr8	79786879	79803167	16289	JNC-JNC	ENSMUSG00000071064.16	+	TRUE	1	NA	NA
cRNA_1882	chr8	95558401	95559328	928	JNC-JNC	ENSMUSG00000031781.15	-	TRUE	1	NA	NA
cRNA_1883	chr8	111547339	111548222	884	JNC-JNC	ENSMUSG00000033732.11	-	TRUE	1	NA	NA
cRNA_1884	chr8	121280323	121280541	219	FULLEX	ENSMUSG00000031822.21	+	TRUE	NA	NA	NA
cRNA_1885	chr8	128142051	128153234	11184	JNC-JNC	ENSMUSG00000025812.19	+	TRUE	1	NA	NA
cRNA_1886	chr13	51832870	51833989	1120	JNC-JNC	ENSMUSG00000035139.15	+	TRUE	1	NA	NA
cRNA_1887	chr13	55225216	55241094	15879	JNC-JNC	ENSMUSG00000025878.17	-	TRUE	1	NA	NA
cRNA_1888	chr12	3287285	3288112	828	JNC-JNC	ENSMUSG00000079179.11	+	TRUE	1	NA	NA
cRNA_1889	chr12	69206069	69206368	300	FULLEX	ENSMUSG00000118866.1	+	TRUE	NA	NA	NA
cRNA_1890	chr12	76335655	76337891	2237	JNC-JNC	ENSMUSG00000021048.8	+	TRUE	1	NA	NA
cRNA_1891	chr11	51620279	51625488	5210	JNC-JNC	ENSMUSG00000036391.17	-	TRUE	1	NA	NA
cRNA_1892	chr11	106312532	106314314	1783	JNC-JNC	ENSMUSG00000020715.10	-	TRUE	1	NA	NA
cRNA_1893	chr11	109487929	109496793	8865	JNC-JNC	ENSMUSG00000041895.16	-	TRUE	1	NA	NA
cRNA_1894	chr11	116071769	116074450	2682	JNC-JNC	ENSMUSG00000020777.17	-	TRUE	1	NA	NA
cRNA_1895	chr10	60159068	60161927	2860	JNC-JNC	ENSMUSG00000012819.17	-	TRUE	1	NA	NA
cRNA_1896	chr17	13144155	13147525	3371	JNC-JNC	ENSMUSG00000062480.13	-	TRUE	1	NA	NA
cRNA_1897	chr17	71762600	71772664	10065	JNC-JNC	ENSMUSG00000024054.15	-	TRUE	1	NA	NA
cRNA_1898	chr17	81340061	81351616	11556	JNC-JNC	ENSMUSG00000024246.10	-	TRUE	1	NA	NA
cRNA_1899	chr14	34461188	34466861	5674	JNC-JNC	ENSMUSG00000041408.19	+	TRUE	1	NA	NA
cRNA_1900	chr14	87089508	87104078	14571	JNC-JNC	ENSMUSG00000022021.15	-	TRUE	1	NA	NA
cRNA_1901	chr19	28643153	28643636	484	FULLEX	ENSMUSG00000052942.14	-	TRUE	NA	NA	NA
cRNA_1902	chr19	36653232	36654199	968	JNC-JNC	ENSMUSG00000087579.9	-	TRUE	1	NA	NA
cRNA_1903	chr7	89809656	89814824	5169	JNC-JNC	ENSMUSG00000039361.12	+	TRUE	1	NA	NA
cRNA_1904	chr7	101794764	101825612	30849	JNC-JNC	ENSMUSG00000063550.9	-	TRUE	1	NA	NA
cRNA_1905	chr7	115963663	115967424	3762	JNC-JNC	ENSMUSG00000030660.10	-	TRUE	1	NA	NA
cRNA_1906	chr7	130065861	130117898	52038	JNC-JNC	ENSMUSG00000030850.18	-	TRUE	1	NA	NA
cRNA_1907	chr6	23107139	23122736	15598	JNC-JNC	ENSMUSG00000029695.14	-	TRUE	1	NA	NA
cRNA_1908	chr6	85233325	85246945	13621	JNC-JNC	ENSMUSG00000033720.13	-	TRUE	1	NA	NA
cRNA_1909	chr6	85324762	85325973	1212	JNC-JNC	ENSMUSG00000051343.12	-	TRUE	1	NA	NA
cRNA_1910	chr6	119801347	119802780	1434	JNC-JNC	ENSMUSG00000030172.16	-	TRUE	1	NA	NA
cRNA_1911	chr6	140489446	140501796	12351	JNC-JNC	ENSMUSG00000030231.12	+	TRUE	1	NA	NA
cRNA_1912	chr6	146272751	146277680	4930	JNC-JNC	ENSMUSG00000030287.16	-	TRUE	1	NA	NA
cRNA_1913	chr5	8959102	8960743	1642	JNC-JNC	ENSMUSG00000042476.13	+	TRUE	1	NA	NA
cRNA_1914	chr5	23751978	23770263	18286	JNC-JNC	ENSMUSG00000062604.12	-	TRUE	1	NA	NA
cRNA_1915	chr5	52964299	52965702	1404	JNC-JNC	ENSMUSG00000029179.15	+	TRUE	1	NA	NA
cRNA_1916	chr5	129894758	129898367	3610	JNC-JNC	ENSMUSG00000025537.13	-	TRUE	1	NA	NA
cRNA_1917	chr4	72075700	72089007	13308	JNC-JNC	ENSMUSG00000008305.19	-	TRUE	1	NA	NA
cRNA_1918	chr4	108940286	108948896	8611	JNC-JNC	ENSMUSG00000028559.18	-	TRUE	1	NA	NA
cRNA_1919	chr4	124575986	124577648	1663	JNC-JNC	ENSMUSG00000028907.8	-	TRUE	1	NA	NA
cRNA_1920	chr3	14610556	14624451	13896	JNC-JNC	ENSMUSG00000027550.15	+	TRUE	1	NA	NA
cRNA_1921	chr3	94431493	94438696	7204	JNC-JNC	ENSMUSG00000028136.16	-	TRUE	1	NA	NA
cRNA_1922	chr3	98198203	98198657	455	FULLEX	ENSMUSG00000027875.13	+	TRUE	NA	NA	NA
cRNA_1923	chr2	5928680	5937353	8674	JNC-JNC	ENSMUSG00000025815.14	-	TRUE	1	NA	NA
cRNA_1924	chr2	29804746	29812383	7638	JNC-JNC	ENSMUSG00000026790.20	+	TRUE	1	NA	NA
cRNA_1925	chr2	31073592	31078825	5234	JNC-JNC	ENSMUSG00000000194.14	+	TRUE	1	NA	NA
cRNA_1926	chr2	71337129	71342512	5384	JNC-JNC	ENSMUSG00000041921.17	+	TRUE	1	NA	NA
cRNA_1927	chr2	104486034	104491059	5026	JNC-JNC	ENSMUSG00000027176.9	+	TRUE	1	NA	NA
cRNA_1928	chr2	130554180	130555423	1244	JNC-JNC	ENSMUSG00000027309.19	-	TRUE	1	NA	NA
cRNA_1929	chr1	7190418	7217963	27546	JNC-JNC	ENSMUSG00000051285.18	+	TRUE	1	NA	NA
cRNA_1930	chr1	82433444	82434616	1173	JNC-JNC	ENSMUSG00000067158.10	-	TRUE	1	NA	NA
cRNA_1931	chr1	84771246	84792690	21445	JNC-JNC	ENSMUSG00000026219.15	-	TRUE	1	NA	NA
cRNA_1932	chr1	105933745	105947635	13891	JNC-JNC	ENSMUSG00000038866.16	+	TRUE	1	NA	NA
cRNA_1933	chr9	77682361	77686917	4557	JNC-JNC	ENSMUSG00000032350.10	+	TRUE	1	NA	NA
cRNA_1934	chr9	96464796	96493552	28757	JNC-JNC	ENSMUSG00000032413.13	-	TRUE	1	NA	NA
cRNA_1935	chr8	35340182	35342462	2281	JNC-JNC	ENSMUSG00000031529.6	-	TRUE	1	NA	NA
cRNA_1936	chr8	106612720	106617049	4330	JNC-JNC	ENSMUSG00000036270.17	+	TRUE	1	NA	NA
cRNA_1937	chr12	13440926	13443533	2608	JNC-JNC	ENSMUSG00000020576.11	+	TRUE	1	NA	NA
cRNA_1938	chr12	25044811	25047329	2519	JNC-JNC	ENSMUSG00000036333.12	+	TRUE	1	NA	NA
cRNA_1939	chr10	40342634	40345951	3318	JNC-JNC	ENSMUSG00000038481.14	+	TRUE	1	NA	NA
cRNA_1940	chr15	91381596	91400697	19102	JNC-JNC	ENSMUSG00000036298.11	-	TRUE	1	NA	NA
cRNA_1941	chr15	95762106	95818259	56154	JNC-JNC	ENSMUSG00000064210.8	+	TRUE	1	NA	NA
cRNA_1942	chr5	100623548	100628180	4633	JNC-JNC	ENSMUSG00000118665.1	-	TRUE	1	NA	NA
cRNA_1943	chr4	100265010	100269337	4328	JNC-JNC	ENSMUSG00000035305.6	+	TRUE	1	NA	NA
cRNA_1944	chr3	86439392	86450018	10627	JNC-JNC	ENSMUSG00000028080.17	+	TRUE	1	NA	NA
cRNA_1945	chr2	29802581	29812383	9803	JNC-JNC	ENSMUSG00000026790.20	+	TRUE	1	NA	NA
cRNA_1946	chr2	76677732	76682481	4750	JNC-JNC	ENSMUSG00000051747.16	-	TRUE	1	NA	NA
cRNA_1947	chr2	76692456	76692771	316	JNC-JNC	ENSMUSG00000051747.16	-	TRUE	1	NA	NA
cRNA_1948	chr2	119232811	119243108	10298	JNC-JNC	ENSMUSG00000034154.16	-	TRUE	1	NA	NA
cRNA_1949	chr2	156106201	156109462	3262	JNC-JNC	ENSMUSG00000038116.17	+	TRUE	1	NA	NA
cRNA_1950	chr1	162181089	162183078	1990	JNC-JNC	ENSMUSG00000040265.17	-	TRUE	1	NA	NA
cRNA_1951	chr9	24385070	24397025	11956	JNC-JNC	ENSMUSG00000043067.16	-	TRUE	1	NA	NA
cRNA_1952	chr8	86672681	86697626	24946	JNC-JNC	ENSMUSG00000036879.16	+	TRUE	1	NA	NA
cRNA_1953	chr13	97278435	97286921	8487	JNC-JNC	ENSMUSG00000021666.17	+	TRUE	1	NA	NA
cRNA_1954	chr12	65023469	65043819	20351	JNC-JNC	ENSMUSG00000035614.12	+	TRUE	1	NA	NA
cRNA_1955	chr12	78390126	78459207	69082	JNC-JNC	ENSMUSG00000047454.13	+	TRUE	1	NA	NA
cRNA_1956	chr17	88316022	88323140	7119	JNC-JNC	ENSMUSG00000005371.16	-	TRUE	1	NA	NA
cRNA_1957	chr16	4989725	4991030	1306	JNC-JNC	ENSMUSG00000091712.3	+	TRUE	1	NA	NA
cRNA_1958	chr16	43818089	43860521	42433	JNC-JNC	ENSMUSG00000036292.15	-	TRUE	1	NA	NA
cRNA_1959	chr14	73601982	73605867	3886	JNC-JNC	ENSMUSG00000022108.9	-	TRUE	1	NA	NA
cRNA_1960	chr19	23040704	23041807	1104	JNC-JNC	ENSMUSG00000097930.4	-	TRUE	1	NA	NA
cRNA_1961	chr6	38044672	38055893	11222	JNC-JNC	ENSMUSG00000038600.13	-	TRUE	1	NA	NA
cRNA_1962	chr6	87881070	87882249	1180	JNC-JNC	ENSMUSG00000030058.18	+	TRUE	1	NA	NA
cRNA_1963	chr5	32635410	32645049	9640	JNC-JNC	ENSMUSG00000014956.16	+	TRUE	1	NA	NA
cRNA_1964	chr5	35998625	36006913	8289	JNC-JNC	ENSMUSG00000029095.18	+	TRUE	1	NA	NA
cRNA_1965	chr5	66520061	66557624	37564	JNC-JNC	ENSMUSG00000029207.17	-	TRUE	1	NA	NA
cRNA_1966	chr5	103649233	103649778	546	FULLEX	ENSMUSG00000034573.15	+	TRUE	NA	NA	NA
cRNA_1967	chr4	133875321	133876072	752	JNC-JNC	ENSMUSG00000037443.14	-	TRUE	1	NA	NA
cRNA_1968	chr2	18127056	18151683	24628	JNC-JNC	ENSMUSG00000026743.17	+	TRUE	1	NA	NA
cRNA_1969	chr2	18289434	18321811	32378	JNC-JNC	ENSMUSG00000026740.13	-	TRUE	1	NA	NA
cRNA_1970	chr2	76677732	76678986	1255	JNC-JNC	ENSMUSG00000051747.16	-	TRUE	1	NA	NA
cRNA_1971	chr9	66937025	66938310	1286	FULLIN	ENSMUSG00000032366.16	-	TRUE	NA	NA	NA
cRNA_1972	chrY	1102765	1158634	55870	JNC-JNC	ENSMUSG00000068457.15	-	TRUE	1	NA	NA
cRNA_1973	chr10	53853119	53906890	53772	JNC-JNC	ENSMUSG00000003746.17	-	TRUE	1	NA	NA
cRNA_1974	chr10	75080913	75097791	16879	JNC-JNC	ENSMUSG00000033444.15	+	TRUE	1	NA	NA
cRNA_1975	chr10	89608449	89630486	22038	JNC-JNC	ENSMUSG00000019951.11	+	TRUE	1	NA	NA
cRNA_1976	chr10	102972968	102982154	9187	JNC-JNC	ENSMUSG00000019892.14	-	TRUE	1	NA	NA
cRNA_1977	chr14	87694470	87712276	17807	JNC-JNC	ENSMUSG00000022019.17	+	TRUE	1	NA	NA
cRNA_1978	chr19	32200909	32329423	128515	JNC-JNC	ENSMUSG00000040451.19	-	TRUE	1	NA	NA
cRNA_1979	chr7	86963272	86988225	24954	JNC-JNC	ENSMUSG00000030562.18	+	TRUE	1	NA	NA
cRNA_1980	chr2	145700361	145703094	2734	JNC-JNC	ENSMUSG00000001768.17	+	TRUE	1	NA	NA
cRNA_1981	chr9	71628878	71633364	4487	JNC-JNC	ENSMUSG00000032232.15	-	TRUE	1	NA	NA
cRNA_1982	chr10	19760524	19770548	10025	JNC-JNC	ENSMUSG00000020003.17	-	TRUE	1	NA	NA
cRNA_1983	chr17	14052630	14080238	27609	JNC-JNC	ENSMUSG00000068036.17	+	TRUE	1	NA	NA
cRNA_1984	chr18	12817894	12831116	13223	JNC-JNC	ENSMUSG00000024424.16	+	TRUE	1	NA	NA
cRNA_1985	chr3	118690743	118737984	47242	JNC-JNC	ENSMUSG00000033308.17	+	TRUE	1	NA	NA
cRNA_1986	chr2	76684494	76686710	2217	JNC-JNC	ENSMUSG00000051747.16	-	TRUE	1	NA	NA
cRNA_1987	chr3	129529451	129533690	4240	JNC-JNC	ENSMUSG00000028017.8	-	TRUE	1	NA	NA
cRNA_1988	chr5	123755399	123755885	487	JNC-JNC	ENSMUSG00000049550.18	-	TRUE	1	NA	NA
cRNA_1989	chr1	189885613	189894510	8898	JNC-JNC	ENSMUSG00000010175.14	-	TRUE	1	NA	NA
cRNA_1990	chr9	32081386	32119561	38176	JNC-JNC	ENSMUSG00000041444.15	+	TRUE	1	NA	NA
cRNA_1991	chr13	17819366	17847187	27822	JNC-JNC	ENSMUSG00000055137.8	-	TRUE	1	NA	NA
cRNA_1992	chr11	117039972	117041564	1593	JNC-JNC	ENSMUSG00000020823.17	+	TRUE	1	NA	NA
cRNA_1993	chr14	79576974	79578535	1562	FULLEX	ENSMUSG00000022020.16	-	TRUE	NA	NA	NA
cRNA_1994	chr5	36676617	36729381	52765	JNC-JNC	ENSMUSG00000029192.18	-	TRUE	1	NA	NA
cRNA_1995	chr14	59743714	59776654	32941	JNC-JNC	ENSMUSG00000021981.11	+	TRUE	1	NA	NA
cRNA_1996	chr7	122847161	122859865	12705	JNC-JNC	ENSMUSG00000030769.16	+	TRUE	1	NA	NA
cRNA_1997	chr2	15637993	15651911	13919	JNC-JNC	ENSMUSG00000075520.6	+	TRUE	1	NA	NA
cRNA_1998	chr1	192662654	192669190	6537	JNC-JNC	ENSMUSG00000016200.15	-	TRUE	1	NA	NA
cRNA_1999	chr16	38827496	38831734	4239	JNC-JNC	ENSMUSG00000022790.15	+	TRUE	1	NA	NA
cRNA_2000	chr4	137810204	137832747	22544	JNC-JNC	ENSMUSG00000028760.17	+	TRUE	1	NA	NA
cRNA_2001	chr2	104560529	104560919	391	FULLEX	ENSMUSG00000027173.8	-	TRUE	NA	NA	NA
cRNA_2002	chr1	36230610	36236716	6107	JNC-JNC	ENSMUSG00000037470.15	-	TRUE	1	NA	NA
cRNA_2003	chr13	58178227	58181156	2930	JNC-JNC	ENSMUSG00000014164.16	-	TRUE	1	NA	NA
cRNA_2004	chr10	33051765	33076218	24454	JNC-JNC	ENSMUSG00000019787.10	+	TRUE	1	NA	NA
cRNA_2005	chr3	118575485	118604916	29432	JNC-JNC	ENSMUSG00000033308.17	+	TRUE	1	NA	NA
cRNA_2006	chr16	33054793	33056778	1986	JNC-JNC	ENSMUSG00000022807.10	+	TRUE	1	NA	NA
cRNA_2007	chr3	141562110	141586277	24168	JNC-JNC	ENSMUSG00000052430.16	-	TRUE	1	NA	NA
cRNA_2008	chr11	101261532	101265531	4000	JNC-JNC	ENSMUSG00000078650.3	+	TRUE	1	NA	NA
cRNA_2009	chr19	28261052	28294813	33762	JNC-JNC	ENSMUSG00000052942.14	-	TRUE	1	NA	NA
cRNA_2010	chr6	17487796	17513540	25745	JNC-JNC	ENSMUSG00000009376.16	+	TRUE	1	NA	NA
cRNA_2011	chr2	26875435	26877121	1687	JNC-JNC	ENSMUSG00000014852.17	+	TRUE	1	NA	NA
cRNA_2012	chr7	98628843	98653913	25071	JNC-JNC	ENSMUSG00000035354.10	-	TRUE	1	NA	NA
cRNA_2013	chr3	125708287	125709110	824	FULLEX	ENSMUSG00000032854.13	-	TRUE	NA	NA	NA
cRNA_2014	chr2	43561371	43571523	10153	JNC-JNC	ENSMUSG00000026866.18	+	TRUE	1	NA	NA
cRNA_2015	chr2	105114946	105128313	13368	JNC-JNC	ENSMUSG00000055312.3	+	TRUE	1	NA	NA
cRNA_2016	chr1	20444080	20451818	7739	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2017	chr3	5306730	5310705	3976	JNC-JNC	ENSMUSG00000025255.19	+	TRUE	1	NA	NA
cRNA_2018	chr2	126403457	126422923	19467	JNC-JNC	ENSMUSG00000027359.17	+	TRUE	1	NA	NA
cRNA_2019	chr12	81361034	81362878	1845	FULLEX	ENSMUSG00000079055.11	-	TRUE	NA	NA	NA
cRNA_2020	chr16	11532778	11556297	23520	JNC-JNC	ENSMUSG00000071669.15	+	TRUE	1	NA	NA
cRNA_2021	chr5	137903792	137910214	6423	JNC-JNC	ENSMUSG00000029727.8	-	TRUE	1	NA	NA
cRNA_2022	chr4	84309126	84332585	23460	JNC-JNC	ENSMUSG00000028487.19	-	TRUE	1	NA	NA
cRNA_2023	chr1	20573166	20594489	21324	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2024	chr13	55550481	55551152	672	JNC-JNC	ENSMUSG00000021490.12	+	TRUE	1	NA	NA
cRNA_2025	chr16	22815773	22822789	7017	JNC-JNC	ENSMUSG00000060459.15	-	TRUE	1	NA	NA
cRNA_2026	chr15	9037144	9043933	6790	JNC-JNC	ENSMUSG00000048424.19	+	TRUE	1	NA	NA
cRNA_2027	chr15	57110835	57118651	7817	JNC-JNC	ENSMUSG00000022366.13	-	TRUE	1	NA	NA
cRNA_2028	chr7	86406146	86412250	6105	JNC-JNC	ENSMUSG00000001773.15	-	TRUE	1	NA	NA
cRNA_2029	chr6	38044672	38059937	15266	JNC-JNC	ENSMUSG00000038600.13	-	TRUE	1	NA	NA
cRNA_2030	chr6	142091364	142106838	15475	JNC-JNC	ENSMUSG00000079262.4	-	TRUE	1	NA	NA
cRNA_2031	chr5	90679351	90693378	14028	JNC-JNC	ENSMUSG00000029369.18	+	TRUE	1	NA	NA
cRNA_2032	chr4	96204536	96228238	23703	JNC-JNC	ENSMUSG00000066097.7	-	TRUE	1	NA	NA
cRNA_2033	chr3	98470822	98471239	418	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_2034	chr2	69363797	69368405	4609	JNC-JNC	ENSMUSG00000027070.15	-	TRUE	1	NA	NA
cRNA_2035	chr2	113194181	113196174	1994	FULLEX	ENSMUSG00000044042.20	+	TRUE	NA	NA	NA
cRNA_2036	chr2	125011333	125032265	20933	JNC-JNC	ENSMUSG00000027202.13	+	TRUE	1	NA	NA
cRNA_2037	chr2	125036045	125067983	31939	JNC-JNC	ENSMUSG00000027202.13	+	TRUE	1	NA	NA
cRNA_2038	chr2	126409667	126422923	13257	JNC-JNC	ENSMUSG00000027359.17	+	TRUE	1	NA	NA
cRNA_2039	chr1	20140602	20188171	47570	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2040	chr1	20151410	20174901	23492	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2041	chr1	20268242	20293196	24955	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2042	chr1	20268242	20309662	41421	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2043	chr1	20268242	20358485	90244	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2044	chr1	20417435	20434455	17021	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2045	chr1	20417435	20451818	34384	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2046	chr1	20444080	20447724	3645	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2047	chr1	20573166	20610668	37503	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2048	chr1	20590378	20594489	4112	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2049	chr1	20590378	20610668	20291	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2050	chr1	20654284	20664192	9909	JNC-JNC	ENSMUSG00000043760.17	-	TRUE	1	NA	NA
cRNA_2051	chr1	84889917	84907285	17369	JNC-JNC	ENSMUSG00000026220.7	-	TRUE	1	NA	NA
cRNA_2052	chr8	60969014	60988825	19812	JNC-JNC	ENSMUSG00000057228.7	+	TRUE	1	NA	NA
cRNA_2053	chr17	43348486	43376124	27639	JNC-JNC	ENSMUSG00000023915.6	+	TRUE	1	NA	NA
cRNA_2054	chr4	96195498	96228238	32741	JNC-JNC	ENSMUSG00000066097.7	-	TRUE	1	NA	NA
cRNA_2055	chr4	96529509	96529685	177	FULLEX	ENSMUSG00000052520.8	-	TRUE	NA	NA	NA
cRNA_2056	chr2	58661433	58670160	8728	JNC-JNC	ENSMUSG00000026839.18	+	TRUE	1	NA	NA
cRNA_2057	chr2	69322099	69326839	4741	JNC-JNC	ENSMUSG00000027070.15	-	TRUE	1	NA	NA
cRNA_2058	chr2	69340687	69341411	725	JNC-JNC	ENSMUSG00000027070.15	-	TRUE	1	NA	NA
cRNA_2059	chr1	84900575	84907285	6711	JNC-JNC	ENSMUSG00000026220.7	-	TRUE	1	NA	NA
cRNA_2060	chr13	4557680	4564427	6748	JNC-JNC	ENSMUSG00000054757.15	-	TRUE	1	NA	NA
cRNA_2061	chr9	22479001	22490889	11889	JNC-JNC	ENSMUSG00000035919.17	+	TRUE	1	NA	NA
cRNA_2062	chr6	142391712	142396254	4543	JNC-JNC	ENSMUSG00000030244.8	-	TRUE	1	NA	NA
cRNA_2063	chr7	25897843	25900657	2815	JNC-JNC	ENSMUSG00000040660.7	+	TRUE	1	NA	NA
cRNA_2064	chr7	126049277	126049722	446	JNC-JNC	ENSMUSG00000030730.13	-	TRUE	1	NA	NA
cRNA_2065	chr1	17161522	17162281	760	FULLEX	ENSMUSG00000042686.6	-	TRUE	NA	NA	NA
cRNA_2066	chr11	106229980	106236555	6576	JNC-JNC	ENSMUSG00000001027.8	-	TRUE	1	NA	NA
cRNA_2067	chr10	33109851	33134136	24286	JNC-JNC	ENSMUSG00000019787.10	+	TRUE	1	NA	NA
cRNA_2068	chr10	108085296	108096897	11602	JNC-JNC	ENSMUSG00000019907.11	+	TRUE	1	NA	NA
cRNA_2069	chr17	35996198	36001072	4875	JNC-JNC	ENSMUSG00000003534.18	-	TRUE	1	NA	NA
cRNA_2070	chr15	88985356	88986119	764	JNC-JNC	ENSMUSG00000051786.16	-	TRUE	1	NA	NA
cRNA_2071	chr15	101096665	101100026	3362	JNC-JNC	ENSMUSG00000000532.12	+	TRUE	1	NA	NA
cRNA_2072	chr18	32557873	32565478	7606	JNC-JNC	ENSMUSG00000024381.17	+	TRUE	1	NA	NA
cRNA_2073	chr7	28735405	28740318	4914	JNC-JNC	ENSMUSG00000030592.19	-	TRUE	1	NA	NA
cRNA_2074	chr7	28739813	28743354	3542	JNC-JNC	ENSMUSG00000030592.19	-	TRUE	1	NA	NA
cRNA_2075	chr7	142058002	142058920	919	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_2076	chr5	67141180	67143880	2701	JNC-JNC	ENSMUSG00000037736.21	+	TRUE	1	NA	NA
cRNA_2077	chr4	151118314	151125930	7617	JNC-JNC	ENSMUSG00000028957.13	-	TRUE	1	NA	NA
cRNA_2078	chr2	52082083	52082481	399	UNKNOWN	NA	NA	NA	NA	NA	NA
cRNA_2079	chr2	76673720	76679415	5696	JNC-JNC	ENSMUSG00000051747.16	-	TRUE	1	NA	NA
cRNA_2080	chr2	76683949	76684811	863	JNC-JNC	ENSMUSG00000051747.16	-	TRUE	1	NA	NA
cRNA_2081	chr2	152755365	152761373	6009	JNC-JNC	ENSMUSG00000027470.10	+	TRUE	1	NA	NA
cRNA_2082	chr2	179679176	179680642	1467	JNC-JNC	ENSMUSG00000027566.16	-	TRUE	1	NA	NA
cRNA_2083	chr1	91016356	91036394	20039	JNC-JNC	ENSMUSG00000026305.16	+	TRUE	1	NA	NA
cRNA_2084	chr8	41357483	41358764	1282	JNC-JNC	ENSMUSG00000031596.16	+	TRUE	1	NA	NA
cRNA_2085	chr6	5184746	5187004	2259	JNC-JNC	ENSMUSG00000002588.14	-	TRUE	1	NA	NA
cRNA_2086	chr19	39424498	39449183	24686	JNC-JNC	ENSMUSG00000032808.3	-	TRUE	1	NA	NA
cRNA_2087	chr19	40148999	40156067	7069	JNC-JNC	ENSMUSG00000060613.11	-	TRUE	1	NA	NA
cRNA_2088	chr19	40152796	40156067	3272	JNC-JNC	ENSMUSG00000060613.11	-	TRUE	1	NA	NA
cRNA_2089	chr6	141594215	141603332	9118	JNC-JNC	ENSMUSG00000030236.11	+	TRUE	1	NA	NA
cRNA_2090	chr6	141598169	141603332	5164	JNC-JNC	ENSMUSG00000030236.11	+	TRUE	1	NA	NA
cRNA_2091	chr3	146316025	146318326	2302	JNC-JNC	ENSMUSG00000028186.15	+	TRUE	1	NA	NA
cRNA_2092	chr2	34933200	34940578	7379	JNC-JNC	ENSMUSG00000026874.11	-	TRUE	1	NA	NA
cRNA_2093	chr8	93827282	93835201	7920	JNC-JNC	ENSMUSG00000057400.15	-	TRUE	1	NA	NA
cRNA_2094	chr6	141609304	141618039	8736	JNC-JNC	ENSMUSG00000030236.11	+	TRUE	1	NA	NA
cRNA_2095	chr11	8428225	8428305	81	FULLEX	ENSMUSG00000020422.15	-	TRUE	NA	NA	NA
cRNA_2096	chr11	8428393	8428510	118	FULLEX	ENSMUSG00000020422.15	-	TRUE	NA	NA	NA
cRNA_2097	chr11	8429505	8429665	161	FULLEX	ENSMUSG00000020422.15	-	TRUE	NA	NA	NA
cRNA_2098	chr14	8456108	8456176	69	FULLEX	ENSMUSG00000021738.6	-	TRUE	NA	NA	NA
cRNA_2099	chr14	8456394	8456690	297	FULLEX	ENSMUSG00000021738.6	-	TRUE	NA	NA	NA
cRNA_2100	chr14	87709512	87709672	161	FULLEX	ENSMUSG00000022019.17	+	TRUE	NA	NA	NA
cRNA_2101	chr14	87712135	87712276	142	FULLEX	ENSMUSG00000022019.17	+	TRUE	NA	NA	NA
cRNA_2102	chr14	87714826	87714897	72	FULLEX	ENSMUSG00000022019.17	+	TRUE	NA	NA	NA
cRNA_2103	chr14	87718170	87718319	150	FULLEX	ENSMUSG00000022019.17	+	TRUE	NA	NA	NA
cRNA_2104	chr16	84810515	84810614	100	FULLEX	ENSMUSG00000022892.12	-	TRUE	NA	NA	NA
cRNA_2105	chr16	84812120	84812248	129	FULLEX	ENSMUSG00000022892.12	-	TRUE	NA	NA	NA
cRNA_2106	chr16	84821741	84821899	159	FULLEX	ENSMUSG00000022892.12	-	TRUE	NA	NA	NA
cRNA_2107	chr16	84822311	84822385	75	FULLEX	ENSMUSG00000022892.12	-	TRUE	NA	NA	NA
cRNA_2108	chr16	84827120	84827253	134	FULLEX	ENSMUSG00000022892.12	-	TRUE	NA	NA	NA
cRNA_2109	chr16	93644170	93650105	5936	JNC-JNC	ENSMUSG00000039456.11	+	TRUE	1	NA	NA
cRNA_2110	chr16	93644170	93644318	149	FULLEX	ENSMUSG00000039456.11	+	TRUE	NA	NA	NA
