group	seqnames	start	end	strand	N	ID	Sample	Njunc
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_43_terrace.gtf	2
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_44_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_45_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_46_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_47_terrace.gtf	2
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_5_terrace.gtf	6
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_54_terrace.gtf	8
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_56_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_57_terrace.gtf	2
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_58_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_59_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_60_terrace.gtf	8
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_64_terrace.gtf	2
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_67_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_68_terrace.gtf	4
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_71_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_72_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_73_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_75_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_78_terrace.gtf	4
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_8_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_81_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_82_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_83_terrace.gtf	5
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_84_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_85_terrace.gtf	6
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_87_terrace.gtf	2
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_88_terrace.gtf	2
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_9_terrace.gtf	1
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_90_terrace.gtf	6
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_91_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_92_terrace.gtf	5
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_93_terrace.gtf	5
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_94_terrace.gtf	2
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_96_terrace.gtf	3
1794	chr5	65751763	65751891	+	246	chr5:65751763-65751891	Tube_98_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_10_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_101_terrace.gtf	18
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_102_terrace.gtf	36
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_103_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_104_terrace.gtf	36
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_105_terrace.gtf	16
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_106_terrace.gtf	18
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_107_terrace.gtf	21
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_108_terrace.gtf	16
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_109_terrace.gtf	18
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_11_terrace.gtf	8
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_110_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_111_terrace.gtf	24
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_112_terrace.gtf	32
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_113_terrace.gtf	20
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_114_terrace.gtf	40
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_12_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_14_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_16_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_17_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_18_terrace.gtf	8
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_19_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_21_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_23_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_24_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_25_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_26_terrace.gtf	12
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_27_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_28_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_29_terrace.gtf	16
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_30_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_31_terrace.gtf	18
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_32_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_33_terrace.gtf	14
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_35_terrace.gtf	14
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_36_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_37_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_39_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_4_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_41_terrace.gtf	8
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_42_terrace.gtf	24
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_43_terrace.gtf	14
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_44_terrace.gtf	5
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_45_terrace.gtf	21
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_46_terrace.gtf	18
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_47_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_48_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_49_terrace.gtf	16
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_50_terrace.gtf	16
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_51_terrace.gtf	18
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_52_terrace.gtf	54
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_53_terrace.gtf	36
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_54_terrace.gtf	30
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_55_terrace.gtf	14
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_56_terrace.gtf	14
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_57_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_58_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_6_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_60_terrace.gtf	22
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_61_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_62_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_65_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_7_terrace.gtf	8
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_71_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_72_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_73_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_74_terrace.gtf	8
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_75_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_76_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_77_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_78_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_79_terrace.gtf	8
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_8_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_81_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_82_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_83_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_85_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_87_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_88_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_89_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_90_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_91_terrace.gtf	14
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_92_terrace.gtf	10
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_93_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_94_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_95_terrace.gtf	4
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_96_terrace.gtf	6
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_97_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_98_terrace.gtf	2
1909	chr8	85498413	85498944	.	994	chr8:85498413-85498944	Tube_99_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_10_terrace.gtf	6
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_103_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_111_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_114_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_16_terrace.gtf	10
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_19_terrace.gtf	8
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_24_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_25_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_27_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_28_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_3_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_31_terrace.gtf	6
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_33_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_35_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_4_terrace.gtf	10
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_40_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_55_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_59_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_6_terrace.gtf	6
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_62_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_72_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_73_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_77_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_78_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_8_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_83_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_84_terrace.gtf	4
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_87_terrace.gtf	2
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_89_terrace.gtf	8
1927	chr9	108410786	108411817	.	134	chr9:108410786-108411817	Tube_91_terrace.gtf	8
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_10_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_101_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_102_terrace.gtf	6
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_103_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_104_terrace.gtf	15
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_105_terrace.gtf	6
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_106_terrace.gtf	10
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_109_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_11_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_110_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_111_terrace.gtf	6
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_112_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_113_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_114_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_12_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_15_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_16_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_17_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_19_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_2_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_20_terrace.gtf	6
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_22_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_25_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_27_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_29_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_30_terrace.gtf	3
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_32_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_33_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_35_terrace.gtf	3
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_36_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_38_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_4_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_40_terrace.gtf	3
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_42_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_44_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_45_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_46_terrace.gtf	3
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_47_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_48_terrace.gtf	3
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_5_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_50_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_51_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_52_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_53_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_54_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_55_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_56_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_57_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_59_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_6_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_66_terrace.gtf	3
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_67_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_7_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_71_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_74_terrace.gtf	3
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_76_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_78_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_79_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_8_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_81_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_83_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_84_terrace.gtf	2
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_88_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_89_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_90_terrace.gtf	4
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_91_terrace.gtf	7
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_92_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_93_terrace.gtf	5
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_95_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_97_terrace.gtf	1
1937	chr9	121960959	121966667	+	209	chr9:121960959-121966667	Tube_98_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_10_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_101_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_102_terrace.gtf	6
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_103_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_104_terrace.gtf	17
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_105_terrace.gtf	7
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_106_terrace.gtf	10
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_109_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_11_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_110_terrace.gtf	4
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_111_terrace.gtf	6
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_112_terrace.gtf	6
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_113_terrace.gtf	4
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_114_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_12_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_15_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_16_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_17_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_19_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_2_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_20_terrace.gtf	6
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_22_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_25_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_27_terrace.gtf	4
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_29_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_30_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_32_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_33_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_35_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_36_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_38_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_4_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_40_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_42_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_44_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_45_terrace.gtf	4
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_46_terrace.gtf	4
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_47_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_48_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_5_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_50_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_51_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_52_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_53_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_54_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_55_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_56_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_57_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_59_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_6_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_66_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_67_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_7_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_71_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_74_terrace.gtf	3
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_76_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_78_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_79_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_8_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_81_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_83_terrace.gtf	6
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_84_terrace.gtf	2
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_88_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_89_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_90_terrace.gtf	4
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_91_terrace.gtf	7
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_92_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_93_terrace.gtf	5
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_95_terrace.gtf	1
1938	chr9	121960959	121961008	+	224	chr9:121960959-121961008	Tube_97_terrace.gtf	1
