circID	circAtlas	circBank	circBase	circPedia	Ntools
cRNA_1621				MMU_CIRCpedia_31904	1
cRNA_1622	mmu-Crebbp_0001	mmu_Crebbp_0078000		MMU_CIRCpedia_19670	3
cRNA_1623	mmu-Rbfox1_0001	mmu_Rbfox1_0174000		MMU_CIRCpedia_28197	3
cRNA_1624	mmu-Senp5_0002	mmu_Senp5_0018000		MMU_CIRCpedia_16336	3
cRNA_1625	mmu-Fyttd1_0002	mmu_Fyttd1_0002000		MMU_CIRCpedia_16699	3
cRNA_1626	mmu-Zfp148_0009	mmu_Zfp148_0044000		MMU_CIRCpedia_16922	3
cRNA_1627	mmu-Zbtb20_0006	mmu_Zbtb20_0087000	mm9_circ_017140	MMU_CIRCpedia_20122	4
cRNA_1628	mmu-intergenic_001087	mmu_Gramd1c_0015000			2
cRNA_1629	mmu-Gbe1_0013	mmu_Gbe1_0024000		MMU_CIRCpedia_39151	3
cRNA_1630	mmu-Robo1_0013	mmu_Robo1_0025000	mm9_circ_005155	MMU_CIRCpedia_28230	4
cRNA_1631	mmu-App_0009	mmu_App_0037000		MMU_CIRCpedia_31928	3
cRNA_1632	mmu-Pdzd2_0009	mmu_Pdzd2_0038000		MMU_CIRCpedia_6296	3
cRNA_1633	mmu-Mtdh_0011	mmu_Mtdh_0016000		MMU_CIRCpedia_17088	3
cRNA_1634	mmu-Ubr5_0062	mmu_Ubr5_0011000		MMU_CIRCpedia_216940	3
cRNA_1635	mmu-Deptor_0006	mmu_Deptor_0007000		MMU_CIRCpedia_23084	3
cRNA_1636	mmu-Zfat_0004	mmu_Zfat_0035000	mm9_circ_009299	MMU_CIRCpedia_26943	4
cRNA_1637	mmu-Trappc9_0020	mmu_Trappc9_0081000	mm9_circ_006827	MMU_CIRCpedia_28259	4
cRNA_1638	mmu-Ptk2_0018	mmu_Ptk2_0093000		MMU_CIRCpedia_28366	3
cRNA_1639	mmu-Ptk2_0057	mmu_Ptk2_0178000	mm9_circ_004905	MMU_CIRCpedia_28409	4
cRNA_1640	mmu-Trmu_0002	mmu_Trmu_0001000		MMU_CIRCpedia_32192	3
cRNA_1641	mmu-Lrrk2_0016	mmu_Lrrk2_0055000		MMU_CIRCpedia_34205	3
cRNA_1642	mmu-Ngly1_0004	mmu_Ngly1_0014000		MMU_CIRCpedia_11314	3
cRNA_1643	mmu-Ngly1_0006	mmu_Ngly1_0009000		MMU_CIRCpedia_11304	3
cRNA_1644	mmu-Pbrm1_0015	mmu_Pbrm1_0043000		MMU_CIRCpedia_16004	3
cRNA_1645	mmu-Pbrm1_0049	mmu_Pbrm1_0082000		MMU_CIRCpedia_16030	3
cRNA_1646	mmu-Hacl1_0002	mmu_Hacl1_0016000		MMU_CIRCpedia_39229	3
cRNA_1647	mmu-Ccser2_0006	mmu_Ccser2_0030000		MMU_CIRCpedia_18313	3
cRNA_1648	mmu-Arhgef40_0001	mmu_Arhgef40_0006000		MMU_CIRCpedia_22250	3
cRNA_1649	mmu-Zdhhc20_0003	mmu_Zdhhc20_0031000		MMU_CIRCpedia_24002	3
cRNA_1650	mmu-Rb1_0003	mmu_Rb1_0013000		MMU_CIRCpedia_28324	3
cRNA_1651	mmu-Zc3h13_0002,mmu-Zc3h13_0001	mmu_Zc3h13_0007000,mmu_Zc3h13_0016000		MMU_CIRCpedia_29034,MMU_CIRCpedia_36890	3
cRNA_1652	mmu-Abcc4_0008	mmu_Abcc4_0055000		MMU_CIRCpedia_4569	3
cRNA_1653	mmu-9430020K01Rik_0001	mmu_Jcad_0005000		MMU_CIRCpedia_20885	3
cRNA_1654	mmu-Zeb1_0013	mmu_Zeb1_0060000		MMU_CIRCpedia_23737	3
cRNA_1655	mmu-Thoc1_0004	mmu_Thoc1_0012000		MMU_CIRCpedia_36163	3
cRNA_1656	mmu-Rock1_0047	mmu_Rock1_0091000		MMU_CIRCpedia_472	3
cRNA_1657	mmu-Cdh2_0009	mmu_Cdh2_0032000	mm9_circ_010308	MMU_CIRCpedia_11590	4
cRNA_1658	mmu-Fhod3_0003	mmu_Fhod3_0031000		MMU_CIRCpedia_14355	3
cRNA_1659	mmu-Wdr33_0010	mmu_Wdr33_0003000	mm9_circ_013051	MMU_CIRCpedia_16291	4
cRNA_1660				MMU_CIRCpedia_18133	1
cRNA_1661	mmu-Ankhd1_0015	mmu_Ankhd1_0035000		MMU_CIRCpedia_18140	3
cRNA_1662	mmu-Arhgap26_0015	mmu_Arhgap26_0063000	mm9_circ_013976	MMU_CIRCpedia_19068	4
cRNA_1663	mmu-Ablim3_0007	mmu_Ablim3_0014000		MMU_CIRCpedia_25132	3
cRNA_1664	mmu-Nedd4l_0014	mmu_Nedd4l_0068000		MMU_CIRCpedia_26090	3
cRNA_1665	mmu-Alpk2_0009	mmu_Alpk2_0019000			2
cRNA_1666	mmu-intergenic_001082	mmu_Spire1_0036000		MMU_CIRCpedia_26796	3
cRNA_1667	mmu-Pias2_0001	mmu_Pias2_0009000		MMU_CIRCpedia_29519	3
cRNA_1668	mmu-Setbp1_0002	mmu_Setbp1_0008000	mm9_circ_003022	MMU_CIRCpedia_30007	4
cRNA_1669	mmu-Zfp236_0024	mmu_Zfp236_0063000		MMU_CIRCpedia_31087	3
cRNA_1670	mmu-Kdm2a_0003	mmu_Kdm2a_0056000		MMU_CIRCpedia_20130	3
cRNA_1671	mmu-Smarca2_0034	mmu_Smarca2_0025000		MMU_CIRCpedia_14815	3
cRNA_1672	mmu-Btaf1_0051	mmu_Btaf1_0030000		MMU_CIRCpedia_18342	3
cRNA_1673	mmu-Btaf1_0047	mmu_Btaf1_0031000		MMU_CIRCpedia_18343	3
cRNA_1674	mmu-Btaf1_0046	mmu_Btaf1_0044000		MMU_CIRCpedia_18349	3
cRNA_1675	mmu-Cpeb3_0019	mmu_Cpeb3_0003000		MMU_CIRCpedia_18411	3
cRNA_1676	mmu-Cpeb3_0016	mmu_Cpeb3_0021000	mm9_circ_010147	MMU_CIRCpedia_18431	4
cRNA_1677	mmu-Cpeb3_0017	mmu_Cpeb3_0032000		MMU_CIRCpedia_18441	3
cRNA_1678	mmu-Exoc6_0016	mmu_Exoc6_0005000		MMU_CIRCpedia_18617	3
cRNA_1679	mmu-Sorbs1_0002	mmu_Sorbs1_0045000			2
cRNA_1680	mmu-Sorbs1_0072	mmu_Sorbs1_0066000		MMU_CIRCpedia_19319	3
cRNA_1681	mmu-Rbm20_0001	mmu_Rbm20_0011000		MMU_CIRCpedia_217016	3
cRNA_1682	mmu-Rbm20_0003	mmu_Rbm20_0021000		MMU_CIRCpedia_217020	3
cRNA_1683	mmu-Nrap_0011	mmu_Nrap_0018000			2
cRNA_1684	mmu-Ablim1_0002	mmu_Ablim1_0028000		MMU_CIRCpedia_23742	3
cRNA_1685	mmu-Ablim1_0001	mmu_Ablim1_0058000		MMU_CIRCpedia_23767	3
cRNA_1686	mmu-Gfra1_0002	mmu_Gfra1_0001000		MMU_CIRCpedia_24111	3
cRNA_1687	mmu-Ckm_0013	mmu_Ckm_0014000			2
cRNA_1688	mmu-Zfp141_0001	mmu_Zfp141_0001000		MMU_CIRCpedia_19873	3
cRNA_1689	mmu-Ube3a_0016	mmu_Ube3a_0007000	mm9_circ_010056	MMU_CIRCpedia_24434	4
cRNA_1690	mmu-Fan1_0001,mmu-Fan1_0013	mmu_Fan1_0006000,mmu_Fan1_0005000		MMU_CIRCpedia_216998	3
cRNA_1691	mmu-Igf1r_0001	mmu_Igf1r_0002000	mm9_circ_010252	MMU_CIRCpedia_26913	4
cRNA_1692	mmu-Nox4_0024	mmu_Nox4_0053000		MMU_CIRCpedia_32800	3
cRNA_1693	mmu-Picalm_0034	mmu_Picalm_0054000		MMU_CIRCpedia_33676	3
cRNA_1694	mmu-Uvrag_0010	mmu_Uvrag_0037000	mm9_circ_001279	MMU_CIRCpedia_36024	4
cRNA_1695	mmu-Smg1_0008,mmu-Smg1_0015	mmu_Smg1_0072000,mmu_Smg1_0073000		MMU_CIRCpedia_4440	3
cRNA_1696	mmu-Srcap_0024	mmu_Srcap_0073000		MMU_CIRCpedia_6987	3
cRNA_1697	mmu-Tacc2_0012	mmu_Tacc2_0039000		MMU_CIRCpedia_7587	3
cRNA_1698	mmu-St7_0006	mmu_St7_0025000	mm9_circ_009098	MMU_CIRCpedia_12161	4
cRNA_1699	mmu-Lincpint_0002	mmu_Lncpint_0050000	mm9_circ_015175		3
cRNA_1700	mmu-Luc7l2_0026	mmu_Luc7l2_0032000		MMU_CIRCpedia_18939	3
cRNA_1701	mmu-Luc7l2_0023	mmu_Luc7l2_0035000			2
cRNA_1702	mmu-Pde1c_0017	mmu_Pde1c_0033000		MMU_CIRCpedia_23503	3
cRNA_1703	mmu-Smarcad1_0004	mmu_Smarcad1_0014000		MMU_CIRCpedia_26029	3
cRNA_1704	mmu-Prdm5_0003	mmu_Prdm5_0026000	mm9_circ_013922	MMU_CIRCpedia_26340	4
cRNA_1705	mmu-Dysf_0003	mmu_Dysf_0033000		MMU_CIRCpedia_38207	3
cRNA_1706	mmu-Txnrd3_0001	mmu_Txnrd3_0018000		MMU_CIRCpedia_33495	3
cRNA_1707	mmu-Mitf_0001	mmu_Mitf_0004000		MMU_CIRCpedia_35707	3
cRNA_1708	mmu-Itpr1_0048	mmu_Itpr1_0119000		MMU_CIRCpedia_2345	3
cRNA_1709	mmu-Kdm5a_0004	mmu_Kdm5a_0015000		MMU_CIRCpedia_5077	3
cRNA_1710	mmu-Ybx3_0004	mmu_Ybx3_0002000			2
cRNA_1711	mmu-Plekha5_0031	mmu_Plekha5_0050000		MMU_CIRCpedia_8974	3
cRNA_1712	mmu-Sox5_0013	mmu_Sox5_0031000		MMU_CIRCpedia_9444	3
cRNA_1713	mmu-Cd36_0003	mmu_Cd36_0012000		MMU_CIRCpedia_213929	3
cRNA_1714	mmu-Cd36_0006	mmu_Cd36_0029000		MMU_CIRCpedia_39581	3
cRNA_1715	mmu-Cd36_0016	mmu_Cd36_0031000			2
cRNA_1716	mmu-Klhl7_0001,mmu-Klhl7_0020	mmu_Klhl7_0006000,mmu_Klhl7_0011000		MMU_CIRCpedia_14061	3
cRNA_1717	mmu-Prkag2_0009	mmu_Prkag2_0013000			2
cRNA_1718	mmu-Prkag2_0001	mmu_Prkag2_0037000		MMU_CIRCpedia_14356	3
cRNA_1719	NA	NA	NA	NA	0
cRNA_1720	mmu-Corin_0003,mmu-ENSMUSG00000005220,ENSMUSG00000093400_0001	mmu_Corin_0010000,mmu_Corin_0012000		MMU_CIRCpedia_217055	3
cRNA_1721	mmu-Corin_0005	mmu_Corin_0018000		MMU_CIRCpedia_38221	3
cRNA_1722	mmu-Dcun1d4_0006	mmu_Dcun1d4_0011000		MMU_CIRCpedia_28454	3
cRNA_1723	mmu-Zfp644_0012	mmu_Zfp644_0028000	mm9_circ_011865	MMU_CIRCpedia_1798	4
cRNA_1724	mmu-Myo18b_0006	mmu_Myo18b_0025000		MMU_CIRCpedia_229443	3
cRNA_1725	mmu-Myo18b_0001	mmu_Myo18b_0052000		MMU_CIRCpedia_38223	3
cRNA_1726	mmu-Usp30_0001	mmu_Usp30_0004000		MMU_CIRCpedia_3655	3
cRNA_1727	mmu-Atxn2_0002	mmu_Atxn2_0006000	mm9_circ_003133	MMU_CIRCpedia_5587	4
cRNA_1728	mmu-Glt1d1_0001	mmu_Glt1d1_0003000		MMU_CIRCpedia_7004	3
cRNA_1729	mmu-Asl_0003	mmu_Asl_0008000	mm9_circ_004458	MMU_CIRCpedia_7432	4
cRNA_1730	mmu-Gtf2i_0010	mmu_Gtf2i_0071000			2
cRNA_1731	mmu-Mlxipl_0003	mmu_Mlxipl_0004000		MMU_CIRCpedia_39663	3
cRNA_1732	mmu-Trip6_0001	mmu_Trip6_0001000		MMU_CIRCpedia_8500	3
cRNA_1733	mmu-Flt1_0002	mmu_Flt1_0027000		MMU_CIRCpedia_9809	3
cRNA_1734	mmu-Katnal1_0001	mmu_Gm42791_0001000		MMU_CIRCpedia_9926	3
cRNA_1735	mmu-Pds5b_0009	mmu_Pds5b_0045000		MMU_CIRCpedia_10140	3
cRNA_1736	mmu-Nsmaf_0021	mmu_Nsmaf_0002000			2
cRNA_1737	mmu-Asph_0042	mmu_Asph_0005000		MMU_CIRCpedia_34948	3
cRNA_1738	mmu-Asph_0009	mmu_Asph_0022000		MMU_CIRCpedia_35021	3
cRNA_1739	mmu-Lrrc69_0001	mmu_Lrrc69_0018000		MMU_CIRCpedia_9802	3
cRNA_1740	mmu-Hsdl2_0004	mmu_Hsdl2_0024000		MMU_CIRCpedia_24573	3
cRNA_1741	mmu-Mpdz_0016	mmu_Mpdz_0023000		MMU_CIRCpedia_30765	3
cRNA_1742	mmu-Alg6_0001	mmu_Alg6_0010000		MMU_CIRCpedia_36190	3
cRNA_1743	mmu-Usp24_0010	mmu_Usp24_0052000		MMU_CIRCpedia_1758	3
cRNA_1744	mmu-AA415398_0001	mmu_Frg2f1_0001000		MMU_CIRCpedia_4774	3
cRNA_1745	mmu-Rlf_0007	mmu_Rlf_0018000	mm9_circ_003194	MMU_CIRCpedia_5347	4
cRNA_1746	mmu-Macf1_0048	mmu_Macf1_0208000	mm9_circ_008581	MMU_CIRCpedia_6117	4
cRNA_1747	mmu-Stk40_0003	mmu_Stk40_0003000		MMU_CIRCpedia_6607	3
cRNA_1748				MMU_CIRCpedia_216993	1
cRNA_1749	mmu-Eif4g3_0047	mmu_Eif4g3_0030000		MMU_CIRCpedia_8598	3
cRNA_1750	mmu-Eif4g3_0019	mmu_Eif4g3_0058000		MMU_CIRCpedia_8606	3
cRNA_1751	mmu-Ddi2_0001	mmu_Ddi2_0024000		MMU_CIRCpedia_39750	3
cRNA_1752	mmu-Ube4b_0010	mmu_Ube4b_0020000		MMU_CIRCpedia_10007	3
cRNA_1753	mmu-Nceh1_0001,mmu-Nceh1_0009	mmu_Nceh1_0002000,mmu_Nceh1_0004000		MMU_CIRCpedia_14896	3
cRNA_1754	mmu-Fndc3b_0011	mmu_Fndc3b_0059000	mm9_circ_008396	MMU_CIRCpedia_14999	4
cRNA_1755	mmu-Med12l_0096,mmu-Med12l_0026	mmu_Med12l_0008000,mmu_Med12l_0013000		MMU_CIRCpedia_24364	3
cRNA_1756	mmu-Slc33a1_0001	mmu_Slc33a1_0003000		MMU_CIRCpedia_25726	3
cRNA_1757	mmu-Rapgef2_0002	mmu_Rapgef2_0034000			2
cRNA_1758	NA	NA	NA	NA	0
cRNA_1759	mmu-Rprd2_0003	mmu_Rprd2_0015000		MMU_CIRCpedia_35171	3
cRNA_1760	mmu-Rnf115_0004	mmu_Rnf115_0002000		MMU_CIRCpedia_35461	3
cRNA_1761	mmu-Pde4dip_0028	mmu_Pde4dip_0085000		MMU_CIRCpedia_35644	3
cRNA_1762	mmu-Slc30a7_0005,mmu-Slc30a7_0014	mmu_Slc30a7_0010000,mmu_Slc30a7_0008000	mm9_circ_005164	MMU_CIRCpedia_3938	4
cRNA_1763	mmu-Agl_0014	mmu_Agl_0033000		MMU_CIRCpedia_38246	3
cRNA_1764	mmu-Agl_0013	mmu_Agl_0036000		MMU_CIRCpedia_38247	3
cRNA_1765	mmu-Arhgap29_0015	mmu_Arhgap29_0036000		MMU_CIRCpedia_37559	3
cRNA_1766	mmu-Pdlim5_0051	mmu_Pdlim5_0030000		MMU_CIRCpedia_38252	3
cRNA_1767	mmu-Spata1_0002	mmu_Spata1_0010000		MMU_CIRCpedia_9678	3
cRNA_1768	mmu-Optn_0001	mmu_Optn_0025000		MMU_CIRCpedia_21858	3
cRNA_1769	mmu-Atp5c1_0001	mmu_Atp5c1_0003000		MMU_CIRCpedia_205	3
cRNA_1770	mmu-Fam188a_0014	mmu_Mindy3_0039000	mm9_circ_000270	MMU_CIRCpedia_6228	4
cRNA_1771	mmu-Mllt10_0031	mmu_Mllt10_0065000	mm9_circ_016125	MMU_CIRCpedia_12336	4
cRNA_1772	mmu-Mllt10_0032	mmu_Mllt10_0131000		MMU_CIRCpedia_12385	3
cRNA_1773	mmu-Arhgap21_0020	mmu_Arhgap21_0009000		MMU_CIRCpedia_13063	3
cRNA_1774	mmu-Ehmt1_0025,mmu-Ehmt1_0039	mmu_Ehmt1_0105000,mmu_Ehmt1_0103000		MMU_CIRCpedia_14292,MMU_CIRCpedia_37588	3
cRNA_1775	mmu-Rabl6_0006,mmu-Rabl6_0004	mmu_Rabl6_0029000,mmu_Rabl6_0028000		MMU_CIRCpedia_14578,MMU_CIRCpedia_14579	3
cRNA_1776	mmu-Prrc2b_0012	mmu_Prrc2b_0006000		MMU_CIRCpedia_16404	3
cRNA_1777	mmu-Strbp_0063	mmu_Strbp_0128000		MMU_CIRCpedia_18652	3
cRNA_1778	mmu-Tanc1_0001	mmu_Tanc1_0040000		MMU_CIRCpedia_24628	3
cRNA_1779	mmu-Scn7a_0002	mmu_Scn7a_0005000		MMU_CIRCpedia_216819	3
cRNA_1780	mmu-Stk39_0014,mmu-Stk39_0009	mmu_Stk39_0026000,mmu_Stk39_0019000		MMU_CIRCpedia_26971	3
cRNA_1781	mmu-Stk39_0040	mmu_Stk39_0036000		MMU_CIRCpedia_26978	3
cRNA_1782	mmu-Ubr3_0015	mmu_Ubr3_0009000	mm9_circ_016955	MMU_CIRCpedia_27300	4
cRNA_1783	mmu-Ubr3_0048	mmu_Ubr3_0118000		MMU_CIRCpedia_27339	3
cRNA_1784	mmu-Ttn_0184	mmu_Ttn_0524000			2
cRNA_1785	mmu-Ttn_0178	mmu_Ttn_0531000			2
cRNA_1786	mmu-Ttn_0122	mmu_Ttn_0562000			2
cRNA_1787	mmu-Ttn_0118	mmu_Ttn_0606000		MMU_CIRCpedia_38263	3
cRNA_1788	mmu-Ttn_0119	mmu_Ttn_0607000		MMU_CIRCpedia_216831	3
cRNA_1789	mmu-Ttn_1056	mmu_Ttn_0621000		MMU_CIRCpedia_38264	3
cRNA_1790	mmu-Ttn_0185	mmu_Ttn_0696000		MMU_CIRCpedia_38266	3
cRNA_1791	mmu-Ccdc141_0024	mmu_Ccdc141_0028000		MMU_CIRCpedia_29482	3
cRNA_1792	mmu-Ccdc141_0017	mmu_Ccdc141_0058000		MMU_CIRCpedia_29494	3
cRNA_1793	mmu-Ccdc141_0008	mmu_Ccdc141_0079000		MMU_CIRCpedia_216842	3
cRNA_1794	mmu-Ccdc141_0018	mmu_Ccdc141_0084000		MMU_CIRCpedia_29512	3
cRNA_1795	NA	NA	NA	NA	0
cRNA_1796	mmu-Ckap5_0031	mmu_Ckap5_0064000		MMU_CIRCpedia_34129	3
cRNA_1797	mmu-Qser1_0001,mmu-Qser1_0024	mmu_Qser1_0030000,mmu_Qser1_0031000		MMU_CIRCpedia_1349	3
cRNA_1798	mmu-Mettl15_0002	mmu_Mettl15_0009000		MMU_CIRCpedia_2574	3
cRNA_1799	mmu-Ppip5k1_0018	mmu_Ppip5k1_0052000		MMU_CIRCpedia_5434	3
cRNA_1800	mmu-Secisbp2l_0003	mmu_Secisbp2l_0035000		MMU_CIRCpedia_6548	3
cRNA_1801	mmu-Tasp1_0029	mmu_Tasp1_0073000	mm9_circ_004900	MMU_CIRCpedia_8885	4
cRNA_1802	mmu-Kiz_0005	mmu_Kiz_0021000		MMU_CIRCpedia_9726	3
cRNA_1803	mmu-Jph2_0002	mmu_Jph2_0011000		MMU_CIRCpedia_38283	3
cRNA_1804	mmu-Serinc3_0001	mmu_Serinc3_0045000		MMU_CIRCpedia_11383	3
cRNA_1805	mmu-Arfgef2_0004	mmu_Arfgef2_0002000		MMU_CIRCpedia_11615	3
cRNA_1806	mmu-Nfatc2_0005	mmu_Nfatc2_0001000		MMU_CIRCpedia_11729	3
cRNA_1807	mmu-Prex2_0006	mmu_Prex2_0009000		MMU_CIRCpedia_2933	3
cRNA_1808	mmu-Lactb2_0001	mmu_Lactb2_0003000		MMU_CIRCpedia_8402	3
cRNA_1809	mmu-Pkhd1_0002	mmu_Pkhd1_0088000			2
cRNA_1810	mmu-Zfp451_0008	mmu_Zfp451_0033000		MMU_CIRCpedia_16982	3
cRNA_1811	mmu-Npas2_0005,mmu-Npas2_0019	mmu_Npas2_0014000,mmu_Npas2_0016000		MMU_CIRCpedia_19103	3
cRNA_1812	mmu-Tpp2_0007	mmu_Tpp2_0088000		MMU_CIRCpedia_20192	3
cRNA_1813	mmu-Hecw2_0025	mmu_Hecw2_0043000	mm9_circ_013054	MMU_CIRCpedia_22765	4
cRNA_1814	mmu-Pikfyve_0031	mmu_Pikfyve_0003000		MMU_CIRCpedia_26095	3
cRNA_1815	mmu-Speg_0007	mmu_Speg_0016000			2
cRNA_1816	mmu-Agap1_0031	mmu_Agap1_0016000	mm9_circ_012296	MMU_CIRCpedia_33470	4
cRNA_1817	mmu-Agap1_0006	mmu_Agap1_0028000	mm9_circ_017649	MMU_CIRCpedia_33475	4
cRNA_1818	mmu-Zcchc2_0003	mmu_Zcchc2_0022000		MMU_CIRCpedia_1660	3
cRNA_1819	mmu-Clasp1_0017,mmu-Clasp1_0073	mmu_Clasp1_0102000,mmu_Clasp1_0113000		MMU_CIRCpedia_4537	3
cRNA_1820	mmu-Slc35f5_0013	mmu_Slc35f5_0012000	mm9_circ_017702	MMU_CIRCpedia_6509	4
cRNA_1821	mmu-Ppp1r12b_0011	mmu_Ppp1r12b_0030000		MMU_CIRCpedia_8186	3
cRNA_1822	mmu-Dennd1b_0012	mmu_Dennd1b_0048000		MMU_CIRCpedia_8754	3
cRNA_1823	mmu-Lamc1_0011	mmu_Lamc1_0022000		MMU_CIRCpedia_10447	3
cRNA_1824	mmu-Rabgap1l_0005	mmu_Rabgap1l_0106000		MMU_CIRCpedia_11131	3
cRNA_1825	mmu-Dnm3_0003	mmu_Dnm3_0046000		MMU_CIRCpedia_11271	3
cRNA_1826	mmu-Dnm3_0015	mmu_Dnm3_0048000		MMU_CIRCpedia_11274	3
cRNA_1827	mmu-Scyl3_0001	mmu_Scyl3_0003000		MMU_CIRCpedia_11418	3
cRNA_1828	mmu-Dcaf6_0053	mmu_Dcaf6_0059000		MMU_CIRCpedia_11522	3
cRNA_1829	mmu-Atf6_0009	mmu_Atf6_0025000		MMU_CIRCpedia_38298	3
cRNA_1830	mmu-Akt3_0046	mmu_Akt3_0105000		MMU_CIRCpedia_12105	3
cRNA_1831	mmu-Esrrg_0011	mmu_Esrrg_0020000		MMU_CIRCpedia_12568	3
cRNA_1832	mmu-Gucy1a2_0003	mmu_Gucy1a2_0013000	mm9_circ_009519	MMU_CIRCpedia_18088	4
cRNA_1833	mmu-Pdgfd_0002	mmu_Pdgfd_0030000		MMU_CIRCpedia_228932	3
cRNA_1834	mmu-Chordc1_0005	mmu_Chordc1_0002000	mm9_circ_001265	MMU_CIRCpedia_12469	4
cRNA_1835	mmu-Carm1_0002	mmu_Carm1_0005000	mm9_circ_002319	MMU_CIRCpedia_13299	4
cRNA_1836	mmu-Sorl1_0008	mmu_Sorl1_0061000		MMU_CIRCpedia_19788	3
cRNA_1837	mmu-Zbtb16_0002	mmu_Zbtb16_0012000		MMU_CIRCpedia_21389	3
cRNA_1838	mmu-Hykk_0001	mmu_Hykk_0001000			2
cRNA_1839	mmu-Myo9a_0064	mmu_Myo9a_0165000		MMU_CIRCpedia_24706	3
cRNA_1840	mmu-Myo9a_0065	mmu_Myo9a_0159000		MMU_CIRCpedia_24708	3
cRNA_1841	mmu-Dennd4a_0039,mmu-Dennd4a_0046	mmu_Dennd4a_0025000,mmu_Dennd4a_0032000		MMU_CIRCpedia_25947	3
cRNA_1842	mmu-Tpm1_0083	mmu_Tpm1_0007000			2
cRNA_1843	mmu-Vps13c_0010	mmu_Vps13c_0043000		MMU_CIRCpedia_26888	3
cRNA_1844	mmu-Nedd4_0007	mmu_Nedd4_0012000		MMU_CIRCpedia_28126	3
cRNA_1845	mmu-Mlip_0029	mmu_Mlip_0022000	mm9_circ_012617	MMU_CIRCpedia_29558	4
cRNA_1846	mmu-Mlip_0034	mmu_Mlip_0028000	mm9_circ_016812	MMU_CIRCpedia_29559	4
cRNA_1847	mmu-Mlip_0030	mmu_Mlip_0030000		MMU_CIRCpedia_29560	3
cRNA_1848	mmu-Mlip_0037	mmu_Mlip_0036000		MMU_CIRCpedia_29564	3
cRNA_1849	mmu-Mlip_0005	mmu_Mlip_0049000		MMU_CIRCpedia_29575	3
cRNA_1850	mmu-Phip_0007	mmu_Phip_0134000	mm9_circ_017196	MMU_CIRCpedia_31176	4
cRNA_1851	mmu-Bckdhb_0004	mmu_Bckdhb_0010000		MMU_CIRCpedia_31467	3
cRNA_1852	mmu-Me1_0007	mmu_Me1_0011000		MMU_CIRCpedia_32517	3
cRNA_1853	mmu-Me1_0002	mmu_Me1_0013000		MMU_CIRCpedia_32530	3
cRNA_1854	mmu-Trpc1_0007	mmu_Trpc1_0009000		MMU_CIRCpedia_35139	3
cRNA_1855	mmu-Tfdp2_0003	mmu_Tfdp2_0004000		MMU_CIRCpedia_35317	3
cRNA_1856	mmu-Atp1b3_0002	mmu_Atp1b3_0008000		MMU_CIRCpedia_35348	3
cRNA_1857	mmu-Stag1_0058	mmu_Stag1_0023000	mm9_circ_007371	MMU_CIRCpedia_265	4
cRNA_1858	mmu-Ppp2r3a_0014	mmu_Ppp2r3a_0009000		MMU_CIRCpedia_37959	3
cRNA_1859	mmu-Ppp2r3a_0003	mmu_Ppp2r3a_0010000		MMU_CIRCpedia_419	3
cRNA_1860	mmu-Ppp2r3a_0004	mmu_Ppp2r3a_0026000		MMU_CIRCpedia_425	3
cRNA_1861	mmu-Arih2_0002	mmu_Arih2_0008000		MMU_CIRCpedia_2433	3
cRNA_1862	mmu-Lrrc2_0003	mmu_Lrrc2_0012000			2
cRNA_1863	mmu-Lrrfip2_0036	mmu_Lrrfip2_0030000			2
cRNA_1864	mmu-Lrrfip2_0031	mmu_Lrrfip2_0040000			2
cRNA_1865	mmu-Lrrfip2_0012	mmu_Lrrfip2_0044000			2
cRNA_1866	mmu-Glb1_0001	mmu_Glb1_0031000		MMU_CIRCpedia_3703	3
cRNA_1867	mmu-Dync1li1_0001	mmu_Dync1li1_0012000		MMU_CIRCpedia_3740	3
cRNA_1868	mmu-Zfp445_0001	mmu_Zfp445_0011000	mm9_circ_013827	MMU_CIRCpedia_5914	4
cRNA_1869	mmu-Insr_0007	mmu_Insr_0025000		MMU_CIRCpedia_16239	3
cRNA_1870	mmu-Arhgef7_0002	mmu_Arhgef7_0023000		MMU_CIRCpedia_4380	3
cRNA_1871	mmu-Myom2_0007	mmu_Myom2_0001000		MMU_CIRCpedia_217028	3
cRNA_1872	mmu-Wrn_0002	mmu_Wrn_0079000		MMU_CIRCpedia_16873	3
cRNA_1873	mmu-Dlc1_0001	mmu_Dlc1_0024000	mm9_circ_011180	MMU_CIRCpedia_18324	4
cRNA_1874	NA	NA	NA	NA	0
cRNA_1875	mmu-Wwc2_0001	mmu_Wwc2_0034000		MMU_CIRCpedia_21228	3
cRNA_1876	mmu-Fbxo8_0003	mmu_Fbxo8_0005000		MMU_CIRCpedia_23566	3
cRNA_1877	mmu-Psd3_0015	mmu_Psd3_0036000		MMU_CIRCpedia_26854	3
cRNA_1878	mmu-Arhgap10_0011	mmu_Arhgap10_0026000		MMU_CIRCpedia_29607	3
cRNA_1879	mmu-Arhgap10_0024	mmu_Arhgap10_0027000		MMU_CIRCpedia_29608	3
cRNA_1880	mmu-Slc10a7_0003	mmu_Slc10a7_0001000		MMU_CIRCpedia_29929	3
cRNA_1881	mmu-Zfp827_0012	mmu_Zfp827_0004000		MMU_CIRCpedia_30054	3
cRNA_1882	mmu-Ciapin1_0001	mmu_Ciapin1_0009000		MMU_CIRCpedia_34960	3
