group	seqnames	start	end	n_reads	strand	n_uniq	uniq_bridges	best_qual_left	best_qual_right	edits	anchor_overlap	breakpoints	signal	strandmatch	category	N	ID
91767	chr2	5057799	5059527	282	-	191	12	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	282	chr2:5057799-5059527
91896	chr2	5978280	5993283	188	+	132	13	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	188	chr2:5978280-5993283
92416	chr2	13386569	13463938	131	-	87	29	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	131	chr2:13386569-13463938
92531	chr2	14293798	14299755	491	+	337	20	40	3,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	491	chr2:14293798-14299755
92591	chr2	15570028	15570366	114	+	83	10	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	114	chr2:15570028-15570366
92972	chr2	18289434	18313760	326	-	237	12	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	326	chr2:18289434-18313760
93110	chr2	20859746	20864847	540	-	326	31	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	540	chr2:20859746-20864847
93111	chr2	20860165	20864847	928	-	392	51	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	928	chr2:20860165-20864847
93117	chr2	20864692	20865921	85	-	64	5	40	2,35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	85	chr2:20864692-20865921
93182	chr2	22337182	22366954	120	+	66	20	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	120	chr2:22337182-22366954
93278	chr2	22979603	22980594	148	+	111	6	40	35,36,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	148	chr2:22979603-22980594
93321	chr2	23396921	23435591	218	-	149	9	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	218	chr2:23396921-23435591
93335	chr2	23427340	23435591	614	-	404	16	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	614	chr2:23427340-23435591
93391	chr2	24703539	24715079	659	-	426	34	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	659	chr2:24703539-24715079
93431	chr2	24737956	24767638	235	-	164	8	40	3,35,36,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	235	chr2:24737956-24767638
93445	chr2	24746618	24767638	260	-	185	9	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	260	chr2:24746618-24767638
94118	chr2	29802581	29812383	103	+	60	10	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	103	chr2:29802581-29812383
94130	chr2	29868389	29870214	257	+	182	24	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	257	chr2:29868389-29870214
94539	chr2	32072470	32073312	259	+	186	13	40	3,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	259	chr2:32072470-32073312
94879	chr2	34322015	34334418	1231	+	840	31	40	3,35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1231	chr2:34322015-34334418
94972	chr2	34664785	34665077	216	+	162	9	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	216	chr2:34664785-34665077
95350	chr2	37514185	37537297	494	-	316	19	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	494	chr2:37514185-37537297
95365	chr2	37530863	37537297	151	-	113	10	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	151	chr2:37530863-37537297
95756	chr2	48760301	48763485	956	+	664	26	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	956	chr2:48760301-48763485
96446	chr2	58661433	58670160	187	+	144	25	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	187	chr2:58661433-58670160
96563	chr2	59588809	59602883	134	+	97	8	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	134	chr2:59588809-59602883
96621	chr2	59778431	59792974	158	-	110	9	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	158	chr2:59778431-59792974
96805	chr2	61443995	61458183	754	+	509	34	40	3,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	754	chr2:61443995-61458183
96943	chr2	64956237	64966890	227	-	161	20	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	227	chr2:64956237-64966890
97011	chr2	66556498	66574175	150	-	103	11	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	150	chr2:66556498-66574175
97183	chr2	68189158	68240485	448	-	249	28	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	448	chr2:68189158-68240485
97199	chr2	68221258	68240485	961	-	462	49	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	961	chr2:68221258-68240485
97441	chr2	69322099	69326839	83	-	54	13	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	83	chr2:69322099-69326839
97748	chr2	70599206	70617339	195	-	136	17	40	3,35,39,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	195	chr2:70599206-70617339
97772	chr2	70886839	70893839	176	+	130	13	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	176	chr2:70886839-70893839
98003	chr2	72776890	72801858	242	-	177	12	40	36,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	242	chr2:72776890-72801858
98011	chr2	72800499	72801858	492	-	325	23	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	492	chr2:72800499-72801858
98291	chr2	76414805	76416595	130	+	86	9	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	130	chr2:76414805-76416595
98335	chr2	76535286	76535489	69	+	50	8	40	35,40,5	0	0	2	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH	69	chr2:76535286-76535489
98969	chr2	76579921	76580115	140	-	84	20	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	140	chr2:76579921-76580115
99655	chr2	76673720	76679415	163	-	109	18	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	163	chr2:76673720-76679415
99665	chr2	76677732	76678986	133	-	73	19	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	133	chr2:76677732-76678986
99701	chr2	76680914	76682481	144	-	69	11	40	35,40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	144	chr2:76680914-76682481
99704	chr2	76680914	76686710	93	-	55	8	40	3,4,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	93	chr2:76680914-76686710
99734	chr2	76683949	76686710	1057	-	403	149	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1057	chr2:76683949-76686710
99760	chr2	76688248	76712183	864	-	307	190	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	864	chr2:76688248-76712183
99761	chr2	76688248	76714541	441	-	237	115	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	441	chr2:76688248-76714541
99789	chr2	76692456	76692771	88	-	58	8	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	88	chr2:76692456-76692771
99800	chr2	76693618	76698429	436	-	231	75	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	436	chr2:76693618-76698429
100237	chr2	76777325	76778171	472	-	303	33	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,LINEAR,PERFECT_EXT,UNAMBIGUOUS_BP	472	chr2:76777325-76778171
100303	chr2	76853790	76861051	78	-	50	12	40	37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	78	chr2:76853790-76861051
100339	chr2	76905180	76938823	147	-	96	20	40	3,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	147	chr2:76905180-76938823
100343	chr2	76919414	76938823	557	-	352	48	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	557	chr2:76919414-76938823
101086	chr2	91310658	91312325	253	+	184	11	40	3,35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	253	chr2:91310658-91312325
101637	chr2	103297575	103298038	416	-	245	26	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	416	chr2:103297575-103298038
101815	chr2	104301094	104302192	2671	-	1608	92	40	40	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	2671	chr2:104301094-104302192
101845	chr2	104486034	104491059	157	+	98	26	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	157	chr2:104486034-104491059
101852	chr2	104560529	104560919	160	-	111	10	40	35,36,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	160	chr2:104560529-104560919
101877	chr2	104606517	104610605	321	-	230	16	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	321	chr2:104606517-104610605
101910	chr2	105114946	105128313	300	+	197	30	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	300	chr2:105114946-105128313
101987	chr2	108961830	108967877	158	-	111	11	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	158	chr2:108961830-108967877
102104	chr2	110447019	110454593	92	+	72	12	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	92	chr2:110447019-110454593
102212	chr2	113194181	113196174	234	+	156	22	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	234	chr2:113194181-113196174
102345	chr2	116983473	117002567	480	+	342	20	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	480	chr2:116983473-117002567
102437	chr2	118462240	118465758	443	+	285	51	40	36,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	443	chr2:118462240-118465758
102564	chr2	119264630	119276137	367	-	262	10	40	3,35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	367	chr2:119264630-119276137
103033	chr2	121066054	121067350	208	-	140	11	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	208	chr2:121066054-121067350
103323	chr2	125011333	125032265	573	+	323	49	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	573	chr2:125011333-125032265
103348	chr2	125036045	125067983	80	+	53	15	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	80	chr2:125036045-125067983
103666	chr2	126665896	126667709	198	-	131	13	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	198	chr2:126665896-126667709
103982	chr2	128578483	128580289	261	+	202	9	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	261	chr2:128578483-128580289
104103	chr2	129652408	129653157	557	+	392	15	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	557	chr2:129652408-129653157
104317	chr2	131115831	131129517	206	+	161	12	40	3,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	206	chr2:131115831-131129517
104347	chr2	131353904	131358363	846	+	521	46	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	846	chr2:131353904-131358363
104424	chr2	132378671	132379779	124	-	93	12	40	4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	124	chr2:132378671-132379779
104725	chr2	139819527	139899419	681	-	481	21	40	2,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	681	chr2:139819527-139899419
104732	chr2	139850619	139899419	352	-	257	12	40	3,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	352	chr2:139850619-139899419
104737	chr2	139884014	139899419	1530	-	923	43	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1530	chr2:139884014-139899419
105112	chr2	146182299	146184669	333	-	222	16	40	37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	333	chr2:146182299-146184669
105146	chr2	146229148	146248352	401	-	273	18	40	37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	401	chr2:146229148-146248352
105149	chr2	146229148	146254788	317	-	217	25	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	317	chr2:146229148-146254788
105188	chr2	146730941	146733204	739	+	503	25	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	739	chr2:146730941-146733204
105466	chr2	152144072	152150351	214	+	159	10	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	214	chr2:152144072-152150351
105551	chr2	152755365	152761373	620	+	370	58	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	620	chr2:152755365-152761373
105615	chr2	153162195	153162822	214	+	147	10	40	2,3,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	214	chr2:153162195-153162822
105931	chr2	155279780	155282705	406	-	284	14	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	406	chr2:155279780-155282705
106118	chr2	156019553	156020872	287	-	189	29	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	287	chr2:156019553-156020872
106341	chr2	157877916	157892133	350	+	247	17	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	350	chr2:157877916-157892133
106342	chr2	157877916	157900747	962	+	686	24	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	962	chr2:157877916-157900747
106388	chr2	158224424	158225083	281	+	195	14	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	281	chr2:158224424-158225083
106713	chr2	163217524	163218295	114	-	76	14	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	114	chr2:163217524-163218295
106857	chr2	163478731	163481247	200	-	138	11	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	200	chr2:163478731-163481247
107065	chr2	165647107	165649849	330	-	225	13	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	330	chr2:165647107-165649849
107110	chr2	165890375	165893626	394	+	255	14	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	394	chr2:165890375-165893626
107165	chr2	166676391	166678377	522	+	357	18	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	522	chr2:166676391-166678377
107198	chr2	166727699	166735538	133	+	98	8	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	133	chr2:166727699-166735538
107226	chr2	166781555	166783412	233	+	161	10	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	233	chr2:166781555-166783412
107336	chr2	167348967	167353246	1155	+	745	30	40	35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1155	chr2:167348967-167353246
107343	chr2	167352796	167354544	355	+	262	14	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	355	chr2:167352796-167354544
107460	chr2	168547043	168552896	503	-	323	22	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	503	chr2:168547043-168552896
107507	chr2	169725446	169728379	396	+	274	18	40	37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	396	chr2:169725446-169728379
107508	chr2	169725446	169728506	191	+	144	7	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	191	chr2:169725446-169728506
107766	chr2	179679176	179680642	291	-	187	39	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	291	chr2:179679176-179680642
107966	chr2	181188164	181189346	383	+	256	17	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	383	chr2:181188164-181189346
108225	chr3	10384683	10384869	202	+	153	11	40	35,40,5	2	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,STRANDMATCH,UNAMBIGUOUS_BP	202	chr3:10384683-10384869
108277	chr3	14610556	14624451	178	+	119	11	40	3,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	178	chr3:14610556-14624451
108289	chr3	14652370	14653373	526	+	339	19	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	526	chr3:14652370-14653373
108935	chr3	30292127	30292470	273	-	172	17	40	3,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	273	chr3:30292127-30292470
109188	chr3	32915920	32920115	241	+	182	15	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	241	chr3:32915920-32920115
109484	chr3	37019024	37029911	223	+	165	11	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	223	chr3:37019024-37029911
