ID	seqnames	end	start	jxntype	overlapL	overlapR	MedianAS	GenomicSize	SplicedSize	LeftBorder	RightBorder	LeftEnvelope	RightEnvelope	EnvelopingStrand	EnvelopingJxnType	Exons	ExonStarts	Exonsizes
chr3:100551857-100563590	chr3	100563590	100551857	2	1	0	297	11733	555	11942	28286	.	.	.	.	4	0,2450,7997,11477	81,120,98,256
chr3:132768327-132790786	chr3	132790786	132768327	2	4	2	297	22459	1266	56890	6554	.	.	.	.	4	0,9333,19472,22009	94,253,469,450
chr3:65453628-65460716	chr3	65460716	65453628	0	0	2	297	7088	786	14022	.	.	.	.	.	4	0,1317,6328,6910	169,162,277,178
chr3:97700055-97704124	chr3	97704124	97700055	2	0	3	297.5	4069	497	33808	27406	.	.	.	.	4	0,405,745,3992	118,177,125,77
chr4:103186035-103210848	chr4	103210848	103186035	2	1	2	296	24813	355	3437	12321	.	.	.	.	3	0,2466,24663	129,76,150
chr4:131931443-131933026	chr4	131933026	131931443	2	0	2	296	1583	1583	17184	5036	131914259	131938062	2	2	1	0	1583
chr4:137824063-137824670	chr4	137824670	137824063	2	0	1	298	607	295	9186	5955	.	.	.	.	2	0,492	180,115
chr5:134525083-134529003	chr5	134529003	134525083	2	4	2	297	3920	300	1860	2376	.	.	.	.	3	0,1860,3862	157,85,58
chr6:38438410-38464085	chr6	38464085	38438410	2	0	2	298	25675	1412	8503	2103	.	.	.	.	10	0,1487,2078,8676,17588,20328,21027,21643,22599,25632	138,105,491,72,131,120,115,145,52,43
chr6:98980161-98993626	chr6	98993626	98980161	2	2	2	297	13465	589	24962	11498	.	.	.	.	4	0,6703,12223,13327	205,155,91,138
chr7:129820728-129830522	chr7	129830522	129820728	2	1	1	296	9794	294	17824	12407	.	.	.	.	2	0,9624	124,170
chr8:109518834-109527323	chr8	109527323	109518834	2	2	2	296	8489	3265	76871	56030	.	.	.	.	2	0,7992	2768,497
chr8:46243013-46258890	chr8	46258890	46243013	2	2	2	297	15877	824	4650	13865	.	.	.	.	7	0,2804,9733,10988,13655,13856,15676	50,189,90,48,116,130,201
chr8:94725726-94727097	chr8	94727097	94725726	1	2	0	297	1371	318	11338	4663	.	.	.	.	2	0,1206	153,165
chr9:108488832-108492345	chr9	108492345	108488832	2	1	0	297	3513	351	1685	1531	.	.	.	.	3	0,2092,3391	118,111,122
chr9:96458339-96493552	chr9	96493552	96458339	2	0	1	299	35213	736	4264	19864	.	.	.	.	8	0,1186,4200,6456,15663,26426,29806,35095	102,78,74,85,78,96,105,118
chr10:117528487-117530973	chr10	117530973	117528487	2	0	2	297	2486	320	1359	884	.	.	.	.	2	0,2322	156,164
chr10:66870378-66875356	chr10	66875356	66870378	2	2	2	297	4978	313	4912	23421	.	.	.	.	3	0,1285,4901	114,122,77
chr1:127719342-127731396	chr1	127731396	127719342	2	0	0	297	12054	1940	16422	.	.	.	.	.	8	0,1752,3649,6235,7784,10000,10556,11786	129,62,64,47,165,72,1133,268
chr11:50187025-50188179	chr11	50188179	50187025	0	0	2	296.5	1154	298	.	.	.	.	.	.	3	0,859,1075	138,81,79
chr12:111302460-111312057	chr12	111312057	111302460	2	0	4	298	9597	423	6793	31473	.	.	.	.	4	0,3794,5999,9505	149,97,85,92
chr12:57372310-57411020	chr12	57411020	57372310	2	0	2	297	38710	445	18059	50081	.	.	.	.	4	0,6471,6764,38602	130,35,172,108
chr12:83684095-83684300	chr12	83684300	83684095	0	0	3	296	205	205	.	.	83679192	83689402	1	1	1	0	205
chr14:58094067-58115916	chr14	58115916	58094067	1	1	3	299	21849	480	9547	11603	.	.	.	.	6	0,1017,1929,8910,17282,21822	121,34,71,122,105,27
chr16:16043165-16048640	chr16	16048640	16043165	2	1	1	297	5475	822	11705	9723	.	.	.	.	3	0,418,5339	113,573,136
chr17:78620553-78623175	chr17	78623175	78620553	2	0	2	296	2622	381	10015	19480	.	.	.	.	2	0,2424	183,198
chr18:5046589-5049494	chr18	5049494	5046589	2	0	2	297	2905	821	6349	4520	.	.	.	.	3	0,174,2295	58,153,610
chr18:53322727-53336191	chr18	53336191	53322727	2	0	2	297	13464	618	13167	6468	.	.	.	.	6	0,4774,8199,8530,10101,13385	118,165,68,45,143,79
chr18:65756055-65758405	chr18	65758405	65756055	2	0	0	296	2350	2350	17613	13415	.	.	.	.	1	0	2350
chr18:67951841-67953503	chr18	67953503	67951841	2	1	0	296	1662	505	1909	2842	.	.	.	.	2	0,1518	361,144
chr19:53895880-53901356	chr19	53901356	53895880	2	0	1	297	5476	621	3270	6689	.	.	.	.	4	0,1662,3478,5362	107,304,96,114
chr2:25842690-25856960	chr2	25856960	25842690	2	0	1	297	14270	650	7404	15833	.	.	.	.	4	0,3568,12984,14007	142,82,163,263
chr2:37525436-37537297	chr2	37537297	37525436	2	2	2	297	11861	704	1587	10327	.	.	.	.	4	0,5426,10046,11691	145,167,222,170
chr2:76919414-76938823	chr2	76938823	76919414	2	2	2	296	19409	312	14061	15642	.	.	.	.	2	0,19292	195,117
chr3:100485792-100499264	chr3	100499264	100485792	2	0	0	297	13472	627	10733	25014	.	.	.	.	4	0,3508,9241,13356	116,174,221,116
chr3:100539820-100563590	chr3	100563590	100539820	2	1	2	297	23770	651	12351	28286	.	.	.	.	5	0,12036,14487,20034,23514	95,82,120,98,256
chr5:143075498-143076684	chr5	143076684	143075498	2	0	0	297	1186	887	2121	2065	.	.	.	.	2	0,376	77,810
chr5:53339064-53345424	chr5	53345424	53339064	2	0	2	297	6360	426	6852	11818	.	.	.	.	4	0,3041,4229,6233	59,117,123,127
chr6:143126313-143143291	chr6	143143291	143126313	2	0	1	296	16978	792	12950	5513	.	.	.	.	5	0,3985,5904,14644,16817	260,142,144,85,161
chr6:31116664-31174786	chr6	31174786	31116664	2	0	2	296	58122	423	46133	18284	.	.	.	.	4	0,26746,41292,58050	58,164,129,72
chr6:88329428-88335624	chr6	88335624	88329428	2	0	2	296	6196	3299	.	17561	.	.	.	.	2	0,6099	3202,97
chr7:132627442-132683589	chr7	132683589	132627442	2	1	2	296	56147	264	26367	605	.	.	.	.	2	0,56043	160,104
chr7:137046708-137055343	chr7	137055343	137046708	2	2	1	297	8635	387	7207	5508	.	.	.	.	3	0,7717,8433	109,76,202
chr7:37658680-37682373	chr7	37682373	37658680	2	1	0	296	23693	1695	.	13738	.	.	.	.	10	0,2132,3210,4137,5975,8065,10124,10350,22355,23614	110,311,245,141,350,170,59,93,137,79
chr7:44792204-44792722	chr7	44792722	44792204	2	3	2	298	518	309	677	1214	.	.	.	.	2	0,332	123,186
chr8:79844804-79847169	chr8	79847169	79844804	2	0	3	297	2365	298	26108	16019	.	.	.	.	2	0,2307	240,58
chr9:107724467-107730602	chr9	107730602	107724467	2	0	4	297	6135	1440	13760	6945	107677973	107737547	2	2	3	0,3646,4856	70,91,1279
chr9:3634439-3635157	chr9	3635157	3634439	2	1	2	296	718	718	51738	124238	.	.	.	.	1	0	718
chr9:41975011-41983642	chr9	41983642	41975011	2	0	2	297	8631	660	6355	9441	.	.	.	.	5	0,271,4081,7356,8529	74,119,194,171,102
chr9:64743236-64746426	chr9	64746426	64743236	2	0	1	296	3190	460	367	3295	.	.	.	.	2	0,2858	128,332
chr9:67783509-67797671	chr9	67797671	67783509	2	0	2	299	14162	898	2312	2691	.	.	.	.	9	0,1869,2850,5102,7225,8344,10029,13458,14067	60,82,59,129,108,173,64,128,95
chrX:150076761-150117009	chrX	150117009	150076761	2	0	2	296	40248	380	.	.	.	.	.	.	4	0,1705,17572,40164	123,103,70,84
chr10:23674644-23681938	chr10	23681938	23674644	2	2	1	298.5	7294	460	1562	4748	.	.	.	.	4	0,5011,5441,7146	140,97,75,148
chr10:7102864-7110807	chr10	7110807	7102864	2	1	2	296	7943	456	9861	50824	.	.	.	.	3	0,1418,7779	88,204,164
chr11:117181224-117181862	chr11	117181862	117181224	2	0	2	296	638	638	23802	60392	.	.	.	.	1	0	638
chr1:131942121-131951576	chr1	131951576	131942121	2	0	2	296	9455	1491	1148	7725	.	.	.	.	4	0,3209,4966,9169	216,871,118,286
chr1:143543363-143553593	chr1	143553593	143543363	2	2	1	296	10230	462	11158	8067	.	.	.	.	4	0,2364,3704,10013	65,80,100,217
chr11:49103522-49106772	chr11	49106772	49103522	2	1	2	297	3250	1018	8219	.	.	.	.	.	3	0,894,2368	82,54,882
chr11:51162627-51164453	chr11	51164453	51162627	2	0	0	298	1826	382	1204	1584	.	.	.	.	3	0,1277,1759	223,92,67
chr11:70791298-70799343	chr11	70799343	70791298	2	2	2	297	8045	448	6783	8797	.	.	.	.	3	0,4132,7913	136,180,132
chr11:93915743-93939384	chr11	93939384	93915743	2	1	2	296	23641	400	11173	11699	.	.	.	.	4	0,11682,18654,23490	81,72,96,151
chr12:44329361-44337443	chr12	44337443	44329361	2	4	3	297	8082	1526	13276	5237	.	.	.	.	4	0,1214,5592,7987	1127,151,153,95
chr12:52589272-52609210	chr12	52609210	52589272	2	0	2	297	19938	466	22521	4583	.	.	.	.	4	0,14999,17478,19832	148,79,133,106
chr13:36391610-36430477	chr13	36430477	36391610	2	1	4	294	38867	413	2485	95442	.	.	.	.	3	0,24494,38735	120,161,132
chr13:43565887-43578690	chr13	43578690	43565887	2	0	2	297	12803	1022	5687	5233	.	.	.	.	7	0,1571,3913,7164,8799,10139,12618	152,123,146,192,110,114,185
chr1:38573987-38576027	chr1	38576027	38573987	1	2	0	296	2040	821	128362	90142	.	.	.	.	3	0,504,1919	386,314,121
chr13:92435661-92449194	chr13	92449194	92435661	2	0	2	297	13533	425	13143	29559	.	.	.	.	4	0,1120,10291,13420	110,86,116,113
chr14:36648796-36663221	chr14	36663221	36648796	2	0	1	297	14425	1742	8242	27277	.	.	.	.	3	0,11744,12972	91,198,1453
chr14:45853987-45867210	chr14	45867210	45853987	2	0	2	297	13223	560	2260	27468	.	.	.	.	4	0,2738,4181,13049	107,149,130,174
chr14:60476930-60484915	chr14	60484915	60476930	2	0	0	297	7985	637	854	3696	.	.	.	.	6	0,1292,3065,3875,5032,7842	66,26,112,139,151,143
chr15:4064742-4089478	chr15	4089478	4064742	2	1	2	298	24736	658	8410	31171	.	.	.	.	6	0,1830,12204,18454,22408,24675	109,92,137,151,108,61
chr16:3972721-3997997	chr16	3997997	3972721	2	0	1	296	25276	887	15871	33005	.	.	.	.	2	0,24566	177,710
chr17:40155274-40156574	chr17	40156574	40155274	0	0	3	292	1300	1300	.	.	.	.	.	.	1	0	1300
chr1:82318040-82320583	chr1	82320583	82318040	2	2	1	296	2543	645	23670	25429	.	.	.	.	2	0,2410	512,133
chr18:68197288-68197757	chr18	68197757	68197288	2	0	3	296	469	469	44986	41864	.	.	.	.	1	0	469
chr18:82686697-82700412	chr18	82700412	82686697	2	0	2	297	13715	788	173	1276	.	.	.	.	5	0,3113,5734,12019,13572	173,126,180,166,143
chr2:168346365-168349290	chr2	168349290	168346365	1	1	0	297	2925	874	17673	15867	.	.	.	.	3	0,2422,2869	690,128,56
chr2:37334773-37335143	chr2	37335143	37334773	0	0	1	296	370	370	.	.	37333469	37359388	1	1	1	0	370
chr2:48976602-49060025	chr2	49060025	48976602	2	2	2	297	83423	417	2654	61658	.	.	.	.	4	0,13126,32061,83318	63,94,155,105
chr2:59778431-59792974	chr2	59792974	59778431	2	1	2	296	14543	993	5056	5996	.	.	.	.	4	0,9542,10344,13933	211,110,62,610
chr2:70600348-70617339	chr2	70617339	70600348	2	2	2	293.5	16991	191	1073	15984	70587894	70655536	2	2	2	0,16872	72,119
chr3:86198734-86212040	chr3	86212040	86198734	2	0	1	297	13306	949	5692	5227	.	.	.	.	7	0,3661,3874,4818,6437,12808,13172	96,123,128,121,148,199,134
chr4:59493186-59494610	chr4	59494610	59493186	2	0	1	297	1424	286	4997	5435	.	.	.	.	2	0,1313	175,111
chr4:9508627-9532065	chr4	9532065	9508627	2	0	2	297	23438	618	24019	5613	.	.	.	.	5	0,5961,9008,21258,23287	138,91,100,138,151
chr5:101929241-101946382	chr5	101946382	101929241	2	1	2	297	17141	465	15885	8046	.	.	.	.	4	0,10099,15628,17001	128,98,99,140
chr5:106814651-106817706	chr5	106817706	106814651	2	2	2	296	3055	3055	5815	.	106786502	106844397	2	2	1	0	3055
chr5:111330790-111331297	chr5	111331297	111330790	2	1	1	296	507	507	80823	39678	.	.	.	.	1	0	507
chr5:122627301-122629848	chr5	122629848	122627301	2	2	1	296	2547	244	140	8945	.	.	.	.	2	0,2442	139,105
chr6:101146095-101149408	chr6	101149408	101146095	2	2	0	297	3313	336	12121	181946	.	.	.	.	2	0,3065	88,248
chr6:146251521-146260985	chr6	146260985	146251521	2	1	2	297	9464	383	2789	11765	.	.	.	.	3	0,4606,9270	58,131,194
chr6:148917778-148917970	chr6	148917970	148917778	0	0	5	294	192	192	.	.	148915736	148918479	2	2	1	0	192
chr6:30835673-30840545	chr6	30840545	30835673	2	0	1	298	4872	416	120	21969	.	.	.	.	4	0,1149,2629,4796	158,88,94,76
chr6:65858033-65878843	chr6	65878843	65858033	2	0	1	296	20810	437	10579	26057	.	.	.	.	4	0,2473,5035,20724	94,162,95,86
chr6:8537817-8591665	chr6	8591665	8537817	2	0	0	297	53848	842	17715	1241	.	.	.	.	6	0,20682,35367,41769,44762,53727	152,88,115,154,212,121
chr7:89809656-89826811	chr7	89826811	89809656	2	0	2	298	17155	1137	11219	4615	.	.	.	.	11	0,811,5065,8733,10130,11785,12585,13999,15830,16210,17051	143,77,104,95,113,108,43,87,125,138,104
chr9:101021510-101025937	chr9	101025937	101021510	2	0	3	298	4427	297	17238	5049	.	.	.	.	3	0,1163,4270	90,50,157
chr9:114542578-114546990	chr9	114546990	114542578	2	0	4	298	4412	404	4195	1935	.	.	.	.	4	0,1583,2089,4352	94,137,113,60
chr9:96222255-96227946	chr9	96227946	96222255	2	2	0	297	5691	423	1492	18152	.	.	.	.	3	0,3065,5562	185,109,129
chr10:80547946-80551013	chr10	80551013	80547946	2	0	1	299	3067	749	1279	691	.	.	.	.	7	0,483,652,1444,1860,2134,2995	96,73,167,75,189,77,72
chr11:106570375-106576074	chr11	106576074	106570375	1	2	0	297	5699	619	7750	3527	.	.	.	.	6	0,1482,3330,4043,4678,5411	63,55,75,29,109,288
chr11:107483532-107495189	chr11	107495189	107483532	2	0	2	297	11657	920	14806	9487	.	.	.	.	7	0,2432,6443,7569,9603,10229,11359	125,58,53,77,200,109,298
chr1:130609886-130611810	chr1	130611810	130609886	2	0	1	296	1924	443	.	.	.	.	.	.	3	0,652,1750	91,178,174
chr1:180560731-180566202	chr1	180566202	180560731	2	0	2	297	5471	619	6787	6433	.	.	.	.	4	0,1210,3525,5296	142,142,160,175
chr12:111186245-111209972	chr12	111209972	111186245	2	2	3	296	23727	698	52703	5027	.	.	.	.	5	0,17750,19217,22631,23559	111,260,53,106,168
chr12:4987387-4995022	chr12	4995022	4987387	2	0	2	297	7635	689	19465	5496	.	.	.	.	6	0,2268,2704,4584,5767,7518	152,51,155,104,110,117
chr12:55784996-55786354	chr12	55786354	55784996	2	0	1	296	1358	400	3036	1864	.	.	.	.	2	0,1120	162,238
chr13:114058783-114104326	chr13	114104326	114058783	2	0	2	297	45543	415	21093	186913	.	.	.	.	3	0,11816,45334	145,61,209
chr14:123209152-123210697	chr14	123210697	123209152	2	1	0	297	1545	333	8354	4788	.	.	.	.	2	0,1429	217,116
chr14:54995896-54997202	chr14	54997202	54995896	1	0	1	296.5	1306	357	20773	21434	.	.	.	.	2	0,1101	152,205
chr14:58094067-58103098	chr14	58103098	58094067	2	0	1	298	9031	347	9547	8251	.	.	.	.	4	0,1017,1929,8910	121,34,71,121
chr1:52235324-52251525	chr1	52251525	52235324	2	1	2	298.5	16201	437	4877	957	.	.	.	.	6	0,577,3545,3689,11135,16037	51,68,60,34,60,164
chr1:59231048-59238350	chr1	59238350	59231048	2	0	1	297	7302	584	4022	3723	.	.	.	.	4	0,2143,4301,7130	163,67,182,172
chr1:63132444-63144918	chr1	63144918	63132444	2	0	3	297.5	12474	443	6886	4949	.	.	.	.	3	0,354,12370	247,92,104
chr17:32993415-32996501	chr17	32996501	32993415	2	1	0	297	3086	1757	.	9755	.	.	.	.	3	0,2715,2959	1568,62,127
chr17:40155354-40156523	chr17	40156523	40155354	0	0	2	293	1169	1169	.	.	.	.	.	.	1	0	1169
chr2:104596304-104610605	chr2	104610605	104596304	2	0	2	297	14301	1035	2995	6259	.	.	.	.	6	0,4083,10212,11359,12177,13975	98,139,219,135,118,326
chr2:50245037-50260981	chr2	50260981	50245037	2	1	0	296	15944	743	20366	35041	.	.	.	.	5	0,9039,12699,14920,15797	131,156,112,197,147
chr2:68877489-68901782	chr2	68901782	68877489	2	0	1	298	24293	382	44340	33564	.	.	.	.	4	0,3634,21483,24186	51,94,130,107
chr3:121801193-121801740	chr3	121801740	121801193	2	0	2	297	547	327	628	1734	.	.	.	.	2	0,409	189,138
chr3:85637566-85648681	chr3	85648681	85637566	2	2	0	296	11115	851	7708	1594	.	.	.	.	2	0,10891	627,224
chr4:140895024-140907843	chr4	140907843	140895024	2	0	2	296	12819	518	19533	13132	.	.	.	.	3	0,3110,12684	265,118,135
chr4:150553152-150561925	chr4	150561925	150553152	2	0	2	297	8773	309	29226	22534	.	.	.	.	3	0,1599,8668	106,98,105
chr4:155600088-155627650	chr4	155627650	155600088	2	0	4	299	27562	523	24050	8461	.	.	.	.	6	0,11781,18065,19726,24924,27399	49,98,40,108,65,163
chr4:8751324-8785763	chr4	8785763	8751324	2	1	2	296	34439	2247	59889	15560	.	.	.	.	2	0,34017	1825,422
chr5:25071077-25076657	chr5	25076657	25071077	2	0	3	298	5580	447	2191	2224	.	.	.	.	4	0,3051,4975,5414	94,148,39,166
chr6:115900224-115901434	chr6	115901434	115900224	0	0	1	298	1210	409	2811	942	.	.	.	.	3	0,612,1083	169,113,127
chr6:84106453-84129391	chr6	84129391	84106453	2	1	5	298	22938	1070	13249	4729	.	.	.	.	10	0,644,7746,10539,11185,12451,20203,20402,22412,22861	94,79,183,142,31,31,103,163,167,77
chr8:86602263-86648871	chr8	86648871	86602263	2	1	2	297	46608	638	555	538	.	.	.	.	6	0,2475,4076,20795,26242,46492	90,140,101,109,82,116
chr10:106881074-106889377	chr10	106889377	106881074	2	2	2	297	8303	466	21275	31290	.	.	.	.	3	0,4150,8114	141,136,189
chr10:17968593-17970656	chr10	17970656	17968593	2	0	1	297.75	2063	706	539	1273	.	.	.	.	5	0,324,933,1564,1999	197,155,126,164,64
chr1:105933745-105947635	chr1	105947635	105933745	2	3	0	300	13890	425	1838	1820	.	.	.	.	5	0,5686,9983,12203,13832	72,114,96,85,58
chr11:104241313-104269652	chr11	104269652	104241313	2	1	1	296.75	28339	719	6813	45095	.	.	.	.	5	0,6196,6993,18192,28197	166,194,117,100,142
chr11:116124212-116125349	chr11	116125349	116124212	1	1	1	298	1137	409	243	408	.	.	.	.	3	0,768,982	126,128,155
chr12:31674114-31680892	chr12	31680892	31674114	2	0	1	297	6778	389	6934	3369	.	.	.	.	3	0,2610,6677	136,152,101
chr12:84339058-84344976	chr12	84344976	84339058	2	1	2	297	5918	397	4264	4034	.	.	.	.	3	0,2932,5726	85,120,192
chr15:43371041-43377245	chr15	43377245	43371041	2	1	2	298.5	6204	447	10526	13547	.	.	.	.	5	0,216,3169,4054,6099	86,61,83,112,105
chr15:89126363-89130543	chr15	89130543	89126363	2	2	2	297	4180	368	11122	6678	.	.	.	.	3	0,1144,4097	129,156,83
chr16:43849042-43860521	chr16	43860521	43849042	2	0	2	298	11479	368	15641	291	.	.	.	.	4	0,1614,2300,11394	81,97,105,85
chr17:14052630-14080238	chr17	14080238	14052630	0	0	1	297	27608	1419	2235	1792	.	.	.	.	10	0,2869,13903,14065,16739,17199,18411,19947,22845,27504	70,120,63,207,147,96,267,145,200,104
chr17:40155323-40156478	chr17	40156478	40155323	0	0	1	289	1155	1155	.	.	.	.	.	.	1	0	1155
chr17:71743701-71755841	chr17	71755841	71743701	2	0	0	297	12140	829	5300	6758	.	.	.	.	6	0,4197,5169,7175,11806,12025	121,212,92,168,121,115
chr18:4379569-4380887	chr18	4380887	4379569	2	1	0	296	1318	407	3790	2297	.	.	.	.	2	0,1084	173,234
chr1:89532320-89562016	chr1	89562016	89532320	2	0	1	298	29696	513	22944	29366	.	.	.	.	5	0,4897,23162,25789,29561	59,89,87,143,135
chr19:34789678-34818509	chr19	34818509	34789678	2	0	2	297	28831	1148	.	36576	.	.	.	.	6	0,1413,8821,9434,14841,28478	110,127,125,178,255,353
chr1:94396477-94396764	chr1	94396764	94396477	0	0	3	294	287	287	.	.	.	.	.	.	1	0	287
chr2:59778431-59788836	chr2	59788836	59778431	2	3	3	297.5	10405	382	5056	1328	.	.	.	.	3	0,9542,10344	211,110,61
chr2:77549795-77551043	chr2	77551043	77549795	2	0	3	297	1248	484	215768	95852	.	.	.	.	2	0,1100	336,148
chr3:151833673-151843395	chr3	151843395	151833673	2	0	1	296.5	9722	367	615	3700	.	.	.	.	2	0,9536	181,186
chr6:108393771-108417648	chr6	108417648	108393771	2	1	5	297	23877	587	2856	30335	.	.	.	.	4	0,1078,21489,23686	149,113,134,191
chr6:84126657-84129391	chr6	84129391	84126657	2	0	3	298	2734	509	7722	4729	.	.	.	.	4	0,198,2208,2657	102,163,167,77
chr8:11835713-11850868	chr8	11850868	11835713	2	1	0	298	15155	484	3057	4332	.	.	.	.	4	0,5742,14746,15059	202,90,96,96
chr8:78071269-78111425	chr8	78111425	78071269	2	0	2	298	40156	605	33758	3857	.	.	.	.	7	0,1631,6973,13906,20445,38084,40110	160,107,60,89,76,67,46
chr9:25036168-25044568	chr9	25044568	25036168	2	0	1	296	8400	345	10928	17547	.	.	.	.	3	0,5663,8322	152,115,78
chr9:56164811-56168046	chr9	56168046	56164811	2	0	3	297	3235	3235	16182	57900	.	.	.	.	1	0	3235
chr9:59303634-59313138	chr9	59313138	59303634	2	1	2	297	9504	451	1360	2020	.	.	.	.	3	0,7016,9373	261,59,131
chr9:71422351-71463019	chr9	71463019	71422351	1	2	0	297	40668	784	9839	3110	.	.	.	.	7	0,9712,31599,33654,35109,37169,40515	101,85,107,81,130,127,153
chrX:150618220-150626151	chrX	150626151	150618220	2	0	2	296	7931	530	28363	7561	.	.	.	.	4	0,4831,5552,7778	69,100,208,153
chr1:160549703-160568501	chr1	160568501	160549703	2	0	2	297	18798	949	11919	51804	.	.	.	.	7	0,1898,11395,13414,16762,18618,18750	111,159,176,212,194,49,48
chr1:165178453-165185115	chr1	165185115	165178453	2	0	2	296	6662	702	4049	9899	.	.	.	.	4	0,587,1076,6544	397,70,117,118
chr11:69797017-69798435	chr11	69798435	69797017	0	0	0	298	1418	932	.	.	.	.	.	.	6	0,326,534,792,1072,1232	217,87,164,200,78,186
chr11:88060391-88061000	chr11	88061000	88060391	2	2	2	296	609	609	4585	7095	.	.	.	.	1	0	609
chr1:24653052-24653757	chr1	24653757	24653052	0	0	5	297	705	705	.	.	.	.	.	.	1	0	705
chr1:24653986-24654378	chr1	24654378	24653986	0	0	5	297	392	392	.	.	.	.	.	.	1	0	392
chr12:77411743-77412133	chr12	77412133	77411743	2	0	2	298	390	279	9529	28363	.	.	.	.	2	0,227	116,163
chr13:98912329-98926381	chr13	98926381	98912329	2	0	1	297	14052	599	11271	6419	.	.	.	.	5	0,1567,8954,13541,13910	97,100,106,154,142
chr14:61080657-61112756	chr14	61112756	61080657	2	0	3	296	32099	393	9113	28060	.	.	.	.	4	0,3175,28809,32025	75,121,123,74
chr14:73600401-73605867	chr14	73605867	73600401	2	1	0	297	5466	784	582	16236	.	.	.	.	5	0,1580,2790,3359,5337	183,152,112,208,129
chr15:74805117-74805324	chr15	74805324	74805117	0	0	4	294.5	207	207	.	.	.	.	.	.	1	0	207
chr15:80768408-80786913	chr15	80786913	80768408	2	0	1	297	18505	990	1104	10592	.	.	.	.	8	0,2751,3622,4811,10121,17676,18080,18312	176,76,47,138,127,133,100,193
chr17:40155273-40156249	chr17	40156249	40155273	0	0	2	288.5	976	976	.	.	.	.	.	.	1	0	976
chr17:80752859-80767476	chr17	80767476	80752859	2	2	2	298	14617	992	10407	19789	.	.	.	.	7	0,171,3827,6550,8325,9621,14491	99,112,145,211,166,133,126
chr18:36714121-36716812	chr18	36716812	36714121	2	0	2	297	2691	296	2293	5588	.	.	.	.	2	0,2543	148,148
chr19:56563190-56564716	chr19	56564716	56563190	2	1	2	297	1526	252	3886	11885	.	.	.	.	2	0,1396	122,130
chr19:7003660-7010017	chr19	7010017	7003660	2	1	2	297	6357	620	852	1513	.	.	.	.	5	0,2335,2609,2815,6188	97,122,104,128,169
chr2:155274736-155282705	chr2	155282705	155274736	2	0	2	297	7969	659	9876	8497	.	.	.	.	4	0,1116,5043,7871	123,157,281,98
chr2:33150490-33166247	chr2	33166247	33150490	2	2	2	298	15757	311	85929	8589	.	.	.	.	3	0,13082,15667	127,94,90
chr2:37530863-37537297	chr2	37537297	37530863	2	2	3	297	6434	558	5282	10327	.	.	.	.	3	0,4619,6264	166,222,170
chr3:68926508-68933318	chr3	68933318	68926508	2	1	2	297	6810	901	963	1507	.	.	.	.	5	0,2060,3050,4989,6648	151,166,235,187,162
chr4:103204121-103210848	chr4	103210848	103204121	2	1	4	295	6727	328	.	12321	103188577	103223169	1	1	3	0,918,6577	87,91,150
chr4:133875321-133883682	chr4	133883682	133875321	1	2	0	297	8361	1445	9081	439	.	.	.	.	6	0,598,4093,5798,6252,7666	155,154,187,119,135,695
chr4:8577955-8582493	chr4	8582493	8577955	2	1	2	297.5	4538	289	5361	2450	.	.	.	.	3	0,515,4426	83,94,112
chr4:86754617-86755813	chr4	86755813	86754617	2	0	1	297	1196	379	6713	2055	.	.	.	.	2	0,1000	183,196
chr5:150393142-150395075	chr5	150395075	150393142	2	1	2	297	1933	357	2730	2501	.	.	.	.	2	0,1743	167,190
chr5:24331820-24333102	chr5	24333102	24331820	2	0	1	299	1282	323	25499	6859	.	.	.	.	3	0,846,1157	103,95,125
chr5:28563272-28567232	chr5	28567232	28563272	2	0	2	293	3960	498	5630	6020	.	.	.	.	2	0,3671	209,289
chr5:66520061-66549678	chr5	66549678	66520061	2	0	1	289	29617	488	39110	7740	.	.	.	.	5	0,2255,28908,29053,29554	128,148,62,87,63
chr6:146272751-146277680	chr6	146277680	146272751	2	2	0	298	4929	857	11765	3162	.	.	.	.	5	0,1840,3110,4538,4809	151,146,253,187,120
chr6:31409874-31436002	chr6	31436002	31409874	0	0	2	297	26128	452	1689	9063	.	.	.	.	4	0,16556,18579,26015	193,79,67,113
chr6:3516622-3524175	chr6	3524175	3516622	2	1	4	298	7553	562	11684	7982	.	.	.	.	7	0,1166,2594,3584,5633,6060,7470	123,73,55,72,119,37,83
chr6:65846165-65863162	chr6	65863162	65846165	2	0	3	297	16997	595	6186	1749	.	.	.	.	5	0,1130,11867,14341,16903	85,159,95,162,94
chr6:85233325-85246945	chr6	85246945	85233325	2	2	3	298	13620	270	19387	17086	.	.	.	.	4	0,11528,12754,13566	91,67,58,54
chr7:127124465-127125077	chr7	127125077	127124465	2	2	2	296	612	498	3163	2490	.	.	.	.	2	0,337	223,275
chr7:132361118-132381114	chr7	132381114	132361118	2	1	3	296	19996	1082	43386	23121	.	.	.	.	3	0,12188,19746	779,53,250
chr8:106612720-106617049	chr8	106617049	106612720	2	0	0	298	4329	2393	115	104	.	.	.	.	17	0,230,661,865,1029,1212,1417,1693,1865,2032,2299,2510,3015,3536,3730,3972,4151	148,106,111,85,97,104,182,74,93,189,132,158,438,106,154,38,178
chr8:79818462-79863292	chr8	79863292	79818462	2	0	2	296	44830	638	15294	39169	.	.	.	.	4	0,26341,28649,44726	234,241,59,104
