circID	Cons_coords	seqnames	start	end	width	Ntools	CIRI2	Terrace	circExplorer2	find_circ	starchip
cRNA_1907	chr6:23107139-23122736	chr6	23107139	23122736	15598	5	chr6:23107139-23122736	chr6:23107139-23122736	chr6:23107139-23122736	chr6:23107139-23122736	chr6:23107139-23122736
cRNA_1908	chr6:85233325-85246945	chr6	85233325	85246945	13621	3	chr6:85233325-85246945	NA	chr6:85233325-85246945	NA	chr6:85233325-85246945
cRNA_1909	chr6:85324762-85325973	chr6	85324762	85325973	1212	3	chr6:85324762-85325973	NA	chr6:85324762-85325973	NA	chr6:85324762-85325973
cRNA_1910	chr6:119801347-119802780	chr6	119801347	119802780	1434	3	chr6:119801347-119802780	NA	chr6:119801347-119802780	NA	chr6:119801347-119802780
cRNA_1911	chr6:140489446-140501796	chr6	140489446	140501796	12351	3	chr6:140489446-140501796	NA	chr6:140489446-140501796	NA	chr6:140489446-140501796
cRNA_1912	chr6:146272751-146277680	chr6	146272751	146277680	4930	4	chr6:146272751-146277680	NA	chr6:146272751-146277680	chr6:146272751-146277680	chr6:146272751-146277680
cRNA_1913	chr5:8959102-8960743	chr5	8959102	8960743	1642	4	chr5:8959102-8960743	NA	chr5:8959102-8960743	chr5:8959102-8960743	chr5:8959102-8960743
cRNA_1914	chr5:23751978-23770263	chr5	23751978	23770263	18286	4	chr5:23751978-23770263	NA	chr5:23751978-23770263	chr5:23751978-23770263	chr5:23751978-23770263
cRNA_1915	chr5:52964299-52965702	chr5	52964299	52965702	1404	3	chr5:52964299-52965702	NA	chr5:52964299-52965702	NA	chr5:52964299-52965702
cRNA_1916	chr5:129894758-129898367	chr5	129894758	129898367	3610	3	chr5:129894758-129898367	NA	chr5:129894758-129898367	NA	chr5:129894758-129898367
cRNA_1917	chr4:72075700-72089007	chr4	72075700	72089007	13308	3	chr4:72075700-72089007	NA	chr4:72075700-72089007	NA	chr4:72075700-72089007
cRNA_1918	chr4:108940286-108948896	chr4	108940286	108948896	8611	3	chr4:108940286-108948896	NA	chr4:108940286-108948896	NA	chr4:108940286-108948896
cRNA_1919	chr4:124575986-124577648	chr4	124575986	124577648	1663	3	chr4:124575986-124577648	NA	chr4:124575986-124577648	NA	chr4:124575986-124577648
cRNA_1920	chr3:14610556-14624451	chr3	14610556	14624451	13896	4	chr3:14610556-14624451	NA	chr3:14610556-14624451	chr3:14610556-14624451	chr3:14610556-14624451
cRNA_1921	chr3:94431493-94438696	chr3	94431493	94438696	7204	2	NA	NA	chr3:94431493-94438696	NA	chr3:94431493-94438696
cRNA_1922	chr3:98198203-98198657	chr3	98198203	98198657	455	4	chr3:98198203-98198657	NA	chr3:98198203-98198657	chr3:98198203-98198657	chr3:98198203-98198657
cRNA_1923	chr2:5928680-5937353	chr2	5928680	5937353	8674	3	chr2:5928680-5937353	NA	chr2:5928680-5937353	NA	chr2:5928680-5937353
cRNA_1924	chr2:29804746-29812383	chr2	29804746	29812383	7638	3	chr2:29804746-29812383	NA	chr2:29804746-29812383	NA	chr2:29804746-29812383
cRNA_1925	chr2:31073592-31078825	chr2	31073592	31078825	5234	3	chr2:31073592-31078825	NA	chr2:31073592-31078825	NA	chr2:31073592-31078825
cRNA_1926	chr2:71337129-71342512	chr2	71337129	71342512	5384	3	chr2:71337129-71342512	NA	chr2:71337129-71342512	NA	chr2:71337129-71342512
cRNA_1927	chr2:104486034-104491059	chr2	104486034	104491059	5026	4	chr2:104486034-104491059	NA	chr2:104486034-104491059	chr2:104486034-104491059	chr2:104486034-104491059
cRNA_1928	chr2:130554180-130555423	chr2	130554180	130555423	1244	3	chr2:130554180-130555423	NA	chr2:130554180-130555423	NA	chr2:130554180-130555423
cRNA_1929	chr1:7190418-7217963	chr1	7190418	7217963	27546	3	chr1:7190418-7217963	NA	chr1:7190418-7217963	NA	chr1:7190418-7217963
cRNA_1930	chr1:82433444-82434616	chr1	82433444	82434616	1173	4	chr1:82433444-82434616	NA	chr1:82433444-82434616	chr1:82433444-82434616	chr1:82433444-82434616
cRNA_1931	chr1:84771246-84792690	chr1	84771246	84792690	21445	3	chr1:84771246-84792690	NA	chr1:84771246-84792690	NA	chr1:84771246-84792690
cRNA_1932	chr1:105933745-105947635	chr1	105933745	105947635	13891	3	chr1:105933745-105947635	NA	chr1:105933745-105947635	NA	chr1:105933745-105947635
cRNA_1933	chr9:77682361-77686917	chr9	77682361	77686917	4557	4	chr9:77682361-77686917	NA	chr9:77682361-77686917	chr9:77682361-77686917	chr9:77682361-77686917
cRNA_1934	chr9:96464796-96493552	chr9	96464796	96493552	28757	3	chr9:96464796-96493552	NA	chr9:96464796-96493552	NA	chr9:96464796-96493552
cRNA_1935	chr8:35340182-35342462	chr8	35340182	35342462	2281	3	chr8:35340182-35342462	NA	chr8:35340182-35342462	NA	chr8:35340182-35342462
cRNA_1936	chr8:106612720-106617049	chr8	106612720	106617049	4330	4	chr8:106612720-106617049	NA	chr8:106612720-106617049	chr8:106612720-106617049	chr8:106612720-106617049
cRNA_1937	chr12:13440926-13443533	chr12	13440926	13443533	2608	2	NA	NA	chr12:13440926-13443533	NA	chr12:13440926-13443533
cRNA_1938	chr12:25044811-25047329	chr12	25044811	25047329	2519	4	chr12:25044811-25047329	NA	chr12:25044811-25047329	chr12:25044811-25047329	chr12:25044811-25047329
cRNA_1939	chr10:40342634-40345951	chr10	40342634	40345951	3318	3	chr10:40342634-40345951	NA	chr10:40342634-40345951	NA	chr10:40342634-40345951
cRNA_1940	chr15:91381596-91400697	chr15	91381596	91400697	19102	3	chr15:91381596-91400697	NA	chr15:91381596-91400697	NA	chr15:91381596-91400697
cRNA_1941	chr15:95762106-95818259	chr15	95762106	95818259	56154	3	chr15:95762106-95818259	NA	chr15:95762106-95818259	NA	chr15:95762106-95818259
cRNA_1942	chr5:100623548-100628180	chr5	100623548	100628180	4633	3	chr5:100623548-100628180	NA	chr5:100623548-100628180	NA	chr5:100623548-100628180
cRNA_1943	chr4:100265010-100269337	chr4	100265010	100269337	4328	3	chr4:100265010-100269337	NA	chr4:100265010-100269337	NA	chr4:100265010-100269337
cRNA_1944	chr3:86439392-86450018	chr3	86439392	86450018	10627	4	chr3:86439392-86450018	NA	chr3:86439392-86450018	chr3:86439392-86450018	chr3:86439392-86450018
cRNA_1945	chr2:29802581-29812383	chr2	29802581	29812383	9803	4	chr2:29802581-29812383	NA	chr2:29802581-29812383	chr2:29802581-29812383	chr2:29802581-29812383
cRNA_1946	chr2:76677732-76682481	chr2	76677732	76682481	4750	3	chr2:76677732-76682481	NA	chr2:76677732-76682481	NA	chr2:76677732-76682481
cRNA_1947	chr2:76692456-76692771	chr2	76692456	76692771	316	4	chr2:76692456-76692771	NA	chr2:76692456-76692771	chr2:76692456-76692771	chr2:76692456-76692771
cRNA_1948	chr2:119232811-119243108	chr2	119232811	119243108	10298	3	chr2:119232811-119243108	NA	chr2:119232811-119243108	NA	chr2:119232811-119243108
cRNA_1949	chr2:156106201-156109462	chr2	156106201	156109462	3262	2	NA	NA	chr2:156106201-156109462	NA	chr2:156106201-156109462
cRNA_1950	chr1:162181089-162183078	chr1	162181089	162183078	1990	3	chr1:162181089-162183078	NA	chr1:162181089-162183078	NA	chr1:162181089-162183078
cRNA_1951	chr9:24385070-24397025	chr9	24385070	24397025	11956	3	chr9:24385070-24397025	NA	chr9:24385070-24397025	NA	chr9:24385070-24397025
cRNA_1952	chr8:86672681-86697626	chr8	86672681	86697626	24946	3	chr8:86672681-86697626	NA	chr8:86672681-86697626	NA	chr8:86672681-86697626
cRNA_1953	chr13:97278435-97286921	chr13	97278435	97286921	8487	3	chr13:97278435-97286921	NA	chr13:97278435-97286921	NA	chr13:97278435-97286921
cRNA_1954	chr12:65023469-65043819	chr12	65023469	65043819	20351	3	chr12:65023469-65043819	NA	chr12:65023469-65043819	NA	chr12:65023469-65043819
cRNA_1955	chr12:78390126-78459207	chr12	78390126	78459207	69082	3	chr12:78390126-78459207	NA	chr12:78390126-78459207	NA	chr12:78390126-78459207
cRNA_1956	chr17:88316022-88323140	chr17	88316022	88323140	7119	3	chr17:88316022-88323140	NA	chr17:88316022-88323140	NA	chr17:88316022-88323140
cRNA_1957	chr16:4989725-4991030	chr16	4989725	4991030	1306	4	chr16:4989725-4991030	NA	chr16:4989725-4991030	chr16:4989725-4991030	chr16:4989725-4991030
cRNA_1958	chr16:43818089-43860521	chr16	43818089	43860521	42433	4	chr16:43818089-43860521	NA	chr16:43818089-43860521	chr16:43818089-43860521	chr16:43818089-43860521
cRNA_1959	chr14:73601982-73605867	chr14	73601982	73605867	3886	4	chr14:73601982-73605867	NA	chr14:73601982-73605867	chr14:73601982-73605867	chr14:73601982-73605867
cRNA_1960	chr19:23040704-23041807	chr19	23040704	23041807	1104	4	chr19:23040704-23041807	NA	chr19:23040704-23041807	chr19:23040704-23041807	chr19:23040704-23041807
cRNA_1961	chr6:38044672-38055893	chr6	38044672	38055893	11222	4	chr6:38044672-38055893	NA	chr6:38044672-38055893	chr6:38044672-38055893	chr6:38044672-38055893
cRNA_1962	chr6:87881070-87882249	chr6	87881070	87882249	1180	3	chr6:87881070-87882249	NA	chr6:87881070-87882249	NA	chr6:87881070-87882249
cRNA_1963	chr5:32635410-32645049	chr5	32635410	32645049	9640	4	chr5:32635410-32645049	NA	chr5:32635410-32645049	chr5:32635410-32645049	chr5:32635410-32645049
cRNA_1964	chr5:35998625-36006913	chr5	35998625	36006913	8289	3	chr5:35998625-36006913	NA	chr5:35998625-36006913	NA	chr5:35998625-36006913
cRNA_1965	chr5:66520061-66557624	chr5	66520061	66557624	37564	4	chr5:66520061-66557624	NA	chr5:66520061-66557624	chr5:66520061-66557624	chr5:66520061-66557624
cRNA_1966	chr5:103649233-103649778	chr5	103649233	103649778	546	4	chr5:103649233-103649778	NA	chr5:103649233-103649778	chr5:103649233-103649778	chr5:103649233-103649778
cRNA_1967	chr4:133875321-133876072	chr4	133875321	133876072	752	4	chr4:133875321-133876072	NA	chr4:133875321-133876072	chr4:133875321-133876072	chr4:133875321-133876072
cRNA_1968	chr2:18127056-18151683	chr2	18127056	18151683	24628	3	chr2:18127056-18151683	NA	chr2:18127056-18151683	NA	chr2:18127056-18151683
cRNA_1969	chr2:18289434-18321811	chr2	18289434	18321811	32378	3	chr2:18289434-18321811	NA	chr2:18289434-18321811	NA	chr2:18289434-18321811
cRNA_1970	chr2:76677732-76678986	chr2	76677732	76678986	1255	4	chr2:76677732-76678986	NA	chr2:76677732-76678986	chr2:76677732-76678986	chr2:76677732-76678986
cRNA_1971	chr9:66937025-66938310	chr9	66937025	66938310	1286	2	NA	NA	chr9:66937025-66938310	NA	chr9:66937025-66938310
cRNA_1972	chrY:1102765-1158634	chrY	1102765	1158634	55870	3	chrY:1102765-1158634	NA	chrY:1102765-1158634	NA	chrY:1102765-1158634
cRNA_1973	chr10:53853119-53906890	chr10	53853119	53906890	53772	3	chr10:53853119-53906890	NA	chr10:53853119-53906890	NA	chr10:53853119-53906890
cRNA_1974	chr10:75080913-75097791	chr10	75080913	75097791	16879	4	chr10:75080913-75097791	NA	chr10:75080913-75097791	chr10:75080913-75097791	chr10:75080913-75097791
cRNA_1975	chr10:89608449-89630486	chr10	89608449	89630486	22038	3	chr10:89608449-89630486	NA	chr10:89608449-89630486	NA	chr10:89608449-89630486
cRNA_1976	chr10:102972968-102982154	chr10	102972968	102982154	9187	3	chr10:102972968-102982154	NA	chr10:102972968-102982154	NA	chr10:102972968-102982154
cRNA_1977	chr14:87694470-87712276	chr14	87694470	87712276	17807	3	chr14:87694470-87712276	NA	chr14:87694470-87712276	NA	chr14:87694470-87712276
cRNA_1978	chr19:32200909-32329423	chr19	32200909	32329423	128515	2	chr19:32200909-32329423	NA	chr19:32200909-32329423	NA	NA
cRNA_1979	chr7:86963272-86988225	chr7	86963272	86988225	24954	3	chr7:86963272-86988225	NA	chr7:86963272-86988225	NA	chr7:86963272-86988225
cRNA_1980	chr2:145700361-145703094	chr2	145700361	145703094	2734	3	chr2:145700361-145703094	NA	chr2:145700361-145703094	NA	chr2:145700361-145703094
cRNA_1981	chr9:71628878-71633364	chr9	71628878	71633364	4487	3	chr9:71628878-71633364	NA	chr9:71628878-71633364	NA	chr9:71628878-71633364
cRNA_1982	chr10:19760524-19770548	chr10	19760524	19770548	10025	3	chr10:19760524-19770548	NA	chr10:19760524-19770548	NA	chr10:19760524-19770548
cRNA_1983	chr17:14052630-14080238	chr17	14052630	14080238	27609	3	chr17:14052630-14080238	NA	chr17:14052630-14080238	NA	chr17:14052630-14080238
cRNA_1984	chr18:12817894-12831116	chr18	12817894	12831116	13223	3	chr18:12817894-12831116	NA	chr18:12817894-12831116	NA	chr18:12817894-12831116
cRNA_1985	chr3:118690743-118737984	chr3	118690743	118737984	47242	3	chr3:118690743-118737984	NA	chr3:118690743-118737984	NA	chr3:118690743-118737984
cRNA_1986	chr2:76684494-76686710	chr2	76684494	76686710	2217	3	chr2:76684494-76686710	NA	chr2:76684494-76686710	NA	chr2:76684494-76686710
cRNA_1987	chr3:129529451-129533690	chr3	129529451	129533690	4240	4	chr3:129529451-129533690	NA	chr3:129529451-129533690	chr3:129529451-129533690	chr3:129529451-129533690
cRNA_1988	chr5:123755399-123755885	chr5	123755399	123755885	487	4	chr5:123755399-123755885	NA	chr5:123755399-123755885	chr5:123755399-123755885	chr5:123755399-123755885
cRNA_1989	chr1:189885613-189894510	chr1	189885613	189894510	8898	3	chr1:189885613-189894510	NA	chr1:189885613-189894510	NA	chr1:189885613-189894510
cRNA_1990	chr9:32081386-32119561	chr9	32081386	32119561	38176	3	chr9:32081386-32119561	NA	chr9:32081386-32119561	NA	chr9:32081386-32119561
cRNA_1991	chr13:17819366-17847187	chr13	17819366	17847187	27822	3	chr13:17819366-17847187	NA	chr13:17819366-17847187	NA	chr13:17819366-17847187
cRNA_1992	chr11:117039972-117041564	chr11	117039972	117041564	1593	3	chr11:117039972-117041564	NA	chr11:117039972-117041564	NA	chr11:117039972-117041564
cRNA_1993	chr14:79576974-79578535	chr14	79576974	79578535	1562	4	chr14:79576974-79578535	NA	chr14:79576974-79578535	chr14:79576974-79578535	chr14:79576974-79578535
cRNA_1994	chr5:36676617-36729381	chr5	36676617	36729381	52765	3	chr5:36676617-36729381	NA	chr5:36676617-36729381	NA	chr5:36676617-36729381
cRNA_1995	chr14:59743714-59776654	chr14	59743714	59776654	32941	3	chr14:59743714-59776654	NA	chr14:59743714-59776654	NA	chr14:59743714-59776654
cRNA_1996	chr7:122847161-122859865	chr7	122847161	122859865	12705	2	NA	NA	chr7:122847161-122859865	NA	chr7:122847161-122859865
cRNA_1997	chr2:15637993-15651911	chr2	15637993	15651911	13919	3	chr2:15637993-15651911	NA	chr2:15637993-15651911	NA	chr2:15637993-15651911
cRNA_1998	chr1:192662654-192669190	chr1	192662654	192669190	6537	4	chr1:192662654-192669190	NA	chr1:192662654-192669190	chr1:192662654-192669190	chr1:192662654-192669190
cRNA_1999	chr16:38827496-38831734	chr16	38827496	38831734	4239	4	chr16:38827496-38831734	NA	chr16:38827496-38831734	chr16:38827496-38831734	chr16:38827496-38831734
cRNA_2000	chr4:137810204-137832747	chr4	137810204	137832747	22544	3	chr4:137810204-137832747	NA	chr4:137810204-137832747	NA	chr4:137810204-137832747
cRNA_2001	chr2:104560529-104560919	chr2	104560529	104560919	391	4	chr2:104560529-104560919	NA	chr2:104560529-104560919	chr2:104560529-104560919	chr2:104560529-104560919
cRNA_2002	chr1:36230610-36236716	chr1	36230610	36236716	6107	3	chr1:36230610-36236716	NA	chr1:36230610-36236716	NA	chr1:36230610-36236716
cRNA_2003	chr13:58178227-58181156	chr13	58178227	58181156	2930	3	chr13:58178227-58181156	NA	chr13:58178227-58181156	NA	chr13:58178227-58181156
cRNA_2004	chr10:33051765-33076218	chr10	33051765	33076218	24454	3	chr10:33051765-33076218	NA	chr10:33051765-33076218	NA	chr10:33051765-33076218
cRNA_2005	chr3:118575485-118604916	chr3	118575485	118604916	29432	3	chr3:118575485-118604916	NA	chr3:118575485-118604916	NA	chr3:118575485-118604916
cRNA_2006	chr16:33054793-33056778	chr16	33054793	33056778	1986	2	NA	NA	chr16:33054793-33056778	NA	chr16:33054793-33056778
cRNA_2007	chr3:141562110-141586277	chr3	141562110	141586277	24168	3	chr3:141562110-141586277	NA	chr3:141562110-141586277	NA	chr3:141562110-141586277
cRNA_2008	chr11:101261532-101265531	chr11	101261532	101265531	4000	3	chr11:101261532-101265531	NA	chr11:101261532-101265531	NA	chr11:101261532-101265531
cRNA_2009	chr19:28261052-28294813	chr19	28261052	28294813	33762	3	chr19:28261052-28294813	NA	chr19:28261052-28294813	NA	chr19:28261052-28294813
cRNA_2010	chr6:17487796-17513540	chr6	17487796	17513540	25745	3	chr6:17487796-17513540	NA	chr6:17487796-17513540	NA	chr6:17487796-17513540
cRNA_2011	chr2:26875435-26877121	chr2	26875435	26877121	1687	3	chr2:26875435-26877121	NA	chr2:26875435-26877121	NA	chr2:26875435-26877121
cRNA_2012	chr7:98628843-98653913	chr7	98628843	98653913	25071	4	chr7:98628843-98653913	NA	chr7:98628843-98653913	chr7:98628843-98653913	chr7:98628843-98653913
cRNA_2013	chr3:125708287-125709110	chr3	125708287	125709110	824	4	chr3:125708287-125709110	NA	chr3:125708287-125709110	chr3:125708287-125709110	chr3:125708287-125709110
cRNA_2014	chr2:43561371-43571523	chr2	43561371	43571523	10153	3	chr2:43561371-43571523	NA	chr2:43561371-43571523	NA	chr2:43561371-43571523
cRNA_2015	chr2:105114946-105128313	chr2	105114946	105128313	13368	4	chr2:105114946-105128313	NA	chr2:105114946-105128313	chr2:105114946-105128313	chr2:105114946-105128313
cRNA_2016	chr1:20444080-20451818	chr1	20444080	20451818	7739	4	chr1:20444080-20451818	NA	chr1:20444080-20451818	chr1:20444080-20451818	chr1:20444080-20451818
cRNA_2017	chr3:5306730-5310705	chr3	5306730	5310705	3976	3	chr3:5306730-5310705	NA	chr3:5306730-5310705	NA	chr3:5306730-5310705
cRNA_2018	chr2:126403457-126422923	chr2	126403457	126422923	19467	3	chr2:126403457-126422923	NA	chr2:126403457-126422923	NA	chr2:126403457-126422923
cRNA_2019	chr12:81361034-81362878	chr12	81361034	81362878	1845	4	chr12:81361034-81362878	NA	chr12:81361034-81362878	chr12:81361034-81362878	chr12:81361034-81362878
cRNA_2020	chr16:11532778-11556297	chr16	11532778	11556297	23520	3	chr16:11532778-11556297	NA	chr16:11532778-11556297	NA	chr16:11532778-11556297
cRNA_2021	chr5:137903792-137910214	chr5	137903792	137910214	6423	3	chr5:137903792-137910214	NA	chr5:137903792-137910214	NA	chr5:137903792-137910214
cRNA_2022	chr4:84309126-84332585	chr4	84309126	84332585	23460	3	chr4:84309126-84332585	NA	chr4:84309126-84332585	NA	chr4:84309126-84332585
cRNA_2023	chr1:20573166-20594489	chr1	20573166	20594489	21324	4	chr1:20573166-20594489	NA	chr1:20573166-20594489	chr1:20573166-20594489	chr1:20573166-20594489
cRNA_2024	chr13:55550481-55551152	chr13	55550481	55551152	672	3	chr13:55550481-55551152	NA	chr13:55550481-55551152	NA	chr13:55550481-55551152
cRNA_2025	chr16:22815773-22822789	chr16	22815773	22822789	7017	4	chr16:22815773-22822789	NA	chr16:22815773-22822789	chr16:22815773-22822789	chr16:22815773-22822789
cRNA_2026	chr15:9037144-9043933	chr15	9037144	9043933	6790	4	chr15:9037144-9043933	NA	chr15:9037144-9043933	chr15:9037144-9043933	chr15:9037144-9043933
cRNA_2027	chr15:57110835-57118651	chr15	57110835	57118651	7817	4	chr15:57110835-57118651	NA	chr15:57110835-57118651	chr15:57110835-57118651	chr15:57110835-57118651
cRNA_2028	chr7:86406146-86412250	chr7	86406146	86412250	6105	4	chr7:86406146-86412250	NA	chr7:86406146-86412250	chr7:86406146-86412250	chr7:86406146-86412250
cRNA_2029	chr6:38044672-38059937	chr6	38044672	38059937	15266	3	chr6:38044672-38059937	NA	chr6:38044672-38059937	NA	chr6:38044672-38059937
cRNA_2030	chr6:142091364-142106838	chr6	142091364	142106838	15475	3	chr6:142091364-142106838	NA	chr6:142091364-142106838	NA	chr6:142091364-142106838
cRNA_2031	chr5:90679351-90693378	chr5	90679351	90693378	14028	3	chr5:90679351-90693378	NA	chr5:90679351-90693378	NA	chr5:90679351-90693378
cRNA_2032	chr4:96204536-96228238	chr4	96204536	96228238	23703	4	chr4:96204536-96228238	NA	chr4:96204536-96228238	chr4:96204536-96228238	chr4:96204536-96228238
cRNA_2033	chr3:98470822-98471239	chr3	98470822	98471239	418	2	NA	NA	chr3:98470822-98471239	NA	chr3:98470822-98471239
cRNA_2034	chr2:69363797-69368405	chr2	69363797	69368405	4609	3	chr2:69363797-69368405	NA	chr2:69363797-69368405	NA	chr2:69363797-69368405
cRNA_2035	chr2:113194181-113196174	chr2	113194181	113196174	1994	4	chr2:113194181-113196174	NA	chr2:113194181-113196174	chr2:113194181-113196174	chr2:113194181-113196174
cRNA_2036	chr2:125011333-125032265	chr2	125011333	125032265	20933	4	chr2:125011333-125032265	NA	chr2:125011333-125032265	chr2:125011333-125032265	chr2:125011333-125032265
cRNA_2037	chr2:125036045-125067983	chr2	125036045	125067983	31939	4	chr2:125036045-125067983	NA	chr2:125036045-125067983	chr2:125036045-125067983	chr2:125036045-125067983
cRNA_2038	chr2:126409667-126422923	chr2	126409667	126422923	13257	3	chr2:126409667-126422923	NA	chr2:126409667-126422923	NA	chr2:126409667-126422923
cRNA_2039	chr1:20140602-20188171	chr1	20140602	20188171	47570	3	chr1:20140602-20188171	NA	chr1:20140602-20188171	NA	chr1:20140602-20188171
cRNA_2040	chr1:20151410-20174901	chr1	20151410	20174901	23492	3	chr1:20151410-20174901	NA	chr1:20151410-20174901	NA	chr1:20151410-20174901
cRNA_2041	chr1:20268242-20293196	chr1	20268242	20293196	24955	4	chr1:20268242-20293196	NA	chr1:20268242-20293196	chr1:20268242-20293196	chr1:20268242-20293196
cRNA_2042	chr1:20268242-20309662	chr1	20268242	20309662	41421	4	chr1:20268242-20309662	NA	chr1:20268242-20309662	chr1:20268242-20309662	chr1:20268242-20309662
cRNA_2043	chr1:20268242-20358485	chr1	20268242	20358485	90244	4	chr1:20268242-20358485	NA	chr1:20268242-20358485	chr1:20268242-20358485	chr1:20268242-20358485
cRNA_2044	chr1:20417435-20434455	chr1	20417435	20434455	17021	4	chr1:20417435-20434455	NA	chr1:20417435-20434455	chr1:20417435-20434455	chr1:20417435-20434455
cRNA_2045	chr1:20417435-20451818	chr1	20417435	20451818	34384	4	chr1:20417435-20451818	NA	chr1:20417435-20451818	chr1:20417435-20451818	chr1:20417435-20451818
cRNA_2046	chr1:20444080-20447724	chr1	20444080	20447724	3645	4	chr1:20444080-20447724	NA	chr1:20444080-20447724	chr1:20444080-20447724	chr1:20444080-20447724
cRNA_2047	chr1:20573166-20610668	chr1	20573166	20610668	37503	4	chr1:20573166-20610668	NA	chr1:20573166-20610668	chr1:20573166-20610668	chr1:20573166-20610668
cRNA_2048	chr1:20590378-20594489	chr1	20590378	20594489	4112	4	chr1:20590378-20594489	NA	chr1:20590378-20594489	chr1:20590378-20594489	chr1:20590378-20594489
cRNA_2049	chr1:20590378-20610668	chr1	20590378	20610668	20291	4	chr1:20590378-20610668	NA	chr1:20590378-20610668	chr1:20590378-20610668	chr1:20590378-20610668
cRNA_2050	chr1:20654284-20664192	chr1	20654284	20664192	9909	3	chr1:20654284-20664192	NA	chr1:20654284-20664192	NA	chr1:20654284-20664192
cRNA_2051	chr1:84889917-84907285	chr1	84889917	84907285	17369	4	chr1:84889917-84907285	NA	chr1:84889917-84907285	chr1:84889917-84907285	chr1:84889917-84907285
cRNA_2052	chr8:60969014-60988825	chr8	60969014	60988825	19812	3	chr8:60969014-60988825	NA	chr8:60969014-60988825	NA	chr8:60969014-60988825
cRNA_2053	chr17:43348486-43376124	chr17	43348486	43376124	27639	3	chr17:43348486-43376124	NA	chr17:43348486-43376124	NA	chr17:43348486-43376124
cRNA_2054	chr4:96195498-96228238	chr4	96195498	96228238	32741	3	chr4:96195498-96228238	NA	chr4:96195498-96228238	NA	chr4:96195498-96228238
cRNA_2055	chr4:96529509-96529685	chr4	96529509	96529685	177	2	NA	NA	chr4:96529509-96529685	NA	chr4:96529509-96529685
cRNA_2056	chr2:58661433-58670160	chr2	58661433	58670160	8728	4	chr2:58661433-58670160	NA	chr2:58661433-58670160	chr2:58661433-58670160	chr2:58661433-58670160
cRNA_2057	chr2:69322099-69326839	chr2	69322099	69326839	4741	4	chr2:69322099-69326839	NA	chr2:69322099-69326839	chr2:69322099-69326839	chr2:69322099-69326839
cRNA_2058	chr2:69340687-69341411	chr2	69340687	69341411	725	2	NA	NA	chr2:69340687-69341411	NA	chr2:69340687-69341411
cRNA_2059	chr1:84900575-84907285	chr1	84900575	84907285	6711	3	chr1:84900575-84907285	NA	chr1:84900575-84907285	NA	chr1:84900575-84907285
cRNA_2060	chr13:4557680-4564427	chr13	4557680	4564427	6748	4	chr13:4557680-4564427	NA	chr13:4557680-4564427	chr13:4557680-4564427	chr13:4557680-4564427
cRNA_2061	chr9:22479001-22490889	chr9	22479001	22490889	11889	4	chr9:22479001-22490889	NA	chr9:22479001-22490889	chr9:22479001-22490889	chr9:22479001-22490889
cRNA_2062	chr6:142391712-142396254	chr6	142391712	142396254	4543	3	chr6:142391712-142396254	NA	chr6:142391712-142396254	NA	chr6:142391712-142396254
cRNA_2063	chr7:25897843-25900657	chr7	25897843	25900657	2815	4	chr7:25897843-25900657	NA	chr7:25897843-25900657	chr7:25897843-25900657	chr7:25897843-25900657
cRNA_2064	chr7:126049277-126049722	chr7	126049277	126049722	446	4	chr7:126049277-126049722	NA	chr7:126049277-126049722	chr7:126049277-126049722	chr7:126049277-126049722
cRNA_2065	chr1:17161522-17162281	chr1	17161522	17162281	760	3	chr1:17161522-17162281	NA	chr1:17161522-17162281	NA	chr1:17161522-17162281
cRNA_2066	chr11:106229980-106236555	chr11	106229980	106236555	6576	4	chr11:106229980-106236555	NA	chr11:106229980-106236555	chr11:106229980-106236555	chr11:106229980-106236555
cRNA_2067	chr10:33109851-33134136	chr10	33109851	33134136	24286	3	chr10:33109851-33134136	NA	chr10:33109851-33134136	NA	chr10:33109851-33134136
cRNA_2068	chr10:108085296-108096897	chr10	108085296	108096897	11602	3	chr10:108085296-108096897	NA	chr10:108085296-108096897	NA	chr10:108085296-108096897
cRNA_2069	chr17:35996198-36001072	chr17	35996198	36001072	4875	4	chr17:35996198-36001072	NA	chr17:35996198-36001072	chr17:35996198-36001072	chr17:35996198-36001072
cRNA_2070	chr15:88985356-88986119	chr15	88985356	88986119	764	3	chr15:88985356-88986119	NA	chr15:88985356-88986119	NA	chr15:88985356-88986119
cRNA_2071	chr15:101096665-101100026	chr15	101096665	101100026	3362	4	chr15:101096665-101100026	NA	chr15:101096665-101100026	chr15:101096665-101100026	chr15:101096665-101100026
cRNA_2072	chr18:32557873-32565478	chr18	32557873	32565478	7606	4	chr18:32557873-32565478	NA	chr18:32557873-32565478	chr18:32557873-32565478	chr18:32557873-32565478
cRNA_2073	chr7:28735405-28740318	chr7	28735405	28740318	4914	5	chr7:28735405-28740318	chr7:28735405-28740318	chr7:28735405-28740318	chr7:28735405-28740318	chr7:28735405-28740318
cRNA_2074	chr7:28739813-28743354	chr7	28739813	28743354	3542	3	chr7:28739813-28743354	NA	chr7:28739813-28743354	NA	chr7:28739813-28743354
cRNA_2075	chr7:142058002-142058920	chr7	142058002	142058920	919	1	NA	NA	chr7:142058002-142058920	NA	NA
cRNA_2076	chr5:67141180-67143880	chr5	67141180	67143880	2701	4	chr5:67141180-67143880	NA	chr5:67141180-67143880	chr5:67141180-67143880	chr5:67141180-67143880
