chrom	start	end	ID	n_reads	strand	n_uniq	uniq_bridges	signal	strandmatch	category	Tube_1	Tube_10	Tube_100	Tube_101	Tube_102	Tube_103	Tube_104	Tube_105	Tube_106	Tube_107	Tube_108	Tube_109	Tube_11	Tube_110	Tube_111	Tube_112	Tube_113	Tube_114	Tube_12	Tube_13	Tube_14	Tube_15	Tube_16	Tube_17	Tube_18	Tube_19	Tube_2	Tube_20	Tube_21	Tube_22	Tube_23	Tube_24	Tube_25	Tube_26	Tube_27	Tube_28	Tube_29	Tube_3	Tube_30	Tube_31	Tube_32	Tube_33	Tube_34	Tube_35	Tube_36	Tube_37	Tube_38	Tube_39	Tube_4	Tube_40	Tube_41	Tube_42	Tube_43	Tube_44	Tube_45	Tube_46	Tube_47	Tube_48	Tube_49	Tube_5	Tube_50	Tube_51	Tube_52	Tube_53	Tube_54	Tube_55	Tube_56	Tube_57	Tube_58	Tube_59	Tube_6	Tube_60	Tube_61	Tube_62	Tube_63	Tube_64	Tube_65	Tube_66	Tube_67	Tube_68	Tube_69	Tube_7	Tube_70	Tube_71	Tube_72	Tube_73	Tube_74	Tube_75	Tube_76	Tube_77	Tube_78	Tube_79	Tube_8	Tube_80	Tube_81	Tube_82	Tube_83	Tube_84	Tube_85	Tube_86	Tube_87	Tube_88	Tube_89	Tube_9	Tube_90	Tube_91	Tube_92	Tube_93	Tube_94	Tube_95	Tube_96	Tube_97	Tube_98	Tube_99
chr18	39230682	39244953	chr18:39230682-39244953	309	+	198	30	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	2	0	13	17	6	10	5	30	11	9	7	1	9	8	9	14	12	3	0	1	2	0	2	0	2	3	1	5	2	6	5	1	6	6	1	3	5	0	3	0	0	0	4	0	0	3	0	5	0	5	0	2	0	0	3	0	0	7	1	2	0	1	1	1	0	1	0	2	0	1	2	1	0	0	0	0	0	0	0	0	4	0	1	3	3	0	0	0	0	1	0	1	0	0	2	0	3	5	0	5	0	2	5	1	1	2	0	0	6	0	0	0	2
chr18	39253171	39283171	chr18:39253171-39283171	413	+	269	29	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	1	21	8	6	16	29	24	8	21	7	4	6	14	8	11	13	2	2	0	4	2	2	0	3	8	5	5	8	4	2	6	5	2	2	0	6	2	6	5	4	6	5	1	6	5	1	4	5	7	0	0	2	4	2	0	9	3	1	2	0	3	0	2	4	0	1	1	0	1	1	0	2	3	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	2	0	0	2	2	9	2	1	3	1	8	2	2	3	2	0	1	0	1	1	1	0
chr18	44538276	44538827	chr18:44538276-44538827	183	+	121	9	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1	0	0	2	4	3	5	1	2	1	5	0	1	6	4	3	4	2	5	1	0	1	2	0	1	1	0	1	0	1	1	0	1	1	3	1	0	0	6	2	3	0	2	1	2	2	2	4	1	2	3	0	6	0	2	0	1	0	0	1	1	6	0	3	1	5	1	0	2	0	0	1	2	0	2	3	0	1	3	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	1	1	7	0	5	1	1	2	0	0	1	0	5	0	4	2	9	0	2	0
chr18	61273862	61274862	chr18:61273862-61274862	350	-	236	16	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	1	5	7	2	7	8	4	2	8	4	0	2	6	6	6	3	4	4	4	3	2	7	1	0	4	0	7	0	6	3	6	0	11	0	3	10	16	6	7	13	3	3	4	0	3	1	3	3	4	0	4	3	4	3	4	2	1	4	3	2	4	4	0	9	2	3	4	4	7	4	0	0	0	1	0	1	3	7	0	3	0	1	0	0	2	2	1	0	3	0	0	0	4	3	2	4	3	0	1	6	3	1	0	1	6	3	5	0	0	0	1	0
chr18	61972760	61990256	chr18:61972760-61990256	157	-	113	9	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	3	6	2	7	5	7	1	3	7	0	7	2	5	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	3	1	4	0	4	3	6	3	0	4	1	0	7	4	0	2	6	6	0	0	6	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	2	1	2	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18	64603752	64616528	chr18:64603752-64616528	184	-	114	13	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1	0	1	0	2	2	2	9	8	0	7	1	0	1	1	11	1	3	0	3	2	0	0	0	0	3	0	0	0	4	1	0	6	3	1	6	0	1	4	3	1	6	7	4	2	3	0	2	0	3	13	2	0	7	0	1	1	0	0	0	2	1	0	4	1	2	1	2	3	0	0	0	0	2	0	2	0	0	0	0	3	1	1	0	0	0	2	0	4	0	3	1	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	4	1	0	0	0	0
chr18	65771820	65789703	chr18:65771820-65789703	360	+	244	17	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	3	6	5	2	5	3	10	1	5	11	3	4	6	5	0	17	9	2	0	1	1	1	6	3	0	1	1	2	1	0	2	1	6	4	5	2	3	6	2	2	3	2	3	3	2	0	0	0	6	5	12	7	4	2	1	5	4	5	3	5	3	4	4	2	0	1	3	3	0	2	2	2	0	0	0	3	0	0	0	0	3	3	0	0	2	0	0	2	1	0	0	3	3	9	9	12	2	6	0	2	14	7	0	2	5	1	2	10	2	4	0	5	3
chr18	65784630	65789703	chr18:65784630-65789703	226	+	158	11	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	2	5	6	0	6	5	8	6	6	0	1	4	8	3	2	5	6	1	0	0	0	0	1	0	0	2	0	1	0	1	2	3	2	3	1	0	0	2	0	0	0	7	2	3	0	0	0	0	2	3	4	3	4	0	2	1	7	0	6	4	4	6	8	1	11	9	10	4	4	3	0	0	1	1	0	0	1	0	1	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	6	2	3	1	1	0	0	0
chr18	70713723	70726411	chr18:70713723-70726411	436	+	307	37	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	1	3	4	3	7	6	7	6	9	6	8	8	3	21	37	5	19	8	5	6	8	13	7	0	4	1	9	2	3	9	3	2	9	9	1	11	4	7	7	4	3	3	3	4	1	1	1	2	7	2	1	0	0	2	0	0	2	0	4	2	1	3	2	0	2	3	2	0	2	5	2	3	0	1	0	1	0	2	0	0	0	1	1	1	2	0	4	2	2	1	1	1	1	1	7	3	5	4	4	1	5	2	0	3	4	8	6	1	4	0	4	5	0
chr18	70713723	70727470	chr18:70713723-70727470	326	+	226	17	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	4	1	4	10	7	3	4	7	4	0	2	4	3	2	7	8	11	2	9	17	3	10	4	6	2	5	1	2	4	2	11	0	1	1	4	2	1	0	5	4	5	7	0	9	2	1	0	0	2	0	1	0	0	0	0	0	2	3	1	0	1	5	2	7	1	1	3	1	0	1	2	2	1	0	0	1	0	1	0	0	2	4	2	2	0	1	1	2	3	0	4	0	9	1	2	0	0	2	5	0	0	4	3	0	2	4	8	11	4	5	0	0	0	6
chr18	73808231	73811110	chr18:73808231-73811110	296	-	185	11	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	2	3	1	1	1	4	12	4	7	1	6	2	1	1	10	4	3	6	3	3	2	3	7	2	2	7	6	0	0	4	4	4	4	1	7	0	8	9	0	4	5	4	4	9	0	0	2	0	4	3	7	0	1	1	0	0	1	0	0	1	1	4	3	4	3	1	3	2	0	2	5	0	0	0	0	0	0	0	0	0	4	3	0	1	1	0	0	0	3	0	0	0	0	0	5	0	4	4	1	1	0	1	2	5	0	2	8	8	4	11	4	0	3	2
chr18	74710525	74713605	chr18:74710525-74713605	571	+	409	29	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	4	27	23	10	29	21	11	6	17	8	3	5	13	8	19	15	3	5	2	8	4	2	4	5	5	0	14	6	8	7	3	13	4	8	7	5	9	7	15	22	8	22	7	4	3	6	6	14	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	6	0	0	0	1	0	3	0	0	0	0	3	3	0	0	2	0	0	1	0	1	3	2	5	7	1	7	6	3	0	8	8	4	0	3	3	7	3	3	7	1	4	0	4
chr18	75213273	75215578	chr18:75213273-75215578	210	+	148	12	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	4	2	1	0	4	3	3	7	12	2	7	1	2	6	2	2	3	7	1	0	0	1	2	3	0	0	0	0	0	0	0	3	1	1	0	3	0	0	1	4	2	1	0	0	4	0	1	1	1	0	9	7	3	2	1	2	4	3	8	0	3	2	0	6	5	3	2	2	5	3	2	3	0	0	0	0	0	2	0	1	0	1	2	1	2	0	0	0	1	1	2	0	1	2	5	1	2	0	1	0	0	2	1	0	0	0	4	2	1	0	2	0	0	0
chr18	75247860	75259990	chr18:75247860-75259990	1069	+	707	27	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	4	8	16	11	4	9	24	20	4	5	7	7	5	13	16	9	7	10	8	12	2	2	10	5	8	5	1	9	16	9	9	12	11	11	4	5	9	13	12	10	4	11	14	1	5	9	11	2	5	15	18	17	22	21	14	13	23	27	2	8	8	20	11	19	10	12	4	10	19	6	10	7	9	10	5	11	5	2	4	2	8	2	2	8	8	9	0	12	5	7	13	7	8	9	20	13	0	7	4	17	15	27	4	7	11	14	4	7	10	7	9	5	2
chr18	79129765	79130395	chr18:79129765-79130395	2560	-	1697	168	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	5	4	55	17	20	9	20	13	9	8	15	9	25	4	19	9	16	18	27	48	10	8	14	12	7	17	3	7	40	48	92	94	55	46	72	36	44	3	52	104	80	111	59	170	83	49	36	33	3	20	11	10	9	12	6	11	19	5	10	8	15	8	15	17	14	17	10	13	12	5	7	8	5	3	2	1	2	0	0	0	3	3	1	2	1	2	2	4	2	1	0	0	12	1	39	12	32	5	42	8	37	37	31	3	10	36	41	8	47	34	27	15	26	23
chr18	80952806	80961093	chr18:80952806-80961093	282	-	182	12	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	2	0	3	0	3	4	3	2	1	2	3	3	2	6	6	12	10	5	9	2	9	4	2	3	7	2	4	1	0	4	2	3	2	4	2	2	4	1	2	3	3	6	7	3	7	4	3	1	1	7	1	6	1	0	2	2	1	6	1	1	2	0	7	0	1	4	1	0	0	2	1	0	1	2	1	0	0	0	1	0	1	0	2	0	1	0	1	0	0	0	2	2	0	1	2	8	0	4	3	1	1	0	7	5	3	4	1	3	2	0	0	1	2
chr18	82682962	82700412	chr18:82682962-82700412	382	-	270	13	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	2	1	3	13	1	12	9	5	6	7	6	0	3	1	10	6	8	1	4	0	2	3	0	1	4	0	2	6	2	3	0	1	7	2	9	8	0	3	4	3	7	1	5	3	1	3	3	4	2	3	8	7	2	3	3	2	1	8	4	3	2	8	6	11	1	1	3	2	11	3	2	1	3	0	3	0	1	2	0	6	3	2	0	6	3	0	3	4	2	1	6	1	3	4	2	3	1	6	0	2	3	0	1	2	5	0	6	3	5	1	2	0	5
chr18	82973648	82975574	chr18:82973648-82975574	899	+	595	30	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	19	4	9	3	0	3	1	3	3	0	1	1	11	4	5	1	5	10	17	6	6	0	16	10	4	1	15	4	6	9	8	6	14	9	9	1	4	15	5	8	19	13	3	10	2	9	2	1	8	4	8	18	7	8	13	30	24	7	9	18	21	14	8	18	7	15	15	8	7	6	13	3	12	6	4	7	8	9	6	8	3	4	3	7	12	8	4	3	1	3	2	2	8	6	7	5	12	15	6	0	6	4	5	13	24	10	16	14	12	6	3	3	1	7
chr18	84570994	84581171	chr18:84570994-84581171	171	-	120	12	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	1	2	4	0	1	1	0	1	2	0	0	1	1	0	0	3	0	2	2	0	0	0	1	0	2	0	5	1	3	7	12	0	4	2	4	1	0	3	5	8	7	5	2	2	7	3	6	0	2	0	0	1	0	0	1	0	3	0	1	1	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	4	0	0	2	3	1	0	3	1	1	0	0	2	0	0	2	1	0	2	0	1	6	2	0	2	1	2	0	2	1	3	0	2	0	0	0	0	1
chr19	4370179	4371084	chr19:4370179-4371084	354	-	242	13	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	12	4	8	6	3	4	12	6	1	3	11	3	9	13	2	2	0	0	2	1	0	0	1	4	3	3	4	1	2	6	5	1	1	2	5	6	1	6	3	5	1	1	1	5	3	1	6	5	7	5	2	5	6	4	10	0	9	10	10	7	2	6	4	6	6	2	1	9	3	7	0	0	1	0	0	2	0	0	1	0	4	2	4	2	0	3	2	2	0	8	1	1	2	2	2	0	0	0	1	0	0	0	0	1	3	3	0	1	1	0
chr19	4370395	4370925	chr19:4370395-4370925	274	-	182	12	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	8	3	6	3	1	4	7	2	1	1	6	1	10	8	0	2	0	0	3	1	1	0	1	2	3	2	4	1	2	10	3	2	3	0	6	6	0	5	6	6	0	1	0	3	2	2	4	4	1	4	0	4	5	6	12	1	6	8	5	9	3	5	2	5	3	4	1	4	2	7	0	0	0	0	1	2	2	0	1	0	2	0	4	0	0	3	0	2	0	8	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
chr19	4392874	4444920	chr19:4392874-4444920	200	-	143	11	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	1	5	3	8	1	3	2	2	0	0	10	3	2	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	3	2	3	3	0	6	2	3	3	8	5	7	6	1	3	2	0	0	4	5	1	0	5	0	0	0	7	1	0	2	1	1	4	1	0	4	0	0	1	0	0	4	3	0	2	0	0	3	2	5	1	2	11	2	2	5	0	1	0	2	1	0	1	0	0	0	1	2	1	0	0	0	0	1	0	2	1	0	0	0	2	0	2
chr19	4834751	4835595	chr19:4834751-4835595	748	-	508	20	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	2	2	1	10	0	3	6	14	4	6	2	3	4	16	1	15	4	4	10	9	6	2	4	2	0	3	1	5	5	11	16	17	12	20	15	2	8	5	16	14	7	10	17	12	4	10	0	6	2	4	8	11	15	16	17	20	13	5	18	2	17	11	8	9	9	11	10	14	8	17	3	14	11	4	11	2	1	6	4	3	3	5	0	4	2	7	5	2	3	0	2	0	5	6	3	1	2	1	5	0	1	7	1	7	4	3	1	0	11	3	1	1	1	1
chr19	4837388	4844037	chr19:4837388-4844037	521	-	388	16	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	2	2	9	8	0	2	2	0	3	0	1	0	8	0	4	1	7	3	6	6	4	2	2	4	7	3	6	5	0	4	1	7	10	4	12	9	3	2	6	17	6	11	1	8	5	5	7	4	5	9	5	1	2	2	2	3	8	4	0	8	2	3	7	10	4	6	6	8	4	5	3	4	1	2	1	2	3	5	3	0	7	4	0	6	7	0	2	3	6	0	5	3	9	0	9	7	9	3	12	1	10	4	2	8	6	5	3	12	3	4	2	5	10	7
chr19	16687634	16703057	chr19:16687634-16703057	171	-	124	10	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	1	1	1	1	1	3	0	1	1	0	2	0	3	1	2	0	0	0	2	0	1	2	0	2	2	1	1	0	5	1	6	4	0	4	4	6	8	3	6	4	1	10	1	3	4	1	1	0	2	3	5	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	2	1	8	0	0	2	0	0	0	3	0	0	0	1	2	0	0	1	0	0	0	0	2	2	0	1	0	0	4	4	3	2	0	0	1	4	0	9	0	0	0	0
chr19	21655716	21661669	chr19:21655716-21661669	357	+	257	14	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2	1	4	5	6	2	0	2	2	4	0	4	3	2	1	7	3	1	5	8	4	5	4	8	2	6	0	4	3	8	4	7	3	4	5	5	8	14	5	5	1	11	8	4	5	3	3	4	0	4	1	3	2	3	0	7	2	4	3	7	2	1	1	0	0	2	0	2	4	0	3	1	0	1	2	2	3	2	1	3	0	4	0	1	0	1	0	1	5	2	0	2	7	5	1	5	7	6	3	1	8	2	3	0	3	4	3	1	6	2	0	1	1	1
chr19	24323600	24337515	chr19:24323600-24337515	1696	-	1053	85	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	7	23	19	25	33	24	16	25	45	12	26	22	32	8	33	46	40	37	91	32	31	39	75	34	17	65	20	14	4	5	6	15	10	4	2	3	7	46	6	8	4	9	9	6	6	5	8	6	32	1	0	0	0	0	1	0	0	0	1	18	0	0	2	2	3	1	0	0	1	2	56	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	34	0	35	14	30	38	33	3	39	23	15	16	23	28	30	33	22	31	11	10	15	16
chr19	25386449	25389128	chr19:25386449-25389128	374	+	268	20	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	5	1	0	0	0	0	1	0	0	4	0	7	0	0	0	0	0	1	10	1	1	4	5	0	4	4	0	4	2	6	8	3	2	1	8	1	3	8	8	11	5	5	20	7	5	3	3	1	10	0	0	0	6	2	0	2	0	1	6	1	0	3	1	0	0	3	0	0	4	10	1	3	1	5	6	9	7	8	3	3	1	2	3	9	0	1	0	5	11	2	6	1	6	7	1	3	6	8	0	10	4	2	2	2	1	2	4	4	3	5	1	0	5
chr19	28508272	28509386	chr19:28508272-28509386	1238	-	672	84	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	4	6	0	2	0	3	2	0	4	0	1	3	1	0	1	0	4	11	1	0	0	0	0	0	0	2	31	34	47	54	70	54	58	43	49	1	47	42	60	43	37	86	46	45	34	43	0	66	6	2	4	1	0	8	2	5	3	2	5	4	0	0	3	1	3	2	0	5	2	0	2	0	1	0	1	0	0	0	5	0	1	3	2	2	0	5	0	1	0	0	1	0	14	0	12	2	7	0	14	10	12	0	1	12	11	1	7	5	5	2	3	3
chr19	28508272	28517808	chr19:28508272-28517808	1260	-	796	82	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	4	6	1	0	0	2	1	3	0	4	2	3	1	2	2	3	0	6	4	0	0	2	2	0	0	1	0	43	39	51	61	76	56	83	37	48	1	48	55	67	73	41	77	40	53	54	56	1	38	2	3	2	2	1	1	0	2	5	1	9	0	1	0	1	1	2	0	2	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	1	0	1	1	1	2	0	0	0	0	4	3	7	0	5	5	3	6	5	0	0	3	2	1	1	3	9	1	7	1
chr19	28643152	28643636	chr19:28643152-28643636	145	-	109	13	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	4	9	6	8	5	9	5	4	0	7	6	4	14	5	7	0	5	5	2	0	4	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	3	3	0	1	1	0	0	0	3
chr19	29730999	29732417	chr19:29730999-29732417	329	-	236	12	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	4	4	2	0	2	1	0	5	0	1	2	1	0	0	2	0	8	1	2	1	1	1	4	2	4	9	5	1	0	2	8	12	10	4	4	2	3	6	5	2	0	1	2	4	0	2	1	5	11	0	3	1	3	0	4	1	3	0	6	8	2	0	1	0	0	0	0	0	0	0	5	2	2	3	1	3	5	0	6	2	0	3	2	0	0	2	4	3	0	1	1	1	2	2	11	7	11	2	10	2	12	9	5	2	13	3	2	4	2	2	0	1	2	0
chr19	29730999	29763849	chr19:29730999-29763849	479	-	352	15	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1	4	6	11	1	3	4	2	7	4	3	3	6	3	5	6	6	5	2	4	4	1	1	4	0	15	3	14	7	4	10	3	0	4	15	2	3	8	15	3	9	2	1	7	1	3	3	6	6	10	10	0	5	4	2	1	2	2	3	5	3	0	3	4	6	3	2	2	1	1	14	4	0	1	2	1	1	0	3	4	1	6	0	4	0	0	1	5	1	0	0	1	1	0	2	12	13	5	7	1	6	6	13	4	4	9	9	2	10	6	2	2	4	3
chr19	34789677	34818509	chr19:34789677-34818509	202	-	137	13	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	2	9	3	3	7	9	6	1	3	4	0	0	6	6	5	8	0	0	0	0	3	0	0	0	0	0	4	10	2	2	4	2	1	1	3	0	1	8	13	9	1	6	6	8	3	5	1	7	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	4	0	2	0	0	0	1	0	0	2
chr19	34818156	34818509	chr19:34818156-34818509	876	-	566	44	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	4	4	30	30	13	29	44	36	21	20	9	3	15	22	25	16	17	7	14	2	7	10	8	0	3	2	0	12	14	10	10	24	17	9	15	9	2	13	11	21	13	16	21	17	9	12	15	1	6	5	6	2	0	2	8	3	1	5	3	3	4	8	2	4	3	3	2	1	2	2	3	0	3	4	2	1	3	4	4	2	1	0	0	3	0	1	3	7	3	2	1	5	4	6	1	7	4	4	0	6	6	1	2	3	4	4	5	10	9	2	3	2	4
chr19	36933770	36950418	chr19:36933770-36950418	158	+	108	11	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	0	0	0	2	3	6	3	9	9	3	3	4	0	7	1	3	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	4	5	3	2	5	1	3	1	3	1	7	4	1	2	6	10	11	0	6	7	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr19	37021921	37045691	chr19:37021921-37045691	1134	-	671	71	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	42	67	29	41	54	43	45	73	34	0	45	59	39	61	61	0	0	0	1	0	0	0	0	0	0	14	8	11	11	18	5	20	21	10	0	12	5	11	15	6	11	12	15	16	10	0	25	6	3	11	6	5	7	5	4	7	0	4	10	22	13	24	18	7	5	3	4	0	8	0	0	6	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19	37045572	37065987	chr19:37045572-37065987	159	-	116	10	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	0	5	7	1	7	10	5	2	6	3	0	4	6	7	10	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	5	1	0	3	0	3	1	1	4	2	2	2	3	0	3	0	0	2	4	0	0	5	0	1	0	0	5	2	0	4	3	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
chr19	37302546	37308011	chr19:37302546-37308011	434	-	318	17	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	0	0	5	1	4	0	8	3	3	0	5	8	2	12	3	6	5	11	7	3	5	1	5	3	1	3	2	7	2	2	1	4	4	1	5	1	8	0	2	7	2	4	0	7	3	8	4	5	0	6	6	7	1	1	5	2	2	3	2	3	7	17	4	12	17	9	8	6	4	6	3	8	1	0	1	2	2	0	1	3	2	4	1	2	9	9	3	4	6	3	2	5	1	8	1	2	4	2	3	0	1	0	5	3	3	2	3	3	2	4	1	1	3	0
