circID	Cons_coords	type	gene_id	gene_type	gene_name	Change	circAtlas	circBase	circPedia	NtissuesDE	Tissues	medianLFC	medianPadj	medianBMean
cRNA_1634	chr15:37973147-37989896	JNC-JNC	ENSMUSG00000037487.8	protein_coding	Ubr5	DOWN	mmu-Ubr5_0062	NA	MMU_CIRCpedia_216940	1	Muscle	-1.6553519971398043	0.0013396246533050173	6.844026807511357
cRNA_1639	chr15:73263608-73266593	JNC-JNC	ENSMUSG00000022607.19	protein_coding	Ptk2	DOWN	mmu-Ptk2_0057	mm9_circ_004905	MMU_CIRCpedia_28409	1	Muscle	-1.5930721147626812	0.00769827033546396	5.345104385786682
cRNA_1646	chr14:31340929-31344931	JNC-JNC	ENSMUSG00000021884.19	protein_coding	Hacl1	UP	mmu-Hacl1_0002	NA	MMU_CIRCpedia_39229	1	Kidney	1.8848357639921223	0.003389869012438795	5.736922745603351
cRNA_1657	chr18:16773479-16783555	JNC-JNC	ENSMUSG00000024304.15	protein_coding	Cdh2	DOWN	mmu-Cdh2_0009	mm9_circ_010308	MMU_CIRCpedia_11590	1	Liver	-1.4562667861845775	3.089946003689662e-4	7.25635752813137
cRNA_1658	chr18:25153719-25161226	JNC-JNC	ENSMUSG00000034295.11	protein_coding	Fhod3	DOWN	mmu-Fhod3_0003	NA	MMU_CIRCpedia_14355	1	Muscle	-1.288340564924262	0.00186940061996412	12.117143951305634
cRNA_1675	chr19:37021922-37045691	JNC-JNC	ENSMUSG00000039652.17	protein_coding	Cpeb3	DOWN	mmu-Cpeb3_0019	NA	MMU_CIRCpedia_18411	1	Muscle	-0.8917047419636659	0.04291175962833092	9.876761968884797
cRNA_1690	chr7:64011688-64021407	JNC-JNC	ENSMUSG00000033458.18	protein_coding	Fan1	UP	mmu-Fan1_0001,mmu-Fan1_0013	NA	MMU_CIRCpedia_216998	1	Heart	1.0736641343533275	0.01248203661886458	25.756687316469307
cRNA_1691	chr7:67653558-67654103	FULLEX	ENSMUSG00000005533.11	protein_coding	Igf1r	UP	mmu-Igf1r_0001	mm9_circ_010252	MMU_CIRCpedia_26913	1	Muscle	1.9277999234218237	0.03334915856368308	2.2672082338504183
cRNA_1701	chr6:38561976-38575749	JNC-JNC	ENSMUSG00000029823.17	protein_coding	Luc7l2	UP	mmu-Luc7l2_0023	NA	NA	1	Kidney	2.494419042851677	8.271939714917644e-4	3.4305351649516043
cRNA_1724	chr5:112923119-112933533	JNC-JNC	ENSMUSG00000072720.10	protein_coding	Myo18b	UP	mmu-Myo18b_0006	NA	MMU_CIRCpedia_229443	1	Muscle	1.7672277459481784	0.009225840963244206	6.238609074578161
cRNA_1768	chr2:5057799-5059527	JNC-JNC	ENSMUSG00000026672.12	protein_coding	Optn	DOWN	mmu-Optn_0001	NA	MMU_CIRCpedia_21858	1	Liver	-1.245543992791935	0.04553281832570676	3.617701303526358
cRNA_1784	chr2:76680914-76682481	JNC-JNC	ENSMUSG00000051747.16	protein_coding	Ttn	UP	mmu-Ttn_0184	NA	NA	1	Muscle	1.217860896060159	0.0030855379383569748	30.060149307782297
cRNA_1786	chr2:76683949-76686710	JNC-JNC	ENSMUSG00000051747.16	protein_coding	Ttn	UP	mmu-Ttn_0122	NA	NA	2	Heart, Muscle	2.7074170326570433	0.0016348132850211895	79.32460147244517
cRNA_1791	chr2:76853790-76861051	JNC-JNC	ENSMUSG00000044033.17	protein_coding	Ccdc141	UP	mmu-Ccdc141_0024	NA	MMU_CIRCpedia_29482	1	Heart	2.144035626653106	0.04085510011285818	4.38870265524746
cRNA_1794	chr2:76919414-76938823	JNC-JNC	ENSMUSG00000044033.17	protein_coding	Ccdc141	UP	mmu-Ccdc141_0018	NA	MMU_CIRCpedia_29512	1	Heart	1.0930191646378677	0.008420802078697484	23.391112566860947
cRNA_1803	chr2:163217524-163218295	FULLEX	ENSMUSG00000017817.12	protein_coding	Jph2	DOWN	mmu-Jph2_0002	NA	MMU_CIRCpedia_38283	1	Muscle	-1.5328532864325848	0.0169959646819995	4.812074284964798
cRNA_1845	chr9:77072047-77098019	JNC-JNC	ENSMUSG00000032355.17	protein_coding	Mlip	UP	mmu-Mlip_0029	mm9_circ_012617	MMU_CIRCpedia_29558	1	Heart	1.0472232532234445	0.00792063533108279	27.486185576742884
cRNA_1855	chr9:96084184-96129141	JNC-JNC	ENSMUSG00000032411.16	protein_coding	Tfdp2	UP	mmu-Tfdp2_0003	NA	MMU_CIRCpedia_35317	1	Muscle	2.110490664744799	1.8289410357002995e-4	6.458970066948874
cRNA_1856	chr9:96222255-96227946	JNC-JNC	ENSMUSG00000032412.9	protein_coding	Atp1b3	DOWN	mmu-Atp1b3_0002	NA	MMU_CIRCpedia_35348	1	Muscle	-1.027460757332071	0.00381684460555334	13.570202518201995
cRNA_1859	chr9:101002222-101031073	JNC-JNC	ENSMUSG00000043154.16	protein_coding	Ppp2r3a	DOWN	mmu-Ppp2r3a_0003	NA	MMU_CIRCpedia_419	1	Muscle	-1.1212060781933384	0.04550542714809676	5.2719004513132575
cRNA_1862	chr9:110808538-110810031	JNC-JNC	ENSMUSG00000032495.9	protein_coding	Lrrc2	UP	mmu-Lrrc2_0003	NA	NA	1	Heart	1.151783268678306	0.01585111603080807	28.022330904394725
cRNA_1869	chr8:3223480-3224888	JNC-JNC	ENSMUSG00000005534.11	protein_coding	Insr	UP	mmu-Insr_0007	NA	MMU_CIRCpedia_16239	1	Heart	1.6764855182711127	3.844334919205231e-4	17.28629297829727
cRNA_1876	chr8:57017593-57022445	JNC-JNC	ENSMUSG00000038206.14	protein_coding	Fbxo8	DOWN	mmu-Fbxo8_0003	NA	MMU_CIRCpedia_23566	1	Kidney	-1.1574708539150067	0.03751016466053324	6.242218945296835
cRNA_1895	chr10:60159068-60161927	JNC-JNC	ENSMUSG00000012819.17	protein_coding	Cdh23	DOWN	mmu-Cdh23_0001	NA	MMU_CIRCpedia_228233	1	Muscle	-1.792765131970759	0.01567830482417584	3.23546975643485
cRNA_1907	chr6:23107139-23122736	JNC-JNC	ENSMUSG00000029695.14	protein_coding	Aass	DOWN	mmu-Aass_0001	NA	MMU_CIRCpedia_13680	1	Kidney	-0.5729250419945494	0.0037035610364052	195.91266456763378
cRNA_1916	chr5:129894758-129898367	JNC-JNC	ENSMUSG00000025537.13	protein_coding	Phkg1	DOWN	mmu-Phkg1_0001	NA	MMU_CIRCpedia_218872	1	Muscle	-1.712768841300788	0.01150414503802411	4.558840983764387
cRNA_1922	chr3:98198203-98198657	FULLEX	ENSMUSG00000027875.13	protein_coding	Hmgcs2	UP	mmu-Hmgcs2_0001	NA	MMU_CIRCpedia_39801	1	Colon	4.387482328929195	4.850358602559394e-5	1.985464207766685
cRNA_1946	chr2:76677732-76682481	JNC-JNC	ENSMUSG00000051747.16	protein_coding	Ttn	UP	mmu-Ttn_0141	NA	NA	1	Muscle	1.901427545527521	0.00767806737292646	4.052647451224446
cRNA_1957	chr16:4989725-4991030	JNC-JNC	ENSMUSG00000091712.3	protein_coding	Sec14l5	DOWN	mmu-Sec14l5_0001	NA	MMU_CIRCpedia_22162	1	Muscle	-1.9615778441893208	4.7602742087792953e-4	7.354811297839994
cRNA_1984	chr18:12817894-12831116	JNC-JNC	ENSMUSG00000024424.16	protein_coding	Ttc39c	DOWN	mmu-Ttc39c_0004	NA	MMU_CIRCpedia_6723	1	Liver	-2.7237519082046595	1.1548402910235976e-5	5.638092680766866
cRNA_1986	chr2:76684494-76686710	JNC-JNC	ENSMUSG00000051747.16	protein_coding	Ttn	UP	mmu-Ttn_0176	NA	NA	1	Muscle	2.0195534916382045	7.825823148198838e-5	15.06751431265221
cRNA_2012	chr7:98628843-98653913	JNC-JNC	ENSMUSG00000035354.10	protein_coding	Uvrag	UP	mmu-Uvrag_0007	NA	MMU_CIRCpedia_35963	1	Kidney	1.956269035151767	0.04172485005628069	3.5648684035896183
cRNA_2015	chr2:105114946-105128313	JNC-JNC	ENSMUSG00000055312.3	protein_coding	Them7	DOWN	mmu-Them7_0001	NA	MMU_CIRCpedia_39913	1	Liver	-1.9146211727384737	0.02541937282818338	2.2766064334223426
cRNA_2025	chr16:22815773-22822789	JNC-JNC	ENSMUSG00000060459.15	protein_coding	Kng2	UP	mmu-Kng2_0001	NA	MMU_CIRCpedia_39127	1	Liver	1.0600610169294151	0.04091123477038602	4.512020573428914
cRNA_2028	chr7:86406146-86412250	JNC-JNC	ENSMUSG00000001773.15	protein_coding	Folh1	UP	mmu-Folh1_0003	NA	NA	1	Kidney	1.4401998076521614	0.0011249795105890575	9.666638969712583
cRNA_2036	chr2:125011333-125032265	JNC-JNC	ENSMUSG00000027202.13	protein_coding	Slc12a1	DOWN	mmu-Slc12a1_0032	NA	NA	1	Kidney	-1.103561147516166	2.492146855614498e-6	30.963041386514472
cRNA_2037	chr2:125036045-125067983	JNC-JNC	ENSMUSG00000027202.13	protein_coding	Slc12a1	UP	mmu-Slc12a1_0002	NA	NA	1	Kidney	2.479114730481676	1.1242374041628035e-4	5.714788511127141
cRNA_2051	chr1:84889917-84907285	JNC-JNC	ENSMUSG00000026220.7	protein_coding	Slc16a14	DOWN	mmu-Slc16a14_0005	NA	MMU_CIRCpedia_31849	1	Kidney	-2.9355084219403844	2.8476942967764907e-6	4.790449929640032
cRNA_2057	chr2:69322099-69326839	JNC-JNC	ENSMUSG00000027070.15	protein_coding	Lrp2	DOWN	mmu-Lrp2_0001	NA	NA	1	Kidney	-1.3815207758973052	0.035853543998768514	3.940740142061
cRNA_2059	chr1:84900575-84907285	JNC-JNC	ENSMUSG00000026220.7	protein_coding	Slc16a14	DOWN	mmu-Slc16a14_0001	NA	MMU_CIRCpedia_31853	1	Kidney	-2.0036742339923954	0.01075946669085372	4.151827182397181
cRNA_2063	chr7:25897843-25900657	JNC-JNC	ENSMUSG00000040660.7	protein_coding	Cyp2b9	UP	mmu-Cyp2b9_0001	NA	MMU_CIRCpedia_39409	1	Liver	2.203635017287339	0.008810598217016186	8.824052251304106
cRNA_2064	chr7:126049277-126049722	JNC-JNC	ENSMUSG00000030730.13	protein_coding	Atp2a1	DOWN	mmu-Atp2a1_0031	NA	NA	1	Muscle	-1.251683948576202	0.02969033409846537	5.485000894555752
cRNA_2069	chr17:35996198-36001072	JNC-JNC	ENSMUSG00000003534.18	protein_coding	Ddr1	DOWN	mmu-Ddr1_0003	NA	NA	1	Muscle	-1.3592506376656863	0.00796291622373123	6.712107704848092
cRNA_2080	chr2:76683949-76684811	JNC-JNC	ENSMUSG00000051747.16	protein_coding	Ttn	UP	mmu-Ttn_0169	NA	NA	1	Muscle	1.9497486171972236	0.00268222653141214	4.974290557863428
cRNA_2081	chr2:152755365-152761373	JNC-JNC	ENSMUSG00000027470.10	protein_coding	Mylk2	DOWN	mmu-Mylk2_0003	NA	NA	1	Muscle	-1.0064626026812462	1.3752688855689184e-4	32.18469268445937
cRNA_2084	chr8:41357483-41358764	JNC-JNC	ENSMUSG00000031596.16	protein_coding	Slc7a2	UP	mmu-Slc7a2_0001	NA	NA	1	Muscle	1.451622660390179	0.00554236247254753	8.170301228105405
cRNA_2085	chr6:5184746-5187004	JNC-JNC	ENSMUSG00000002588.14	protein_coding	Pon1	DOWN	mmu-Pon1_0004	NA	MMU_CIRCpedia_39479	1	Liver	-1.590691557525084	0.02036968065327328	3.6122896412773384
cRNA_2086	chr19:39424498-39449183	JNC-JNC	ENSMUSG00000032808.3	protein_coding	Cyp2c38	UP	mmu-Cyp2c38_0008	NA	NA	1	Liver	1.5218049410019427	0.02570663379547849	3.926920808457032
cRNA_2092	chr2:34933200-34940578	JNC-JNC	ENSMUSG00000026874.11	protein_coding	Hc	UP	mmu-Hc_0006	NA	MMU_CIRCpedia_39869	1	Liver	2.4492734933658893	0.00328664354730704	2.618664828915745
cRNA_2374	chr11:87940803-87942158	JNC-EX	ENSMUSG00000018379.18	protein_coding	Srsf1	UP	mmu-Srsf1_0001	NA	NA	1	Kidney	1.6830927007435184	0.01067160286616686	4.794002045457385
cRNA_2382	chr12:52562862-52566750	FULLEX	ENSMUSG00000035133.10	protein_coding	Arhgap5	UP	mmu-Arhgap5_0009,mmu-Arhgap5_0019	mm9_circ_011007	MMU_CIRCpedia_22395	3	Heart, Liver, Muscle	1.5095452236782152	3.5797652966817653e-7	33.89183054345381
cRNA_2399	chr16:57390013-57392788	JNC-EX	ENSMUSG00000043336.15	protein_coding	Filip1l	DOWN	mmu-Filip1l_0001	NA	NA	1	Muscle	-1.6667282048007828	3.291711666262148e-9	40.88161403857352
cRNA_2400	chr16:96197569-96223734	JNC-EX	NA	NA	NA	UP	mmu-Igsf5_0001	NA	NA	1	Ileon	1.2260482284529677	0.00836723300486331	7.157720341845987
cRNA_2456	chr5:106765937-106767508	EX-JNC	ENSMUSG00000049606.17	protein_coding	Zfp644	UP	mmu-Zfp644_0011	mm9_circ_001406	NA	3	Colon, Kidney, Liver	2.170350880817474	2.5579264818705945e-5	8.885447788181075
cRNA_2626	chr10:52305289-52312759	JNC-EX	ENSMUSG00000023068.17	protein_coding	Nus1	DOWN	mmu-Nus1_0001	mm9_circ_014703	NA	1	Kidney	-0.8977736523647298	0.00492476747454914	19.200226479618152
cRNA_2637	chr12:29005288-29013340	UNKNOWN	NA	NA	NA	DOWN	mmu-intergenic_001452	NA	NA	1	Liver	-2.517180627282181	1.6971339856439616e-4	4.233096206729685
cRNA_2717	chr1:66840208-66846763	JNC-JNC	ENSMUSG00000026004.16	protein_coding	Kansl1l	DOWN	mmu-Kansl1l_0019	mm9_circ_000550	MMU_CIRCpedia_26655	1	Kidney	-1.0224326904269156	0.0043148396220202	15.708785815354751
cRNA_2827	chr15:3487412-3581167	JNC-JNC	ENSMUSG00000055737.13	protein_coding	Ghr	DOWN	mmu-Ghr_0014	NA	NA	1	Liver	-1.708247956204768	2.7765540264358183e-5	7.636919707307193
cRNA_3091	chr14:40537701-40542792	EX-JNC	ENSMUSG00000037833.15	protein_coding	Sh2d4b	UP	mmu-Sh2d4b_0003	NA	NA	1	Muscle	2.585015240650188	0.01480117307741382	3.331438070464657
cRNA_3167	chr7:19430263-19430935	WEX	ENSMUSG00000002985.17	protein_coding	Apoe	UP	mmu-Apoe_0026	NA	NA	1	Muscle	3.874595630309311	0.00369226933986522	5.615914574182545
cRNA_3167	chr7:19430263-19430935	WEX	ENSMUSG00000002985.17	protein_coding	Apoe	DOWN	mmu-Apoe_0026	NA	NA	1	Liver	-0.6248502345375284	0.0364693894847856	71.4224584972056
cRNA_3201	chr11:55116792-55124482	JNC-EX	ENSMUSG00000020261.16	protein_coding	Slc36a1	UP	mmu-Slc36a1_0001	NA	NA	1	Kidney	1.7592081713477177	0.01079889141091916	3.8523293851217697
cRNA_3209	chr15:3573507-3581167	EX-JNC	ENSMUSG00000055737.13	protein_coding	Ghr	DOWN	mmu-Ghr_0018,mmu-Ghr_0075	NA	NA	1	Liver	-1.2791301196084273	7.323623709552292e-5	12.185378219205155
cRNA_3401	chr15:84055283-84070282	JNC-JNC	ENSMUSG00000041653.6	protein_coding	Pnpla3	DOWN	mmu-Pnpla3_0001	NA	NA	1	Liver	-2.455510993049562	5.998289266862898e-5	6.255167483903233
cRNA_3567	chr19:40141975-40156067	EX-JNC	ENSMUSG00000060613.11	protein_coding	Cyp2c70	UP	mmu-Cyp2c70_0002	NA	NA	1	Liver	1.57462168199853	0.00399492505419179	4.972361994518309
