Sex	gene_id	gene_name	gene_type	sign(log2FoldChange)	nTissues	signTissues	medianLFC
Male	ENSMUSG00000104903.2	Gm43707	lncRNA	1	2	Kidney, Liver	1.2192006315008372
Male	ENSMUSG00000104910.2	Gm43331	lncRNA	1	1	Kidney	1.2082708764311676
Male	ENSMUSG00000104912.2	Gm43023	TEC	1	1	Kidney	1.4684030277374058
Male	ENSMUSG00000104925.2	Gm43061	lncRNA	1	2	Kidney, Liver	1.9648224390725186
Male	ENSMUSG00000104936.2	2610011E03Rik	TEC	1	2	Kidney, Muscle	1.6473850377993564
Male	ENSMUSG00000104950.2	4833413G10Rik	lncRNA	1	1	Liver	0.9488364521097534
Male	ENSMUSG00000104951.2	Gm43413	TEC	1	1	Muscle	1.8857212218517692
Male	ENSMUSG00000104960.3	Snhg8	lncRNA	1	2	Kidney, Muscle	1.0382321303839515
Male	ENSMUSG00000104969.2	Gm43445	lncRNA	1	3	Kidney, Muscle, Liver	1.577231612891619
Male	ENSMUSG00000104973.2	A530041M06Rik	lncRNA	1	3	Kidney, Muscle, Liver	0.8294263181199563
Male	ENSMUSG00000104983.2	Gm42763	TEC	1	2	Kidney, Liver	1.0371219672716065
Male	ENSMUSG00000104994.2	Gm42989	TEC	1	1	Muscle	2.178458709432431
Male	ENSMUSG00000105006.2	Gm9484	lncRNA	1	2	Kidney, Muscle	0.7468600649728269
Male	ENSMUSG00000105084.2	Gm43365	TEC	1	1	Liver	1.7583863376686544
Male	ENSMUSG00000105095.2	8430422M14Rik	TEC	1	1	Liver	0.8845256256451375
Male	ENSMUSG00000105136.2	8030487O14Rik	TEC	1	1	Kidney	1.386389288413466
Male	ENSMUSG00000105137.2	Gm42869	lncRNA	1	3	Kidney, Muscle, Liver	0.9988450097736398
Male	ENSMUSG00000105139.2	Gm19391	lncRNA	-1	1	Ileon	-1.2863143549669538
Male	ENSMUSG00000105148.2	Gm42700	lncRNA	1	1	Liver	1.0935053729316642
Male	ENSMUSG00000105161.2	Gm42595	lncRNA	1	3	Kidney, Muscle, Liver	1.2028291994854754
Male	ENSMUSG00000105168.3	Gm30735	lncRNA	1	1	Muscle	2.2124649675092924
Male	ENSMUSG00000105176.2	Gm43668	TEC	1	1	Liver	0.7392501676505001
Male	ENSMUSG00000105179.2	Gm42866	TEC	1	3	Ileon, Kidney, Liver	1.1250170331406304
Male	ENSMUSG00000105186.2	Gm43778	TEC	1	1	Muscle	1.5539655938981238
Male	ENSMUSG00000105199.2	Gm43581	lncRNA	-1	1	Colon	-1.2593385721511217
Male	ENSMUSG00000105199.2	Gm43581	lncRNA	1	1	Liver	1.4582280924334436
Male	ENSMUSG00000105201.2	Gm43362	TEC	1	1	Liver	0.7728797200557972
Male	ENSMUSG00000105229.2	Gm43149	lncRNA	1	1	Liver	1.5570791319658002
Male	ENSMUSG00000105263.2	Gm42427	TEC	-1	2	Kidney, Liver	-0.6162414039453745
Male	ENSMUSG00000105265.7	Sox2ot	lncRNA	-1	1	Kidney	-4.193710901623755
Male	ENSMUSG00000105270.2	Gm42863	TEC	1	1	Liver	1.649804278133329
Male	ENSMUSG00000105272.2	Gm43071	TEC	1	3	Kidney, Muscle, Liver	1.209549948142474
Male	ENSMUSG00000105293.2	Gm42843	TEC	1	2	Kidney, Liver	1.1595462610882925
Male	ENSMUSG00000105304.2	Gm43696	lncRNA	1	2	Kidney, Muscle	1.1116835678085255
Male	ENSMUSG00000105315.2	Gm18635	processed_pseudogene	-1	1	Liver	-1.1021150333044256
Male	ENSMUSG00000105326.2	6030400A10Rik	TEC	1	1	Kidney	1.1735381908060678
Male	ENSMUSG00000105341.2	Gm43817	TEC	1	2	Kidney, Liver	1.8347969554413506
Male	ENSMUSG00000105347.2	Gm43503	TEC	1	1	Kidney	1.0579579532799537
Male	ENSMUSG00000105356.2	Gm42603	TEC	-1	1	Colon	-2.0132965992234113
Male	ENSMUSG00000105356.2	Gm42603	TEC	1	1	Kidney	1.7347029004603816
Male	ENSMUSG00000105373.2	Gm42429	TEC	-1	2	Kidney, Liver	-1.108811114112907
Male	ENSMUSG00000105374.2	Gm42551	TEC	1	1	Kidney	1.2116204114860472
Male	ENSMUSG00000105378.2	Gm42515	TEC	1	1	Kidney	1.0002041701332942
Male	ENSMUSG00000105388.2	Rpl36a-ps2	processed_pseudogene	1	4	Kidney, Muscle, Liver, Heart	0.914540481718406
Male	ENSMUSG00000105392.2	Gm42684	TEC	1	1	Ileon	0.9946020733075636
Male	ENSMUSG00000105402.6	Gm3716	lncRNA	-1	1	Kidney	-0.8735022580031808
Male	ENSMUSG00000105403.2	Gm43618	TEC	1	1	Kidney	0.9616503524953642
Male	ENSMUSG00000105408.2	Gm7285	processed_pseudogene	1	1	Kidney	1.4469346060609036
Male	ENSMUSG00000105412.2	Gm43768	lncRNA	1	2	Kidney, Liver	1.9284027452608488
Male	ENSMUSG00000105434.2	Gm43359	TEC	1	3	Kidney, Muscle, Liver	0.7862580527554996
Male	ENSMUSG00000105442.2	Gm42614	TEC	1	4	Ileon, Kidney, Muscle, Liver	2.260294223847465
Male	ENSMUSG00000105449.2	Gm43379	TEC	1	2	Kidney, Liver	1.2868995382138126
Male	ENSMUSG00000105456.2	Gm43745	TEC	1	1	Ileon	1.321523845443934
Male	ENSMUSG00000105457.2	Gm43200	TEC	1	1	Liver	0.8388851909223566
Male	ENSMUSG00000105470.2	Gm42589	TEC	1	1	Kidney	1.7186821657736937
Male	ENSMUSG00000105482.2	Gm42596	lncRNA	1	1	Ileon	0.987926785577412
Male	ENSMUSG00000105495.2	Gm42995	TEC	1	1	Muscle	1.2623080649426976
Male	ENSMUSG00000105509.2	C130013H08Rik	lncRNA	-1	2	Kidney, Liver	-0.6995564888702344
Male	ENSMUSG00000105517.2	Gm42436	TEC	1	4	Ileon, Kidney, Muscle, Liver	1.3897955231708248
Male	ENSMUSG00000105519.2	E430021H15Rik	TEC	1	2	Muscle, Liver	1.1765607264373636
Male	ENSMUSG00000105549.2	Gm43540	processed_pseudogene	1	2	Kidney, Liver	1.3171561072496019
Male	ENSMUSG00000105550.2	Gm35585	lncRNA	1	1	Kidney	1.2495461743641372
Male	ENSMUSG00000105556.2	Gm43080	TEC	1	3	Ileon, Kidney, Liver	1.5308234520104884
Male	ENSMUSG00000105561.2	Gm43462	lncRNA	1	2	Kidney, Liver	1.324689567770002
Male	ENSMUSG00000105572.2	Gm43300	TEC	1	3	Kidney, Muscle, Liver	1.3268256814996549
Male	ENSMUSG00000105586.2	Gm43009	TEC	1	1	Kidney	1.296472719084853
Male	ENSMUSG00000105597.2	4633401B06Rik	TEC	1	3	Ileon, Kidney, Liver	1.1271313977751427
Male	ENSMUSG00000105601.2	Gm42725	TEC	1	1	Liver	1.477482710644496
Male	ENSMUSG00000105622.2	Gm42615	TEC	1	4	Ileon, Kidney, Muscle, Liver	2.2944188497766547
Male	ENSMUSG00000105624.2	Gm43187	TEC	1	1	Muscle	1.109945207287159
Male	ENSMUSG00000105636.2	Gm43625	lncRNA	1	1	Kidney	1.9689135810230016
Male	ENSMUSG00000105643.2	Gm42611	TEC	1	2	Kidney, Liver	1.6333915919691049
Male	ENSMUSG00000105655.2	Gm42659	lncRNA	1	1	Liver	1.5056857092460816
Male	ENSMUSG00000105656.2	Gm43017	lncRNA	1	1	Ileon	1.628032803188498
Male	ENSMUSG00000105677.2	Gm43328	lncRNA	1	2	Kidney, Liver	1.0075314387072287
Male	ENSMUSG00000105691.2	Gm42876	TEC	1	3	Kidney, Muscle, Liver	1.3886355628016749
Male	ENSMUSG00000105692.2	Gm43737	TEC	1	1	Liver	0.6249172997747998
Male	ENSMUSG00000105703.3	Gm43305	lncRNA	1	1	Kidney	0.9767202711960276
Male	ENSMUSG00000105707.2	Gm43753	TEC	1	2	Kidney, Liver	1.0988520233027772
Male	ENSMUSG00000105719.2	Gm42872	TEC	1	2	Kidney, Liver	1.181880354573078
Male	ENSMUSG00000105728.2	Gm42819	TEC	1	1	Liver	1.098085054278843
Male	ENSMUSG00000105740.2	Gm42685	TEC	1	1	Ileon	1.3112389709564354
Male	ENSMUSG00000105742.2	Gm42748	TEC	1	2	Ileon, Liver	1.3593293864901599
Male	ENSMUSG00000105745.2	Gm42521	TEC	1	1	Ileon	1.1189005508772447
Male	ENSMUSG00000105761.2	Gm43787	TEC	1	1	Liver	1.2020250762952205
Male	ENSMUSG00000105762.2	Gm43605	TEC	1	3	Ileon, Kidney, Liver	2.2524241115508747
Male	ENSMUSG00000105801.2	C430019N01Rik	TEC	1	1	Liver	1.7295631037480184
Male	ENSMUSG00000105804.2	Gm43654	TEC	1	3	Kidney, Muscle, Liver	1.1100305016141787
Male	ENSMUSG00000105818.2	Gm43256	lncRNA	1	2	Ileon, Liver	1.0430081923116035
Male	ENSMUSG00000105824.2	Gm43466	lncRNA	1	2	Kidney, Liver	1.8564899956682444
Male	ENSMUSG00000105837.6	Gm35986	lncRNA	-1	1	Liver	-2.792670369710941
Male	ENSMUSG00000105842.2	Gm43329	lncRNA	1	1	Liver	1.680519578296748
Male	ENSMUSG00000105846.2	Gm43258	lncRNA	1	1	Liver	1.546707849151569
Male	ENSMUSG00000105852.5	Gm42890	lncRNA	1	1	Muscle	1.422323602699093
Male	ENSMUSG00000105881.3	4932422M17Rik	lncRNA	1	1	Kidney	0.664700445359637
Male	ENSMUSG00000105893.2	Wdr46-ps	processed_pseudogene	1	2	Kidney, Liver	2.132198983037299
Male	ENSMUSG00000105909.2	Gm43189	lncRNA	1	2	Kidney, Liver	3.4685088713853496
Male	ENSMUSG00000105933.2	Gm43260	lncRNA	1	3	Ileon, Kidney, Liver	1.0002589859691169
Male	ENSMUSG00000105936.2	Gm43544	TEC	1	1	Liver	1.1439024823458888
Male	ENSMUSG00000105941.2	Gm42809	lncRNA	1	2	Muscle, Liver	1.7648004800401647
Male	ENSMUSG00000105950.2	Gm43679	TEC	1	2	Kidney, Liver	1.6304899653548781
Male	ENSMUSG00000105957.2	Gm43254	lncRNA	1	3	Kidney, Muscle, Liver	0.9625356974721934
Male	ENSMUSG00000105960.2	6330410L21Rik	lncRNA	1	1	Kidney	0.906371909510993
Male	ENSMUSG00000105962.2	Gm42432	TEC	1	1	Muscle	0.6421013744557131
Male	ENSMUSG00000105970.2	Gm43360	TEC	1	1	Liver	1.5042778769904634
Male	ENSMUSG00000105981.2	2810428J06Rik	TEC	1	2	Kidney, Liver	2.1279894888294004
Male	ENSMUSG00000105985.2	Gm42993	TEC	1	1	Kidney	1.6262518845965164
Male	ENSMUSG00000105990.2	Gm43307	TEC	-1	1	Colon	-1.199127455637618
Male	ENSMUSG00000105990.2	Gm43307	TEC	1	1	Kidney	0.978108118203574
Male	ENSMUSG00000106019.3	Gm43672	lncRNA	1	1	Liver	0.6805770466652158
Male	ENSMUSG00000106022.2	Gm42929	TEC	1	2	Kidney, Liver	1.3830066765476405
Male	ENSMUSG00000106025.2	Gm42940	TEC	1	1	Liver	1.7850280718452725
Male	ENSMUSG00000106035.2	Gm43545	TEC	1	1	Liver	0.9780164835150046
Male	ENSMUSG00000106037.2	Gm4332	processed_pseudogene	1	3	Kidney, Liver, Heart	1.476860070517647
Male	ENSMUSG00000106044.3	Gm42860	TEC	1	4	Kidney, Muscle, Liver, Heart	1.04040089721929
Male	ENSMUSG00000106045.2	Gm42996	TEC	1	1	Muscle	1.3533281420331618
Male	ENSMUSG00000106049.2	Gm43019	TEC	1	1	Muscle	1.3724335361177769
Male	ENSMUSG00000106063.2	C030032O16Rik	lncRNA	1	1	Liver	2.460897853188734
Male	ENSMUSG00000106069.3	Gm6135	lncRNA	1	1	Kidney	2.3959239646667503
Male	ENSMUSG00000106073.2	Gm42892	TEC	1	1	Liver	0.9363350802742442
Male	ENSMUSG00000106078.2	Gm43697	TEC	1	1	Kidney	1.4736241252115054
Male	ENSMUSG00000106087.2	Gm43609	TEC	1	2	Kidney, Liver	1.2478059587313592
Male	ENSMUSG00000106099.2	Gm42664	lncRNA	1	3	Kidney, Muscle, Liver	1.2876011441824324
Male	ENSMUSG00000106110.2	Gm43571	TEC	1	2	Kidney, Liver	1.410527897248014
Male	ENSMUSG00000106120.2	Gm42697	lncRNA	1	1	Kidney	1.551997466406637
Male	ENSMUSG00000106149.2	Gm43430	TEC	1	1	Liver	1.230427537463805
Male	ENSMUSG00000106166.2	Gm43484	TEC	1	1	Liver	1.1500478484719214
Male	ENSMUSG00000106184.2	Gm43463	lncRNA	1	1	Liver	1.6369524686393289
Male	ENSMUSG00000106186.2	Gm43627	TEC	-1	2	Muscle, Colon	-1.2315734610615618
Male	ENSMUSG00000106197.2	Gm42717	lncRNA	1	1	Liver	1.2959402745355046
Male	ENSMUSG00000106205.2	C230096K16Rik	TEC	1	2	Kidney, Liver	1.0902703813680312
Male	ENSMUSG00000106208.2	Gm4734	processed_pseudogene	1	1	Muscle	1.5689690034884556
Male	ENSMUSG00000106209.3	Gm42918	lncRNA	1	1	Muscle	1.053049850228174
Male	ENSMUSG00000106211.2	Gm42842	TEC	1	1	Kidney	1.707787143304894
Male	ENSMUSG00000106229.2	Gm19409	lncRNA	1	1	Liver	1.052015256919856
Male	ENSMUSG00000106251.2	Gm42658	lncRNA	1	2	Kidney, Liver	1.2060163812820202
Male	ENSMUSG00000106254.2	Gm42907	TEC	1	1	Kidney	1.0148941646645164
Male	ENSMUSG00000106288.2	Gm43593	TEC	1	2	Kidney, Liver	1.464908999490339
Male	ENSMUSG00000106290.2	Gm43429	TEC	1	1	Ileon	1.535069467498527
Male	ENSMUSG00000106303.2	Gm7652	unprocessed_pseudogene	1	1	Liver	1.7074431794097382
Male	ENSMUSG00000106317.2	Gm43848	lncRNA	1	1	Liver	0.882770041460673
Male	ENSMUSG00000106320.2	Gm42992	TEC	1	3	Kidney, Muscle, Heart	1.241973745770151
Male	ENSMUSG00000106334.2	Gm43549	lncRNA	-1	1	Kidney	-1.6089657973192568
Male	ENSMUSG00000106341.2	Gm43330	lncRNA	1	1	Liver	0.7545887230285058
Male	ENSMUSG00000106357.3	Gm8013	lncRNA	1	1	Muscle	1.7686103779223326
Male	ENSMUSG00000106361.2	Gm35066	lncRNA	-1	1	Colon	-2.9226497137419116
Male	ENSMUSG00000106371.2	9530097N15Rik	lncRNA	1	2	Ileon, Liver	1.3174868700733708
Male	ENSMUSG00000106384.2	Gm43188	TEC	1	2	Muscle, Heart	1.4353285823794726
Male	ENSMUSG00000106386.2	Gm42991	TEC	1	1	Kidney	1.5241751450747674
Male	ENSMUSG00000106397.2	Gm21049	unprocessed_pseudogene	1	1	Liver	1.2037715749377704
Male	ENSMUSG00000106432.2	Gm43259	lncRNA	1	2	Muscle, Liver	1.241460682846649
Male	ENSMUSG00000106443.2	Gm42702	lncRNA	1	3	Ileon, Kidney, Liver	1.421623512443927
Male	ENSMUSG00000106450.2	Gm43018	TEC	1	1	Muscle	1.1889141852425893
Male	ENSMUSG00000106458.2	Gm42633	TEC	1	1	Liver	1.6186685561138798
Male	ENSMUSG00000106475.2	Gm43011	TEC	1	3	Kidney, Muscle, Liver	1.0964928482168623
Male	ENSMUSG00000106491.2	Gm42446	TEC	1	1	Liver	1.4103483740999951
Male	ENSMUSG00000106497.2	Gm43195	TEC	1	1	Liver	2.1286308516091035
Male	ENSMUSG00000106498.2	Gm43032	TEC	-1	1	Kidney	-0.8100487860524412
Male	ENSMUSG00000106507.2	Gm43056	lncRNA	1	1	Liver	1.3145562673480526
Male	ENSMUSG00000106517.2	Gm42634	TEC	1	1	Liver	1.069821625659144
Male	ENSMUSG00000106535.2	Gm43031	lncRNA	1	2	Ileon, Liver	1.4419951359320775
Male	ENSMUSG00000106542.2	Gm43410	TEC	1	3	Ileon, Kidney, Liver	2.5348473492505894
Male	ENSMUSG00000106547.2	B230303O12Rik	lncRNA	1	1	Kidney	2.15553690484567
Male	ENSMUSG00000106570.2	C230071H17Rik	TEC	1	1	Muscle	1.263522753348829
Male	ENSMUSG00000106596.2	Gm42822	TEC	1	3	Ileon, Muscle, Liver	1.2102234658177062
Male	ENSMUSG00000106603.2	Gm43509	TEC	1	1	Kidney	1.2535794049837512
Male	ENSMUSG00000106607.2	Gm43178	TEC	1	3	Kidney, Muscle, Liver	1.201709978917589
Male	ENSMUSG00000106636.2	Gm43813	lncRNA	1	1	Liver	1.785798436834268
Male	ENSMUSG00000106643.2	Gm43422	TEC	1	2	Kidney, Muscle	1.5208011682884575
Male	ENSMUSG00000106648.2	Gm43176	TEC	1	3	Kidney, Muscle, Liver	0.963698676925119
Male	ENSMUSG00000106662.2	Gm43034	TEC	1	1	Kidney	1.2790668994093963
Male	ENSMUSG00000106665.2	Gm43389	TEC	1	2	Muscle, Liver	1.2336743006184943
Male	ENSMUSG00000106671.2	Gm42900	TEC	1	1	Kidney	1.902146813158175
Male	ENSMUSG00000106676.2	Gm42895	TEC	1	2	Kidney, Liver	1.6215717682799575
Male	ENSMUSG00000106678.2	Gm43457	TEC	1	1	Liver	1.5742423362521507
Male	ENSMUSG00000106682.2	Gm42648	TEC	1	2	Kidney, Liver	1.9857238530500185
Male	ENSMUSG00000106691.2	2700029L08Rik	TEC	1	1	Kidney	1.5987626456007111
Male	ENSMUSG00000106714.2	Gm42546	TEC	1	1	Liver	1.327879770211296
Male	ENSMUSG00000106717.2	Gm42798	TEC	1	2	Kidney, Liver	1.7923618375732124
Male	ENSMUSG00000106732.2	Gm43792	TEC	1	1	Liver	1.254797223750232
Male	ENSMUSG00000106734.5	Gm20559	lncRNA	-1	3	Ileon, Muscle, Liver	-0.8483723518929416
Male	ENSMUSG00000106739.2	Gm43499	TEC	1	3	Ileon, Kidney, Liver	1.7952331450049426
Male	ENSMUSG00000106751.2	Gm42467	TEC	1	2	Kidney, Liver	1.560239952977052
Male	ENSMUSG00000106757.2	Gm43482	TEC	1	2	Muscle, Liver	1.7944800154078213
Male	ENSMUSG00000106772.2	Gm43794	TEC	1	1	Kidney	1.0906627738260413
Male	ENSMUSG00000106783.3	Chaer1	lncRNA	-1	1	Heart	-1.4363264091705272
Male	ENSMUSG00000106819.2	Gm43498	processed_pseudogene	1	1	Liver	1.6753615784871123
Male	ENSMUSG00000106822.2	Gm43533	TEC	1	1	Liver	1.359568593123351
Male	ENSMUSG00000106825.2	2510016D11Rik	TEC	1	2	Ileon, Liver	1.558970442899336
Male	ENSMUSG00000106831.2	Ube2n-ps1	processed_pseudogene	-1	2	Ileon, Muscle	-0.8763991202577792
Male	ENSMUSG00000106837.2	D630030B08Rik	TEC	1	1	Ileon	1.4928021666767444
Male	ENSMUSG00000106847.2	Peg13	lncRNA	1	1	Muscle	0.5849731634354933
Male	ENSMUSG00000106858.2	Gm43844	TEC	1	2	Muscle, Liver	1.4556185808163573
Male	ENSMUSG00000106859.2	Gm42737	TEC	1	1	Ileon	1.3672540068461942
Male	ENSMUSG00000106867.2	Gm43800	TEC	1	1	Liver	1.8350764832762976
Male	ENSMUSG00000106870.2	Gm43681	TEC	1	3	Kidney, Muscle, Liver	1.1118942777076053
Male	ENSMUSG00000106874.3	Gm20186	lncRNA	-1	1	Kidney	-0.5512829014539837
Male	ENSMUSG00000106874.3	Gm20186	lncRNA	1	2	Muscle, Liver	1.1390110284798998
Male	ENSMUSG00000106889.2	Gm7463	processed_pseudogene	1	2	Kidney, Liver	1.806192661549093
Male	ENSMUSG00000106904.2	Gm43029	TEC	1	2	Kidney, Liver	1.8595047466009573
Male	ENSMUSG00000106927.2	Gm43598	lncRNA	1	1	Liver	2.007895168790843
Male	ENSMUSG00000106928.2	Gm43860	TEC	1	2	Muscle, Liver	1.5210319425846432
Male	ENSMUSG00000106940.2	Gm42930	TEC	1	1	Liver	1.5358228272359231
Male	ENSMUSG00000106943.4	Dancr	lncRNA	1	2	Kidney, Liver	0.8990184113295334
Male	ENSMUSG00000106944.2	Gm43843	TEC	1	1	Kidney	1.7556859257907076
Male	ENSMUSG00000106946.2	Gm42856	TEC	1	1	Kidney	0.7278334432089042
Male	ENSMUSG00000106951.2	5930430L01Rik	lncRNA	1	5	Ileon, Kidney, Muscle, Liver, Heart	1.3395335843292937
Male	ENSMUSG00000106959.2	Gm42548	TEC	1	1	Liver	1.134388720986261
Male	ENSMUSG00000106978.2	N4bp2os	lncRNA	1	2	Kidney, Liver	1.1197767758796737
Male	ENSMUSG00000106981.2	Gm45495	lncRNA	-1	1	Kidney	-0.7094591345536289
Male	ENSMUSG00000106990.2	Gm42547	TEC	-1	2	Kidney, Colon	-1.261116002150151
Male	ENSMUSG00000106992.2	Gm43167	TEC	1	1	Liver	1.4991425432649983
Male	ENSMUSG00000106993.2	Gm43417	TEC	1	2	Kidney, Liver	1.7178143608980272
Male	ENSMUSG00000107000.2	Gm43481	TEC	1	2	Kidney, Liver	1.5677663673928168
Male	ENSMUSG00000107009.2	6720475M21Rik	TEC	1	2	Kidney, Liver	2.249454988007587
Male	ENSMUSG00000107018.2	Gm43694	TEC	1	2	Kidney, Liver	2.4016708872729615
Male	ENSMUSG00000107041.2	Gm42735	TEC	1	2	Ileon, Kidney	1.408265856440653
Male	ENSMUSG00000107048.2	Gm43807	lncRNA	1	1	Liver	1.3148317304440615
Male	ENSMUSG00000107050.2	C030017G13Rik	TEC	1	1	Liver	1.2784657166667934
Male	ENSMUSG00000107054.2	C730045M19Rik	TEC	1	2	Kidney, Liver	1.7069669064950581
Male	ENSMUSG00000107083.2	Gm43313	TEC	1	3	Kidney, Muscle, Liver	0.9757506244003936
Male	ENSMUSG00000107091.2	Gm43343	TEC	1	1	Kidney	0.917276418505972
Male	ENSMUSG00000107094.2	Gm43294	TEC	1	3	Ileon, Kidney, Liver	1.208945477390864
Male	ENSMUSG00000107096.4	Gm43597	lncRNA	1	1	Liver	0.5601991001571305
Male	ENSMUSG00000107115.2	Gm43052	TEC	1	2	Kidney, Liver	1.4472096984781189
Male	ENSMUSG00000107116.2	Gm43274	TEC	1	5	Ileon, Kidney, Muscle, Liver, Heart	1.7581529612657796
Male	ENSMUSG00000107118.2	Gm42986	TEC	1	2	Kidney, Liver	1.4391607821645402
Male	ENSMUSG00000107134.2	Gm42528	TEC	-1	1	Muscle	-0.9278073384281852
Male	ENSMUSG00000107143.2	Gm6598	lncRNA	1	1	Kidney	1.1527020732016986
Male	ENSMUSG00000107158.2	Gm42728	TEC	1	1	Liver	1.1576424205511118
Male	ENSMUSG00000107165.2	Gm43747	TEC	1	3	Kidney, Muscle, Liver	1.0576306277978087
Male	ENSMUSG00000107171.2	Gm42572	TEC	1	2	Kidney, Liver	1.3034470739580133
Male	ENSMUSG00000107197.2	Gm43312	TEC	1	3	Kidney, Muscle, Liver	0.9582447770208672
Male	ENSMUSG00000107198.3	Gm19619	lncRNA	-1	1	Liver	-2.124923773721569
Male	ENSMUSG00000107200.2	Gm43039	TEC	-1	1	Colon	-1.3789736769193253
Male	ENSMUSG00000107200.2	Gm43039	TEC	1	2	Kidney, Liver	1.6851717701177473
Male	ENSMUSG00000107205.2	Gm42576	TEC	1	2	Kidney, Liver	1.9381911248761536
Male	ENSMUSG00000107225.2	Gm43637	TEC	1	2	Kidney, Liver	2.2779526273682302
Male	ENSMUSG00000107227.2	Gm42559	TEC	1	3	Kidney, Muscle, Liver	1.120137544640584
Male	ENSMUSG00000107253.2	Gm43634	lncRNA	1	1	Ileon	2.068222464977898
Male	ENSMUSG00000107277.2	Gm10461	TEC	1	2	Kidney, Liver	0.7165699542945341
Male	ENSMUSG00000107286.2	Gm43788	TEC	1	4	Ileon, Kidney, Muscle, Liver	1.3993564809873313
Male	ENSMUSG00000107304.3	Gm43775	TEC	1	2	Kidney, Liver	1.346841740189032
Male	ENSMUSG00000107306.2	Gm42577	TEC	1	1	Liver	2.0354560220513127
Male	ENSMUSG00000107320.2	Gm42549	TEC	1	1	Liver	1.2258513915402365
Male	ENSMUSG00000107331.2	Gm42732	TEC	1	2	Muscle, Liver	0.6050057230694527
Male	ENSMUSG00000107362.2	Gm40309	TEC	1	3	Kidney, Muscle, Liver	1.469675666625438
Male	ENSMUSG00000107364.2	Gm43051	TEC	1	2	Kidney, Liver	1.5687401768711324
Male	ENSMUSG00000107390.2	Gm43323	TEC	1	1	Kidney	0.8555133401292143
Male	ENSMUSG00000107402.3	4732416N19Rik	TEC	1	4	Ileon, Kidney, Muscle, Liver	0.9773651375215009
Male	ENSMUSG00000107411.2	Gm19040	processed_pseudogene	1	1	Liver	1.5136020775943897
Male	ENSMUSG00000107451.2	Gm44421	lncRNA	1	3	Ileon, Kidney, Muscle	1.9989884456177505
Male	ENSMUSG00000107456.2	Gm10400	TEC	1	1	Kidney	1.4260445095440772
Male	ENSMUSG00000107461.2	Gm44045	TEC	1	2	Kidney, Liver	1.33745798246445
Male	ENSMUSG00000107476.5	Zfp862-ps	transcribed_unitary_pseudogene	1	1	Liver	0.7234552887001683
Male	ENSMUSG00000107516.3	Gm30784	lncRNA	1	1	Liver	1.1554321584934908
Male	ENSMUSG00000107529.2	Gm44291	TEC	1	2	Kidney, Liver	0.7326413829505729
Male	ENSMUSG00000107534.2	Gm43920	lncRNA	1	3	Kidney, Muscle, Liver	0.9863260447271924
Male	ENSMUSG00000107549.2	Gm43961	TEC	1	1	Liver	1.2643927366224623
Male	ENSMUSG00000107559.2	Gm44193	TEC	1	1	Kidney	1.1560481750413578
Male	ENSMUSG00000107567.2	4930480K02Rik	TEC	1	1	Kidney	1.7606403152065608
Male	ENSMUSG00000107583.2	Gm44104	TEC	1	2	Kidney, Muscle	1.2781353523506271
Male	ENSMUSG00000107585.2	3300002P13Rik	lncRNA	-1	1	Muscle	-1.4113728977430546
Male	ENSMUSG00000107586.2	Gm44283	TEC	1	1	Liver	0.9775092379185322
Male	ENSMUSG00000107603.2	Gm43921	TEC	1	1	Kidney	0.9209203536804634
Male	ENSMUSG00000107605.2	Gm44117	lncRNA	1	3	Kidney, Muscle, Liver	1.93224820108216
Male	ENSMUSG00000107610.2	D530018E20Rik	TEC	1	1	Liver	1.0148643159389203
Male	ENSMUSG00000107653.2	Gm31520	transcribed_processed_pseudogene	1	1	Heart	2.1203574838962544
Male	ENSMUSG00000107655.2	Gm44220	TEC	1	4	Kidney, Muscle, Liver, Heart	1.2525885345103671
Male	ENSMUSG00000107689.3	Gm44386	lncRNA	-1	1	Muscle	-1.4092534634562488
Male	ENSMUSG00000107689.3	Gm44386	lncRNA	1	1	Kidney	0.8109392180669446
Male	ENSMUSG00000107706.2	Gm44022	TEC	1	4	Ileon, Kidney, Muscle, Heart	1.2702988891700568
Male	ENSMUSG00000107726.2	Gm44037	lncRNA	1	2	Kidney, Muscle	1.5060357547440486
Male	ENSMUSG00000107728.2	Gm38910	lncRNA	-1	1	Muscle	-0.7537602315670524
Male	ENSMUSG00000107742.2	9530085L11Rik	TEC	1	1	Liver	1.318571797263992
Male	ENSMUSG00000107743.2	Gm44087	TEC	-1	1	Heart	-1.5747008143467525
Male	ENSMUSG00000107749.2	Gm44321	TEC	1	3	Ileon, Kidney, Liver	1.096353685055181
Male	ENSMUSG00000107770.2	Gm44126	processed_pseudogene	-1	1	Liver	-1.7339769854309977
Male	ENSMUSG00000107770.2	Gm44126	processed_pseudogene	1	1	Kidney	0.900267320677629
Male	ENSMUSG00000107796.2	Gm44068	TEC	1	1	Liver	1.2254951503451823
Male	ENSMUSG00000107801.2	Gm44086	TEC	1	2	Kidney, Liver	2.1002667884149324
Male	ENSMUSG00000107813.2	Gm44434	TEC	1	4	Ileon, Kidney, Muscle, Liver	1.611340456796261
Male	ENSMUSG00000107838.2	Gm45769	TEC	1	1	Muscle	0.38148054399888215
Male	ENSMUSG00000107868.2	Gm5112	TEC	1	2	Kidney, Muscle	1.2277307468176342
